,beta.ave,beta.diff,gamma.ave,gamma.diff,type
0,0.661835748792,0.13768115942,1.83582089552,0.0298507462687,0
1,0.795162741526,-0.0820345502396,1.41603574094,0.621407982963,1
2,0.123222748815,0.0236966824645,0.275862068966,0.0689655172414,0
3,2.13725490196,0.705882352941,1.75,1.05769230769,0
4,0.522727272727,0.0227272727273,1.0,0.181818181818,0
5,0.895491630726,0.0531781500177,1.06020212533,0.0416020388104,1
6,1.40302705716,-0.126553286371,0.705996078392,0.139952805841,1
7,1.04091539528,0.666435506241,2.12857142857,0.171428571429,0
8,0.845711786837,0.0331645943174,0.735360543933,0.36385072485,1
9,0.621212121212,0.0454545454545,0.916666666667,0.0833333333333,0
10,0.281852005245,0.0,0.0457746647719,0.0,1
11,0.673076923077,0.0192307692308,0.423728813559,0.169491525424,0
12,0.649635527111,0.0269102551597,0.179340854281,0.0370079457124,1
13,1.09263411109,-0.153654895697,0.4853673746,0.270761640828,1
14,0.150306748466,0.0460122699387,0.182926829268,0.0853658536585,0
15,0.905302150035,0.080136186607,3.7619844114,1.18331426158,1
16,0.919427278555,-0.198388432953,4.50252807867,1.48093960338,1
17,0.641025641026,0.29304029304,0.72963800905,0.123303167421,0
18,0.585176274699,0.175733520692,0.839352320205,0.61510262715,1
19,1.5113615249,0.383279460382,22.4649188198,19.3216751242,1
20,1.0,0.117647058824,1.48780487805,0.536585365854,0
21,0.918662412703,0.289982470947,9.15299626224,7.46625176415,1
22,0.643015727019,-0.168364728877,1.57634462509,0.746206941379,1
23,0.722222222222,0.12962962963,0.207602339181,0.131578947368,0
24,0.685387896803,0.152398170256,2.46540858486,0.621514524298,1
25,0.562868257983,0.0699227939456,0.327996174578,0.18396031801,1
26,0.678662904191,-0.15211090749,2.0151187572,0.642490474043,1
27,1.04508802801,-0.183760900805,0.310187666472,0.249985704478,1
28,0.567796610169,0.0932203389831,0.75,0.125,0
29,0.84183488608,0.0393176441384,0.54319272541,0.27890119084,1
30,0.336201845984,0.0647103505974,0.643624447956,0.232500081768,1
31,0.680328611298,-0.199927851157,0.297325302388,0.223562523779,1
32,0.9125,0.1125,0.16393442623,0.0327868852459,0
33,0.824800976016,0.256135132661,1.07788808857,0.562500049411,1
34,1.05208333333,0.182291666667,1.92452830189,0.830188679245,0
35,1.09242188677,-0.211301134041,6.79788659873,2.31745030015,1
36,0.965384615385,-0.0346153846154,0.59,0.55,0
37,0.730822403631,-0.114707255739,0.205087179166,0.0434382960685,1
38,0.949788368357,-0.0696181292667,0.346068961566,0.311076673872,1
39,0.757142857143,0.0428571428571,1.29464285714,0.205357142857,0
40,0.901960784314,0.411764705882,0.666666666667,0.190476190476,0
41,0.359223300971,-0.0194174757282,0.777777777778,0.0444444444444,0
42,0.513888888889,0.0277777777778,0.103401360544,0.0489795918367,0
43,1.02040816327,0.836734693878,1.1,0.8,0
44,0.826661341638,-0.059359111857,2.0706915178,0.111567195368,1
45,0.794491324193,-0.034545281853,1.08197355733,0.441788687002,1
46,0.736842105263,0.122807017544,0.221804511278,0.0563909774436,0
47,0.845711786837,0.0331645943174,0.735360543933,0.36385072485,1
48,0.663219743714,-0.0718916640341,0.729049414766,0.165603407209,1
49,0.950831621093,0.0770880538388,0.216542630401,0.020060905011,1
50,0.975288317405,0.161021046521,0.261737112013,0.0235959774327,1
51,0.729953905787,0.125471330377,0.18474573931,0.0737970688412,1
52,0.686658375699,-0.111582413127,0.722998644699,0.0687691226144,1
53,0.459459459459,0.0540540540541,0.938888888889,0.272222222222,0
54,0.75,0.178571428571,1.61363636364,1.0,0
55,0.689435503157,-0.0370269768402,8.54125937575,7.44580277324,1
56,0.980585041264,0.060524489955,2.15039183776,0.265907158446,1
57,1.31451612903,0.556451612903,1.18965517241,0.672413793103,0
58,1.08758441519,-0.219891915346,2.73231133251,0.81409055414,1
59,0.530465058231,0.0187608135185,0.412661984737,0.0326516800724,1
60,0.688738712539,0.054876873973,1.05423353373,0.649060070665,1
61,0.422200583872,-0.110792285715,0.361990053833,0.137982595976,1
62,0.65996804995,0.139682638143,0.520341689869,0.233230379567,1
63,2.47482286784,0.0689667261489,10.5157714463,8.18341981392,1
64,0.459065467263,0.0812321354087,0.458873134058,0.212471246752,1
65,1.17645358256,0.0235521777637,15.8574447752,7.77583144661,1
66,0.651446828882,0.0290510584268,1.45184086664,0.437694142496,1
67,1.24216756143,-0.0893016634226,2.21009334635,1.92805528035,1
68,0.821428571429,-0.321428571429,0.746456140351,0.502947368421,0
69,0.698395013808,-0.0217708699346,0.680137429266,0.35683591369,1
70,0.624651311834,0.191354313736,1.51564720537,0.361608951331,1
71,0.829201090929,0.306876165573,0.913514339676,0.1551619198,1
72,0.791889681285,-0.111404992096,2.75911739538,0.584705148463,1
73,0.69512195122,0.30487804878,1.54166666667,0.925,0
74,0.727710274469,0.32767170115,0.0982793284416,0.0351602586494,1
75,1.0,-0.148760330579,1.02898550725,0.623188405797,0
76,1.14210620315,-0.0205824739593,2.51495313264,1.50862022955,1
77,2.52830364657,-0.142649778354,1.96041656055,0.792300154506,1
78,1.26627141001,0.0411899215793,9.24287270433,1.91356919817,1
79,0.64976776697,-0.253040360806,0.220220049368,0.0934450488971,1
80,0.602051881959,0.0580256506592,2.80709228878,0.0618354471846,1
81,0.706260003995,-0.299972828775,1.24948528895,0.196903528309,1
82,1.01666666667,0.15,2.16666666667,0.809523809524,0
83,0.747884755697,-0.0741389614374,0.463185311052,0.243941224236,1
84,0.393473436397,0.139961160547,0.253944999641,0.181236033792,1
85,0.729965386497,0.0360026269345,0.690878699916,0.557549412771,1
86,1.01051548195,-0.0674565121647,0.626873265919,0.548639973504,1
87,0.706260003995,-0.299972828775,1.24948528895,0.196903528309,1
88,0.78835978836,-0.232804232804,2.18085106383,0.574468085106,0
89,1.23369565217,-0.58152173913,3.09708737864,1.36893203883,0
90,0.678060413355,-0.205882352941,0.303811659193,0.173766816143,0
91,0.764705882353,-0.176470588235,0.395238095238,0.185714285714,0
92,0.569377990431,0.0574162679426,0.178571428571,0.0247252747253,0
93,0.980585041264,0.060524489955,2.15039183776,0.265907158446,1
94,0.676035502959,-0.116863905325,0.476047904192,0.0868263473054,0
95,0.780495539317,0.108279978583,2.62583311108,2.05630921061,1
96,0.688405797101,0.195652173913,0.647342995169,0.454106280193,0
97,1.51567069324,0.145852568012,2.56842733035,1.03377185092,1
98,0.69,0.06,0.371681415929,0.0619469026549,0
99,2.47482286784,0.0689667261489,10.5157714463,8.18341981392,1
