"","class","spcs","id","nodeid","parent","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"858","GS","whitepine","wp760g5",81,"95",0,NA,NA,NA,NA,NA
"859","GS","whitepine","wp762",143,NA,1,3,0.527849185946872,NA,1.08376703841388,NA
"860","GS","whitepine","wp762",28,"143",0,NA,NA,NA,NA,NA
"861","GS","whitepine","wp762",127,"143",0,NA,NA,NA,NA,NA
"862","GS","whitepine","wp762",17,"143",1,2,0.620060790273556,-0.281155015197568,5.60328638497653,2.24647887323944
"863","GS","whitepine","wp762",59,"17",0,NA,NA,NA,NA,NA
"864","GS","whitepine","wp762",116,"17",0.666666666666667,2,0.724283305227656,-0.184654300168634,2.36013986013986,0.339160839160839
"865","GS","whitepine","wp762",88,"116",0,NA,NA,NA,NA,NA
"866","GS","whitepine","wp762",114,"116",0.666666666666667,2,0.564935064935065,0.0473098330241187,1.0923875432526,0.00449826989619374
"867","GS","whitepine","wp762",99,"114",0,NA,NA,NA,NA,NA
"868","GS","whitepine","wp762",102,"114",0.333333333333333,2,0.595454545454545,0.171212121212121,0.181072555205047,0.150157728706625
"869","GS","whitepine","wp762",30,"102",0,NA,NA,NA,NA,NA
"870","GS","whitepine","wp762",103,"102",0,NA,NA,NA,NA,NA
"871","GS","whitepine","wp773",11,NA,1,2,0.635321100917431,-0.287844036697248,2.3179012345679,1.5462962962963
"872","GS","whitepine","wp773",26,"11",1,2,0.76832298136646,-0.200621118012422,0.484,0.1
"873","GS","whitepine","wp773",41,"11",0,NA,NA,NA,NA,NA
"874","GS","whitepine","wp773",25,"26",0.8,2,0.768589743589744,-0.0532051282051282,5.20833333333333,0.375
"875","GS","whitepine","wp773",18,"26",0.4,2,0.637855579868709,0.298687089715536,1.76027397260274,1.5
"876","GS","whitepine","wp773",12,"18",0,NA,NA,NA,NA,NA
"877","GS","whitepine","wp773",33,"18",0.4,2,0.633177570093458,0.16588785046729,0.628991596638655,0.0642857142857143
"878","GS","whitepine","wp773",56,"33",0,NA,NA,NA,NA,NA
"879","GS","whitepine","wp773",71,"33",0.2,2,0.706140350877193,0.097953216374269,0.851515151515152,0.46969696969697
"880","GS","whitepine","wp773",27,"71",0,NA,NA,NA,NA,NA
"881","GS","whitepine","wp773",10,"71",0,NA,NA,NA,NA,NA
"882","GS","whitepine","wp773",107,"25",0.8,2,0.6801872074883,-0.162246489859594,1.18534482758621,0.547413793103448
"883","GS","whitepine","wp773",48,"25",0.4,2,0.582437275985663,-0.240143369175627,0.363805970149254,0.19589552238806
"884","GS","whitepine","wp773",13,"48",0,NA,NA,NA,NA,NA
"885","GS","whitepine","wp773",86,"48",0.4,2,0.656862745098039,-0.223311546840959,3.35555555555556,1
"886","GS","whitepine","wp773",63,"86",0,NA,NA,NA,NA,NA
"887","GS","whitepine","wp773",87,"86",0.2,2,0.632425742574257,0.0655940594059406,2.07075471698113,0.400943396226415
"888","GS","whitepine","wp773",78,"87",0,NA,NA,NA,NA,NA
"889","GS","whitepine","wp773",93,"87",0,NA,NA,NA,NA,NA
"890","GS","whitepine","wp773",58,"107",0,NA,NA,NA,NA,NA
"891","GS","whitepine","wp773",73,"107",0.6,2,0.653703703703704,-0.112962962962963,1.60472972972973,0.523648648648649
"892","GS","whitepine","wp773",115,"73",0,NA,NA,NA,NA,NA
"893","GS","whitepine","wp773",43,"73",0.6,2,0.791062801932367,-0.208937198067633,0.565625,0.146875
"894","GS","whitepine","wp773",119,"43",0,NA,NA,NA,NA,NA
"895","GS","whitepine","wp773",76,"43",0.4,2,0.661835748792271,0.13768115942029,1.83582089552239,0.0298507462686567
"896","GS","whitepine","wp773",131,"76",0,NA,NA,NA,NA,NA
"897","GS","whitepine","wp773",130,"76",0.4,2,0.648036253776435,0.0770392749244713,0.276,0.052
"898","GS","whitepine","wp773",77,"130",0,NA,NA,NA,NA,NA
"899","GS","whitepine","wp773",113,"130",0.2,2,0.891666666666667,0.1375,0.787804878048781,0.382926829268293
"900","GS","whitepine","wp773",62,"113",0,NA,NA,NA,NA,NA
"901","GS","whitepine","wp773",125,"113",0,NA,NA,NA,NA,NA
"902","GS","whitepine","wp891g4",108,NA,1,2,0.639310344827586,-0.189655172413793,0.683168316831683,0.32013201320132
"903","GS","whitepine","wp891g4",37,"108",0.333333333333333,2,0.636503067484663,0.0322085889570552,0.662828947368421,0.268092105263158
"904","GS","whitepine","wp891g4",67,"108",1,2,0.692179700499168,-0.18801996672213,3.66090909090909,1.98454545454545
"905","GS","whitepine","wp891g4",22,"37",0,NA,NA,NA,NA,NA
"906","GS","whitepine","wp891g4",52,"37",0,NA,NA,NA,NA,NA
"907","GS","whitepine","wp891g4",97,"67",0,NA,NA,NA,NA,NA
"908","GS","whitepine","wp891g4",134,"67",0.666666666666667,2,0.625708884688091,-0.162570888468809,1.81399132321041,0.230477223427332
"909","GS","whitepine","wp891g4",122,"134",0,NA,NA,NA,NA,NA
"910","GS","whitepine","wp891g4",82,"134",0.666666666666667,2,0.636690647482014,-0.217026378896883,0.538356164383562,0.147945205479452
"911","GS","whitepine","wp891g4",121,"82",0,NA,NA,NA,NA,NA
"912","GS","whitepine","wp891g4",34,"82",0.333333333333333,2,0.575842696629213,0.0730337078651685,1.8859649122807,0.789473684210526
"913","GS","whitepine","wp891g4",19,"34",0,NA,NA,NA,NA,NA
"914","GS","whitepine","wp891g4",94,"34",0,NA,NA,NA,NA,NA
