"","nodeid","parent","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"485",4,1,0,NA,NA,NA,NA,NA
"486",1,0,1,3,0.233333333333333,NA,0.453149001536098,NA
"487",2,1,1,1,0.6875,NA,1.07142857142857,NA
"488",3,2,0,NA,NA,NA,NA,NA
"489",4,1,0,NA,NA,NA,NA,NA
"490",5,1,0,NA,NA,NA,NA,NA
"491",1,0,2,2,0.481884057971014,0.0833333333333333,0.963855421686747,0.120481927710843
"492",2,1,1,2,0.663636363636364,0.154545454545455,0.571428571428571,0.142857142857143
"493",3,2,0,NA,NA,NA,NA,NA
"494",4,2,0,NA,NA,NA,NA,NA
"495",5,1,1,2,0.647435897435898,0.173076923076923,0.833333333333333,0.277777777777778
"496",6,5,0,NA,NA,NA,NA,NA
"497",7,5,0,NA,NA,NA,NA,NA
"498",1,0,1,2,0.642276422764228,0.016260162601626,2.83333333333333,0.916666666666667
"499",2,1,0,NA,NA,NA,NA,NA
"500",3,1,0,NA,NA,NA,NA,NA
"501",1,0,1,2,0.531976744186047,0.00872093023255816,0.353125,0.209375
"502",2,1,0,NA,NA,NA,NA,NA
"503",3,1,0,NA,NA,NA,NA,NA
"504",1,0,2,2,0.620689655172414,0,3.125,1.04166666666667
"505",2,1,1,1,0.833333333333333,NA,0.7,NA
"506",3,2,0,NA,NA,NA,NA,NA
"507",4,1,0,NA,NA,NA,NA,NA
"508",1,0,1,2,0.5625,0.0625,0.660919540229885,0.201149425287356
"509",2,1,0,NA,NA,NA,NA,NA
"510",3,1,0,NA,NA,NA,NA,NA
"511",1,0,1,2,0.730769230769231,0.153846153846154,0.3125,0.0208333333333333
"512",2,1,0,NA,NA,NA,NA,NA
"513",3,1,0,NA,NA,NA,NA,NA
"514",1,0,1,2,0.653846153846154,0.0769230769230769,1.2258064516129,0.338709677419355
"515",2,1,0,NA,NA,NA,NA,NA
"516",3,1,0,NA,NA,NA,NA,NA
"517",1,0,1,2,0.68,0.04,1.30392156862745,0.166666666666667
"518",2,1,0,NA,NA,NA,NA,NA
"519",3,1,0,NA,NA,NA,NA,NA
"520",1,0,1,2,0.5,0,0.377952755905512,0.094488188976378
"521",2,1,0,NA,NA,NA,NA,NA
"522",3,1,0,NA,NA,NA,NA,NA
"523",1,0,1,2,0.895833333333333,0.104166666666667,0.526666666666667,0.0333333333333333
"524",2,1,0,NA,NA,NA,NA,NA
"525",3,1,0,NA,NA,NA,NA,NA
"526",1,0,1,2,0.565217391304348,0.0869565217391304,0.9,0.1
"527",2,1,0,NA,NA,NA,NA,NA
"528",3,1,0,NA,NA,NA,NA,NA
"529",1,0,1,2,0.522727272727273,0.0227272727272727,1,0.181818181818182
"530",2,1,0,NA,NA,NA,NA,NA
"531",3,1,0,NA,NA,NA,NA,NA
"532",1,0,1,2,0.648148148148148,0.166666666666667,13.75,1.25
"533",2,1,0,NA,NA,NA,NA,NA
"534",3,1,0,NA,NA,NA,NA,NA
"535",1,0,1,2,0.892857142857143,0.0357142857142857,0.280373831775701,0.0467289719626168
"536",2,1,0,NA,NA,NA,NA,NA
"537",3,1,0,NA,NA,NA,NA,NA
"538",1,0,1,2,0.611111111111111,0.0555555555555556,0.986842105263158,0.328947368421053
"539",2,1,0,NA,NA,NA,NA,NA
"540",3,1,0,NA,NA,NA,NA,NA
"541",1,0,1,2,0.706896551724138,0.224137931034483,0.181578947368421,0.0885964912280702
"542",2,1,0,NA,NA,NA,NA,NA
"543",3,1,0,NA,NA,NA,NA,NA
"544",1,0,1,2,0.630952380952381,0.0357142857142857,1.75735294117647,0.825980392156863
"545",2,1,0,NA,NA,NA,NA,NA
"546",3,1,0,NA,NA,NA,NA,NA
"547",1,0,1,1,0.705882352941177,NA,0.201238390092879,NA
"548",2,1,0,NA,NA,NA,NA,NA
"549",1,0,2,2,0.723684210526316,0.0131578947368421,0.726548672566372,0.370796460176991
"550",2,1,1,1,0.607142857142857,NA,0.274193548387097,NA
"551",3,2,0,NA,NA,NA,NA,NA
"552",4,1,0,NA,NA,NA,NA,NA
"553",1,0,2,1,0.58695652173913,NA,26.6296296296296,NA
"554",2,1,1,2,0.62962962962963,0.148148148148148,0.208623087621697,0.0973574408901252
"555",3,2,0,NA,NA,NA,NA,NA
"556",4,2,0,NA,NA,NA,NA,NA
"557",1,0,2,2,1.97297297297297,1.27027027027027,0.427118644067797,0.31864406779661
"558",2,1,0,NA,NA,NA,NA,NA
"559",3,1,1,2,0.233333333333333,0.0333333333333333,0.193181818181818,0.102272727272727
"560",4,3,0,NA,NA,NA,NA,NA
"561",5,3,0,NA,NA,NA,NA,NA
"562",1,0,1,2,0.473404255319149,0.0904255319148936,5.89473684210526,1.15789473684211
"563",2,1,0,NA,NA,NA,NA,NA
"564",3,1,0,NA,NA,NA,NA,NA
"565",1,0,1,4,0.271929824561404,NA,0.655555555555556,NA
"566",2,1,0,NA,NA,NA,NA,NA
"567",3,1,0,NA,NA,NA,NA,NA
"568",4,1,0,NA,NA,NA,NA,NA
"569",5,1,0,NA,NA,NA,NA,NA
"570",1,0,1,3,0.553459119496855,NA,0.316890881913303,NA
"571",2,1,0,NA,NA,NA,NA,NA
"572",3,1,1,1,0.441176470588235,NA,0.41304347826087,NA
"573",4,3,0,NA,NA,NA,NA,NA
"574",5,1,0,NA,NA,NA,NA,NA
"575",1,0,2,2,0.315384615384615,-0.0538461538461538,0.133561643835616,0.0479452054794521
"576",2,1,0,NA,NA,NA,NA,NA
"577",3,1,1,2,0.75,0.0833333333333333,0.6,0.12
"578",4,3,0,NA,NA,NA,NA,NA
"579",5,3,0,NA,NA,NA,NA,NA
"580",1,0,1,2,0.65625,0.0416666666666667,3.98148148148148,0.462962962962963
"581",2,1,0,NA,NA,NA,NA,NA
"582",3,1,0,NA,NA,NA,NA,NA
"583",1,0,2,4,0.5,NA,0.588505747126437,NA
"584",2,1,0,NA,NA,NA,NA,NA
"585",3,1,2,2,0.704545454545454,0.113636363636364,2.1640625,0.2890625
"586",4,3,1,2,0.576923076923077,0,1.26666666666667,0.433333333333333
"587",5,4,0,NA,NA,NA,NA,NA
"588",6,4,0,NA,NA,NA,NA,NA
"589",7,3,1,2,0.652777777777778,0.0138888888888889,1.47133757961783,0.388535031847134
"590",8,7,0,NA,NA,NA,NA,NA
"591",9,7,0,NA,NA,NA,NA,NA
"592",10,1,0,NA,NA,NA,NA,NA
"593",11,1,0,NA,NA,NA,NA,NA
"594",1,0,1,2,0.78125,0.15625,0.215789473684211,0.165789473684211
"595",2,1,0,NA,NA,NA,NA,NA
"596",3,1,0,NA,NA,NA,NA,NA
"597",1,0,2,2,0.642857142857143,0.0343915343915344,0.774545454545455,0.0290909090909091
"598",2,1,1,1,0.625,NA,0.0804878048780488,NA
"599",3,2,0,NA,NA,NA,NA,NA
"600",4,1,1,2,0.678260869565217,0.28695652173913,0.576923076923077,0.441176470588235
"601",5,4,0,NA,NA,NA,NA,NA
"602",6,4,0,NA,NA,NA,NA,NA
"603",1,0,2,1,0.524163568773234,NA,0.0580487804878049,NA
"604",2,1,1,2,0.191489361702128,0,25,14.9159663865546
"605",3,2,0,NA,NA,NA,NA,NA
"606",4,2,0,NA,NA,NA,NA,NA
"607",1,0,1,1,0.163265306122449,NA,0.0444444444444444,NA
"608",2,1,0,NA,NA,NA,NA,NA
"609",1,0,1,2,0.783333333333333,0.05,0.457746478873239,0.105633802816901
"610",2,1,0,NA,NA,NA,NA,NA
"611",3,1,0,NA,NA,NA,NA,NA
"612",1,0,1,2,0.673076923076923,0.0192307692307692,0.423728813559322,0.169491525423729
"613",2,1,0,NA,NA,NA,NA,NA
"614",3,1,0,NA,NA,NA,NA,NA
"615",1,0,1,2,0.907407407407407,0.0925925925925926,0.542105263157895,0.068421052631579
"616",2,1,0,NA,NA,NA,NA,NA
"617",3,1,0,NA,NA,NA,NA,NA
"618",1,0,1,2,0.625,0,0.816666666666667,0.25
"619",2,1,0,NA,NA,NA,NA,NA
"620",3,1,0,NA,NA,NA,NA,NA
"621",1,0,2,3,0.536585365853659,NA,0.432432432432432,NA
"622",2,1,1,1,0.470588235294118,NA,0.225806451612903,NA
"623",3,2,0,NA,NA,NA,NA,NA
"624",4,1,0,NA,NA,NA,NA,NA
"625",5,1,2,2,0.65,-0.05,1.1,0.3
"626",6,5,0,NA,NA,NA,NA,NA
"627",7,5,1,2,0.619047619047619,0.0952380952380952,3.625,1.625
"628",8,7,0,NA,NA,NA,NA,NA
"629",9,7,0,NA,NA,NA,NA,NA
"630",1,0,1,2,0.673076923076923,0.134615384615385,0.558823529411765,0.147058823529412
"631",2,1,0,NA,NA,NA,NA,NA
"632",3,1,0,NA,NA,NA,NA,NA
"633",1,0,1,2,0.647727272727273,0.0568181818181818,1.5,0.6875
"634",2,1,0,NA,NA,NA,NA,NA
"635",3,1,0,NA,NA,NA,NA,NA
"636",1,0,2,1,0.772727272727273,NA,0.5,NA
"637",2,1,1,2,0.823529411764706,0.0588235294117647,1,0.2
"638",3,2,0,NA,NA,NA,NA,NA
"639",4,2,0,NA,NA,NA,NA,NA
"640",1,0,1,2,0.814285714285714,0.157142857142857,0.9,0.4
"641",2,1,0,NA,NA,NA,NA,NA
"642",3,1,0,NA,NA,NA,NA,NA
"643",1,0,2,1,0.868421052631579,NA,0.0825688073394495,NA
"644",2,1,1,2,0.575757575757576,0,9.25925925925926,2.59259259259259
"645",3,2,0,NA,NA,NA,NA,NA
"646",4,2,0,NA,NA,NA,NA,NA
"647",1,0,2,2,0.714285714285714,0.0357142857142857,0.173529411764706,0.0617647058823529
"648",2,1,0,NA,NA,NA,NA,NA
"649",3,1,1,1,0.552631578947368,NA,1.175,NA
"650",4,3,0,NA,NA,NA,NA,NA
"651",1,0,1,2,0.547619047619048,0.0714285714285714,2.01041666666667,0.489583333333333
"652",2,1,0,NA,NA,NA,NA,NA
"653",3,1,0,NA,NA,NA,NA,NA
"654",1,0,2,3,0.557575757575758,NA,0.257142857142857,NA
"655",2,1,0,NA,NA,NA,NA,NA
"656",3,1,0,NA,NA,NA,NA,NA
"657",4,1,1,2,0.7,0.02,2.05882352941176,0.196078431372549
"658",5,4,0,NA,NA,NA,NA,NA
"659",6,4,0,NA,NA,NA,NA,NA
"660",1,0,1,2,0.450617283950617,0.12962962962963,0.137640449438202,0.0196629213483146
"661",2,1,0,NA,NA,NA,NA,NA
"662",3,1,0,NA,NA,NA,NA,NA
"663",1,0,1,3,0.41834451901566,NA,0.420408163265306,NA
"664",2,1,1,1,0.482352941176471,NA,0.857142857142857,NA
"665",3,2,0,NA,NA,NA,NA,NA
"666",4,1,0,NA,NA,NA,NA,NA
"667",5,1,0,NA,NA,NA,NA,NA
"668",1,0,1,2,0.185810810810811,-0.0371621621621622,0.33974358974359,0.0192307692307692
"669",2,1,0,NA,NA,NA,NA,NA
"670",3,1,0,NA,NA,NA,NA,NA
"671",1,0,1,1,0.206422018348624,NA,0.45,NA
"672",2,1,0,NA,NA,NA,NA,NA
"673",1,0,1,2,0.597222222222222,0.0416666666666666,2.29166666666667,0.875
"674",2,1,0,NA,NA,NA,NA,NA
"675",3,1,0,NA,NA,NA,NA,NA
"676",1,0,2,2,0.604166666666667,0.0208333333333334,0.233333333333333,0.0666666666666667
"677",2,1,1,2,0.566666666666667,0,0.384444444444444,0.162222222222222
"678",3,2,0,NA,NA,NA,NA,NA
"679",4,2,0,NA,NA,NA,NA,NA
"680",5,1,1,2,0.696428571428572,0.196428571428571,0.6,0.28
"681",6,5,0,NA,NA,NA,NA,NA
"682",7,5,0,NA,NA,NA,NA,NA
"683",1,0,1,2,0.647058823529412,0.0235294117647059,0.45,0.276315789473684
"684",2,1,0,NA,NA,NA,NA,NA
"685",3,1,0,NA,NA,NA,NA,NA
"686",1,0,1,2,0.688405797101449,0.195652173913043,0.647342995169082,0.454106280193237
"687",2,1,0,NA,NA,NA,NA,NA
"688",3,1,0,NA,NA,NA,NA,NA
"689",1,0,1,3,0.417366946778712,NA,0.54962962962963,NA
"690",2,1,0,NA,NA,NA,NA,NA
"691",3,1,0,NA,NA,NA,NA,NA
"692",4,1,0,NA,NA,NA,NA,NA
"693",1,0,1,3,0.48705501618123,NA,0.882352941176471,NA
"694",2,1,0,NA,NA,NA,NA,NA
"695",3,1,0,NA,NA,NA,NA,NA
"696",4,1,0,NA,NA,NA,NA,NA
"697",1,0,1,3,0.647058823529412,NA,0.0840496657115568,NA
"698",2,1,0,NA,NA,NA,NA,NA
"699",3,1,0,NA,NA,NA,NA,NA
"700",4,1,0,NA,NA,NA,NA,NA
"701",1,0,2,3,0.688172043010753,NA,0.382850241545894,NA
"702",2,1,1,1,0.466666666666667,NA,0.565789473684211,NA
"703",3,2,0,NA,NA,NA,NA,NA
"704",4,1,0,NA,NA,NA,NA,NA
"705",5,1,1,1,0.666666666666667,NA,0.521739130434783,NA
"706",6,5,0,NA,NA,NA,NA,NA
"707",1,0,1,2,0.844827586206897,0.0172413793103448,0.282258064516129,0.120967741935484
"708",2,1,0,NA,NA,NA,NA,NA
"709",3,1,0,NA,NA,NA,NA,NA
"710",1,0,2,2,0.707317073170732,0.146341463414634,2.1,0.3
"711",2,1,1,1,0.4,NA,0.96875,NA
"712",3,2,0,NA,NA,NA,NA,NA
"713",4,1,0,NA,NA,NA,NA,NA
"714",1,0,1,2,0.719512195121951,0.0365853658536586,0.708955223880597,0.261194029850746
"715",2,1,0,NA,NA,NA,NA,NA
"716",3,1,0,NA,NA,NA,NA,NA
"717",1,0,2,2,0.806451612903226,0.0322580645161291,1.41666666666667,0.75
"718",2,1,1,1,0.791666666666667,NA,0.223076923076923,NA
"719",3,2,0,NA,NA,NA,NA,NA
"720",4,1,0,NA,NA,NA,NA,NA
"721",1,0,2,2,0.377551020408163,0.0510204081632653,0.548780487804878,0.304878048780488
"722",2,1,1,1,0.5,NA,0.285714285714286,NA
"723",3,2,0,NA,NA,NA,NA,NA
"724",4,1,0,NA,NA,NA,NA,NA
"725",1,0,1,3,0.583333333333333,NA,0.175536881419234,NA
"726",2,1,0,NA,NA,NA,NA,NA
"727",3,1,0,NA,NA,NA,NA,NA
"728",4,1,0,NA,NA,NA,NA,NA
"729",1,0,1,2,0.640625,0.015625,1.06382978723404,0.390070921985816
"730",2,1,0,NA,NA,NA,NA,NA
"731",3,1,0,NA,NA,NA,NA,NA
"732",1,0,1,2,0.553571428571429,0.160714285714286,0.6625,0.3375
"733",2,1,0,NA,NA,NA,NA,NA
"734",3,1,0,NA,NA,NA,NA,NA
"735",1,0,1,2,0.722222222222222,0.12962962962963,0.207602339181287,0.131578947368421
"736",2,1,0,NA,NA,NA,NA,NA
"737",3,1,0,NA,NA,NA,NA,NA
"738",1,0,1,2,0.625,0.0535714285714285,0.388888888888889,0.233333333333333
"739",2,1,0,NA,NA,NA,NA,NA
"740",3,1,0,NA,NA,NA,NA,NA
"741",1,0,1,2,0.695121951219512,0.0365853658536585,1.07017543859649,0.192982456140351
"742",2,1,0,NA,NA,NA,NA,NA
"743",3,1,0,NA,NA,NA,NA,NA
"744",1,0,2,1,0.833333333333333,NA,0.05,NA
"745",2,1,1,2,0.58,0,1.2,0.8
"746",3,2,0,NA,NA,NA,NA,NA
"747",4,2,0,NA,NA,NA,NA,NA
"748",1,0,1,2,0.340909090909091,0.113636363636364,0.50132625994695,0.0424403183023873
"749",2,1,0,NA,NA,NA,NA,NA
"750",3,1,0,NA,NA,NA,NA,NA
"751",1,0,1,2,0.684615384615385,0.146153846153846,0.148026315789474,0.0164473684210526
"752",2,1,0,NA,NA,NA,NA,NA
"753",3,1,0,NA,NA,NA,NA,NA
"754",1,0,2,2,0.5,-0.06,0.685810810810811,0.192567567567568
"755",2,1,1,2,0.523809523809524,0.0714285714285714,1.14615384615385,0.7
"756",3,2,0,NA,NA,NA,NA,NA
"757",4,2,0,NA,NA,NA,NA,NA
"758",5,1,0,NA,NA,NA,NA,NA
"759",1,0,1,2,0.612068965517241,0.0603448275862069,0.225352112676056,0.0985915492957746
"760",2,1,0,NA,NA,NA,NA,NA
"761",3,1,0,NA,NA,NA,NA,NA
"762",1,0,1,2,0.324324324324324,0.054054054054054,0.0656050955414013,0.00828025477707006
"763",2,1,0,NA,NA,NA,NA,NA
"764",3,1,0,NA,NA,NA,NA,NA
"765",1,0,2,4,0.513888888888889,NA,0.461693548387097,NA
"766",2,1,2,2,0.677777777777778,0.0555555555555556,1.31034482758621,0
"767",3,2,1,2,0.464285714285714,0.0357142857142857,NA,NA
"768",4,3,0,NA,NA,NA,NA,NA
"769",5,3,0,NA,NA,NA,NA,NA
"770",6,2,0,NA,NA,NA,NA,NA
"771",7,1,1,2,0.630434782608696,-0.0869565217391304,0.435294117647059,0.235294117647059
"772",8,7,0,NA,NA,NA,NA,NA
"773",9,7,0,NA,NA,NA,NA,NA
"774",10,1,0,NA,NA,NA,NA,NA
"775",11,1,0,NA,NA,NA,NA,NA
"776",1,0,2,2,0.744897959183673,0.0816326530612245,1.11944444444444,0.936111111111111
"777",2,1,0,NA,NA,NA,NA,NA
"778",3,1,2,2,0.716049382716049,0.0493827160493827,8.46969696969697,0.53030303030303
"779",4,3,1,2,0.379032258064516,0.0403225806451613,NA,NA
"780",5,4,0,NA,NA,NA,NA,NA
"781",6,4,0,NA,NA,NA,NA,NA
"782",7,3,0,NA,NA,NA,NA,NA
"783",1,0,2,2,0.854430379746835,0.0822784810126583,1.11875,0.41875
"784",2,1,1,2,0.827868852459016,0.00819672131147538,0.15,0.0285714285714286
"785",3,2,0,NA,NA,NA,NA,NA
"786",4,2,0,NA,NA,NA,NA,NA
"787",5,1,1,3,0.707207207207207,NA,0.17289972899729,NA
"788",6,5,0,NA,NA,NA,NA,NA
"789",7,5,1,1,0.410714285714286,NA,NA,NA
"790",8,7,0,NA,NA,NA,NA,NA
"791",9,5,0,NA,NA,NA,NA,NA
"792",1,0,2,4,0.455696202531646,NA,0.430722891566265,NA
"793",2,1,1,2,0.642857142857143,0.0952380952380953,0.46875,0.03125
"794",3,2,0,NA,NA,NA,NA,NA
"795",4,2,0,NA,NA,NA,NA,NA
"796",5,1,2,1,0.719298245614035,NA,0.488888888888889,NA
"797",6,5,1,2,0.682926829268293,0,NA,NA
"798",7,6,0,NA,NA,NA,NA,NA
"799",8,6,0,NA,NA,NA,NA,NA
"800",9,1,1,1,0.888888888888889,NA,0.232432432432432,NA
"801",10,9,0,NA,NA,NA,NA,NA
"802",11,1,1,2,0.611111111111111,-0.0185185185185185,1.09230769230769,0.753846153846154
"803",12,11,0,NA,NA,NA,NA,NA
"804",13,11,0,NA,NA,NA,NA,NA
"805",1,0,2,2,0.803571428571429,0.107142857142857,1.27586206896552,0.96551724137931
"806",2,1,0,NA,NA,NA,NA,NA
"807",3,1,1,2,0.666666666666667,0.0980392156862745,5.11111111111111,0.722222222222222
"808",4,3,0,NA,NA,NA,NA,NA
"809",5,3,0,NA,NA,NA,NA,NA
"810",1,0,1,4,0.490909090909091,NA,1.33703703703704,NA
"811",2,1,0,NA,NA,NA,NA,NA
"812",3,1,0,NA,NA,NA,NA,NA
"813",4,1,0,NA,NA,NA,NA,NA
"814",5,1,0,NA,NA,NA,NA,NA
"815",1,0,1,2,0.5625,0.104166666666667,1.06060606060606,0.53030303030303
"816",2,1,0,NA,NA,NA,NA,NA
"817",3,1,0,NA,NA,NA,NA,NA
"818",1,0,2,2,0.544117647058824,0.0147058823529412,0.717032967032967,0.332417582417582
"819",2,1,0,NA,NA,NA,NA,NA
"820",3,1,1,1,0.666666666666667,NA,1.07142857142857,NA
"821",4,3,0,NA,NA,NA,NA,NA
"822",1,0,1,2,0.620689655172414,0.0344827586206896,0.149717514124294,0.0480225988700565
"823",2,1,0,NA,NA,NA,NA,NA
"824",3,1,0,NA,NA,NA,NA,NA
"825",1,0,1,2,0.796875,0.015625,1.59090909090909,0.292207792207792
"826",2,1,0,NA,NA,NA,NA,NA
"827",3,1,0,NA,NA,NA,NA,NA
"828",1,0,1,2,0.537037037037037,0.0555555555555556,0.586206896551724,0.310344827586207
"829",2,1,0,NA,NA,NA,NA,NA
"830",3,1,0,NA,NA,NA,NA,NA
"831",1,0,1,2,0.608695652173913,0.0434782608695652,1.71875,0.200892857142857
"832",2,1,0,NA,NA,NA,NA,NA
"833",3,1,0,NA,NA,NA,NA,NA
"834",1,0,1,2,0.6,0,0.314634146341463,0.153658536585366
"835",2,1,0,NA,NA,NA,NA,NA
"836",3,1,0,NA,NA,NA,NA,NA
"837",1,0,1,2,0.514705882352941,0.0735294117647059,0.76530612244898,0
"838",2,1,0,NA,NA,NA,NA,NA
"839",3,1,0,NA,NA,NA,NA,NA
"840",1,0,2,2,0.711538461538462,0.0192307692307692,0.694444444444444,0.527777777777778
"841",2,1,0,NA,NA,NA,NA,NA
"842",3,1,1,2,0.763157894736842,0.0263157894736842,3.16666666666667,0.166666666666667
"843",4,3,0,NA,NA,NA,NA,NA
"844",5,3,0,NA,NA,NA,NA,NA
"845",1,0,1,2,0.621212121212121,0.0151515151515152,11.3,3.1
"846",2,1,0,NA,NA,NA,NA,NA
"847",3,1,0,NA,NA,NA,NA,NA
"848",1,0,2,1,0.609756097560976,NA,0.206611570247934,NA
"849",2,1,1,2,0.56,0.04,0.742857142857143,0.44
"850",3,2,0,NA,NA,NA,NA,NA
"851",4,2,0,NA,NA,NA,NA,NA
"852",1,0,2,1,0.795454545454545,NA,0.279569892473118,NA
"853",2,1,1,2,0.7,0.214285714285714,0.380769230769231,0.05
"854",3,2,0,NA,NA,NA,NA,NA
"855",4,2,0,NA,NA,NA,NA,NA
"856",1,0,1,2,0.541666666666667,0.125,0.395121951219512,0.0926829268292683
"857",2,1,0,NA,NA,NA,NA,NA
"858",3,1,0,NA,NA,NA,NA,NA
"859",1,0,1,2,0.75,0.0441176470588236,1.01351351351351,0.905405405405405
"860",2,1,0,NA,NA,NA,NA,NA
"861",3,1,0,NA,NA,NA,NA,NA
"862",1,0,1,2,0.671875,0.015625,2.11538461538462,0.634615384615385
"863",2,1,0,NA,NA,NA,NA,NA
"864",3,1,0,NA,NA,NA,NA,NA
"865",1,0,2,1,0.740740740740741,NA,0.588235294117647,NA
"866",2,1,1,2,0.575,0.15,2.66,0.86
"867",3,2,0,NA,NA,NA,NA,NA
"868",4,2,0,NA,NA,NA,NA,NA
"869",1,0,1,3,0.38562091503268,NA,2.8125,NA
"870",2,1,0,NA,NA,NA,NA,NA
"871",3,1,0,NA,NA,NA,NA,NA
"872",4,1,0,NA,NA,NA,NA,NA
"873",1,0,2,2,0.513888888888889,0.0277777777777778,0.103401360544218,0.0489795918367347
"874",2,1,1,2,0.692307692307692,0.0769230769230769,2.8375,1.0875
"875",3,2,0,NA,NA,NA,NA,NA
"876",4,2,0,NA,NA,NA,NA,NA
"877",5,1,1,2,0.757142857142857,0.0428571428571428,1.29464285714286,0.205357142857143
"878",6,5,0,NA,NA,NA,NA,NA
"879",7,5,0,NA,NA,NA,NA,NA
"880",1,0,1,2,0.560606060606061,0.181818181818182,0.502083333333333,0.30625
"881",2,1,0,NA,NA,NA,NA,NA
"882",3,1,0,NA,NA,NA,NA,NA
"883",1,0,1,2,0.590909090909091,0.0909090909090909,0.459302325581395,0.00581395348837209
"884",2,1,0,NA,NA,NA,NA,NA
"885",3,1,0,NA,NA,NA,NA,NA
"886",1,0,3,1,0.661016949152542,NA,0.432692307692308,NA
"887",2,1,2,2,0.67948717948718,0.0128205128205128,1.26666666666667,0.0666666666666667
"888",3,2,1,2,0.557692307692308,0.0192307692307692,NA,NA
"889",4,3,0,NA,NA,NA,NA,NA
"890",5,3,0,NA,NA,NA,NA,NA
"891",6,2,0,NA,NA,NA,NA,NA
"892",1,0,1,3,0.685714285714286,NA,0.128600823045267,NA
"893",2,1,0,NA,NA,NA,NA,NA
"894",3,1,0,NA,NA,NA,NA,NA
"895",4,1,0,NA,NA,NA,NA,NA
"896",1,0,1,2,0.356164383561644,0.0684931506849315,0.308403361344538,0.252941176470588
"897",2,1,0,NA,NA,NA,NA,NA
"898",3,1,0,NA,NA,NA,NA,NA
"899",1,0,2,1,0.464788732394366,NA,0.602173913043478,NA
"900",2,1,1,2,0.757575757575758,0.242424242424242,0.104693140794224,0.0324909747292419
"901",3,2,0,NA,NA,NA,NA,NA
"902",4,2,0,NA,NA,NA,NA,NA
"903",1,0,1,2,0.552,0.00800000000000001,0.74025974025974,0.480519480519481
"904",2,1,0,NA,NA,NA,NA,NA
"905",3,1,0,NA,NA,NA,NA,NA
"906",1,0,1,2,0.404,0.1,0.661666666666667,0.0283333333333333
"907",2,1,0,NA,NA,NA,NA,NA
"908",3,1,0,NA,NA,NA,NA,NA
"909",1,0,1,3,0.588405797101449,NA,0.934567901234568,NA
"910",2,1,1,1,0.548387096774194,NA,0.189473684210526,NA
"911",3,2,0,NA,NA,NA,NA,NA
"912",4,1,0,NA,NA,NA,NA,NA
"913",5,1,0,NA,NA,NA,NA,NA
"914",1,0,1,2,0.464285714285714,0.0714285714285714,0.628571428571429,0.0571428571428571
"915",2,1,0,NA,NA,NA,NA,NA
"916",3,1,0,NA,NA,NA,NA,NA
"917",1,0,1,2,0.676470588235294,0,1.25,0.63953488372093
"918",2,1,0,NA,NA,NA,NA,NA
"919",3,1,0,NA,NA,NA,NA,NA
"920",1,0,1,2,0.597826086956522,0.0543478260869565,0.639473684210526,0.123684210526316
"921",2,1,0,NA,NA,NA,NA,NA
"922",3,1,0,NA,NA,NA,NA,NA
"923",1,0,1,2,0.75,-0.171875,0.477777777777778,0.0777777777777778
"924",2,1,0,NA,NA,NA,NA,NA
"925",3,1,0,NA,NA,NA,NA,NA
"926",1,0,2,2,0.598484848484849,-0.0681818181818182,23.6666666666667,19.6666666666667
"927",2,1,0,NA,NA,NA,NA,NA
"928",3,1,1,2,0.557142857142857,0.157142857142857,2.65625,0.0520833333333333
"929",4,3,0,NA,NA,NA,NA,NA
"930",5,3,0,NA,NA,NA,NA,NA
"931",1,0,1,2,0.771739130434783,0.0326086956521739,0.1625,0.0458333333333333
"932",2,1,0,NA,NA,NA,NA,NA
"933",3,1,0,NA,NA,NA,NA,NA
"934",1,0,1,2,0.637931034482759,0.0517241379310345,3.91304347826087,0.507246376811594
"935",2,1,0,NA,NA,NA,NA,NA
"936",3,1,0,NA,NA,NA,NA,NA
"937",1,0,1,2,0.616666666666667,0.05,1,0.12962962962963
"938",2,1,0,NA,NA,NA,NA,NA
"939",3,1,0,NA,NA,NA,NA,NA
"940",1,0,1,2,0.6125,0.0125,4.97142857142857,2.31428571428571
"941",2,1,0,NA,NA,NA,NA,NA
"942",3,1,0,NA,NA,NA,NA,NA
"943",1,0,1,2,0.644736842105263,0.0131578947368421,1.66,0.766666666666667
"944",2,1,0,NA,NA,NA,NA,NA
"945",3,1,0,NA,NA,NA,NA,NA
"946",1,0,1,2,0.712121212121212,0.0757575757575758,2.32727272727273,0.0545454545454545
"947",2,1,0,NA,NA,NA,NA,NA
"948",3,1,0,NA,NA,NA,NA,NA
"949",1,0,1,6,0.72093023255814,NA,1.69009009009009,NA
"950",2,1,0,NA,NA,NA,NA,NA
"951",3,1,0,NA,NA,NA,NA,NA
"952",4,1,0,NA,NA,NA,NA,NA
"953",5,1,0,NA,NA,NA,NA,NA
"954",6,1,0,NA,NA,NA,NA,NA
"955",7,1,0,NA,NA,NA,NA,NA
"956",1,0,1,2,0.693548387096774,0.0483870967741935,0.138888888888889,0.0277777777777778
"957",2,1,0,NA,NA,NA,NA,NA
"958",3,1,0,NA,NA,NA,NA,NA
"959",1,0,1,4,0.523809523809524,NA,0.766129032258065,NA
"960",2,1,0,NA,NA,NA,NA,NA
"961",3,1,0,NA,NA,NA,NA,NA
"962",4,1,0,NA,NA,NA,NA,NA
"963",5,1,0,NA,NA,NA,NA,NA
