,beta.ave,beta.diff,gamma.ave,gamma.diff,group
12101,1.18238323,0.18238323,4.526590825,3.526590825,ml
12121,2.063621669,0.10898002,4.078298061,1.853554798,ml
1213,0.706193521,0.226628303,0.992073842,0.224745034,ml
1215,1.062589106,0.277293913,2.280306636,1.649704315,ml
1218,0.710718669,0.056109066,0.597490291,0.222439979,ml
1221,1.442218927,-0.0549066,3.751330134,0.405265987,ml
1225,0.622897251,0.289397198,0.652853752,0.52254765,ml
12261,1.868190832,-0.000133309,7.234902088,2.078298061,ml
1227,0.634801998,0.06412772,0.511763642,0,ml
12281,1.173651166,0.146814864,1.441113824,0.598076721,ml
1229,1.034479973,-0.01682056,2.511413951,0.023243666,ml
1234,0.714617676,0.230906123,0.484275523,0.221262338,ml
1237,0.558835533,-0.066788092,0.201709396,0.012457624,ml
1238,1.077629217,0.290071185,2.294094417,1.142483283,ml
12401,0.570838915,0.027634961,0.354506418,0.203880472,ml
1242,1.307426972,0.12614354,6.234902088,3.01015092,ml
12451,0.866892885,0.082495156,4.975499458,1.237398927,ml
1248,0.98901143,0.186183034,1.611419685,0.560790687,ml
1249,0.56157153,0.214961486,0.718526844,0.543748856,ml
12501,1.137628544,0.509663934,1.468599864,0.834626497,ml
1251,0.509884215,0.128674067,0.775254477,0.5,ml
1252,1.332478885,0.332478885,2.39385098,1.39385098,ml
1253,1.703288091,0.703288091,2.485602153,1.485602153,ml
12541,0.810442992,0.101617637,1.030109799,0.38109929,ml
12551,0.739532546,0.153311856,1.281197953,0.893203032,ml
1256,0.793362312,0.066740123,0.410781194,0.265087302,ml
12581,1.482544867,-0.158404293,5.285407657,2.128811536,ml
1259,0.701228738,0.081172887,1.122800734,0.510795655,ml
12631,1.292239885,0.185556744,3.499025297,2.682527643,ml
1268,0.835965967,-0.084492264,0.971420184,0.282912833,ml
1269,1.072151007,0.13400657,1.93983062,0.073199971,ml
1274,1.112372294,0.112372294,2.000006455,0,ml
12761,0.98348215,-0.091081565,1.295384054,1.006708323,ml
1279,1.278809091,-0.026006823,1.618929867,0.444207183,ml
1280,0.654642457,0.088159146,1.04589939,0.378137911,ml
1287,0.489926763,0.015851393,0.859432687,0.117851599,ml
1288,0.921644373,0.028358922,0.670540619,0.252803672,ml
12921,0.583500465,0.003178952,0.782987586,0.639640633,ml
12931,1.308874222,0.235648309,3.530935007,1.918559423,ml
12941,0.55492572,-0.062113038,1.483961834,0.574790023,ml
12971,0.821273688,-0.112706312,0.826696764,0.486563414,ml
12991,0.710346765,-0.313937908,0.830376869,0.230248061,ml
1301,0.846202535,0.100423782,2.763425251,1.864445116,ml
1302,0.36009947,0.014783517,0.261336037,0.142380689,ml
1303,1.238478656,0.317348689,0.379709266,0.085058733,ml
1304,1.134572552,0.014624959,3.128720914,0.825494553,ml
13051,0.751047456,0.235860529,0.757355163,0.59702668,ml
1308,0.888601979,0.119015481,0.909171811,0,ml
1313,0.680529559,0.165019108,1.104714465,0.6705409,ml
1317,1.444998709,0.128932615,1.19692549,0.619572164,ml
1318,0.80037133,-0.040531073,4.012275975,1.183860112,ml
13211,1.138339504,-0.037727891,2.809912583,1.042583775,ml
1322,0.987965131,0.155516812,2.405594518,0.896928484,ml
13251,0.929999468,-0.066359717,1.301867579,0.102690542,ml
13281,0.831754436,0.011748777,2.513896246,1.28914903,ml
1329,1.036886256,-0.349916705,1.953630757,0.468033398,ml
1331,0.645749074,0.260311898,2.634942515,2.298378652,ml
1332,1.91413713,0.014660864,6.328949322,1.062952252,ml
1336,0.601754605,-0.082119516,0.126993811,0.034027577,ml
13371,1.140642865,0.182228082,1.816500881,0.183505574,ml
13381,0.964535646,0.127958848,1.006708323,0.190213304,ml
1339,0.855842234,0.090093021,1.182162474,0.158918763,ml
144,0.508333333,-0.305,0.242540494,0.020034101,balsa
262,0.580357143,0.348214286,6.642857143,1.119047619,balsa
37,0.625,-0.205769231,0.219171779,0.173466258,balsa
433,0.716101695,0.004237288,0.967741935,0.60483871,balsa
729,0.419161677,0.079840319,0.33908046,0.11302682,balsa
817,0.552906977,-0.220348837,0.513157895,0.460526316,balsa
1224,0.490163934,0.296721311,0.722222222,0.247126437,balsa
1320,0.71048951,-0.063636364,0.236338798,0.157103825,balsa
1612,0.728145695,0.175827815,0.104790419,0.01497006,balsa
1710,0.668960245,-0.199541284,2.25,1.826923077,balsa
1815,0.587147887,0.247359155,10.25,6.25,balsa
2010,0.824873096,0.058375635,6.40625,0.84375,balsa
2111,0.609195402,-0.031609195,0.215517241,0.00862069,balsa
2511,0.637417219,-0.124172185,0.075842697,0.030898876,balsa
313,0.669381107,-0.180781759,0.101415094,0.030660377,balsa
3210,0.605363985,0.130268199,7.3,2.033333333,balsa
4012,0.735632184,0.204022989,6.192307692,2.423076923,balsa
4210,0.585626911,-0.129969419,0.0625,0.026785714,balsa
453,0.75,0.126068376,4.125,1.625,balsa
5212,0.720414201,0.075443787,4.25,0.65,balsa
5312,0.647268409,-0.252969121,3.5625,2.5625,balsa
5510,0.764240506,0.05221519,3.375,0.041666667,balsa
5613,0.717857143,-0.091666667,2.555555556,1.6,balsa
578,0.572794118,-0.108088235,2.837209302,0.093023256,balsa
5912,0.713414634,-0.097560976,4.527777778,0.472222222,balsa
625,0.746616541,-0.077443609,17.625,1.458333333,balsa
641,0.606860158,0.290237467,5.140625,4.609375,balsa
6510,0.689602446,0.117737003,6.678571429,3.107142857,balsa
7012,0.737373737,0.073232323,5.681818182,1.863636364,balsa
7112,0.504672897,0.186915888,0.044578313,0,balsa
7210,0.718468468,0.065315315,1.216216216,0.135135135,balsa
777,0.706928839,-0.255617978,5.993055556,4.604166667,balsa
7810,0.539419087,0.149377593,0.524246396,0.255570118,balsa
8010,0.730421687,0.197289157,0.226890756,0.045378151,balsa
829,0.647727273,0.183441558,1.50617284,0.796296296,balsa
851,0.690510949,-0.00729927,0.512331839,0.344170404,balsa
866,0.785564854,-0.034518828,4.513333333,0.513333333,balsa
9110,0.605882353,0.241176471,1.515151515,0.848484848,balsa
944,0.651785714,0.12372449,0.506666667,0.156666667,balsa
1001,0.644032922,-0.063786008,0.110552764,0.015075377,balsa
10310,0.842245989,0.072192513,8.339285714,0.553571429,balsa
1045,0.567708333,0.168402778,0.108944954,0.069954128,balsa
1072,0.539473684,0.223684211,0.365461847,0.228915663,balsa
1085,0.742821473,-0.003745318,10.04,1.92,balsa
1113,0.761673152,0.095330739,7.16,0.14,balsa
1162,0.731607629,0.211171662,8.782608696,4.391304348,balsa
1182,0.63150289,-0.134393064,0.085808581,0.034653465,balsa
12110,0.656603774,0.226415094,2.548387097,1.580645161,balsa
1244,0.602201258,0.158805031,0.352760736,0.174846626,balsa
1267,0.603305785,-0.107438017,0.113372093,0.020348837,balsa
12910,0.695216049,-0.119598765,0.24934555,0.15117801,balsa
1323,0.944128788,0.029356061,3.506666667,3.08,balsa
13311,0.637159533,0.086575875,0.869433198,0.501012146,balsa
1353,0.673387097,-0.162634409,0.056129985,0.00295421,balsa
137,0.699356913,0.258842444,0.805555556,0.25,balsa
1403,0.581780538,0.289855072,8.5625,5.8125,balsa
1437,0.614014252,-0.222090261,0.141304348,0.065217391,balsa
1452,0.744318182,0.03125,7.742857143,3.171428571,balsa
1504,0.631964809,-0.2771261,0.150240385,0.061298077,balsa
1521,0.695918367,0.142857143,7.011363636,2.465909091,balsa
1536,0.616129032,0.158064516,6.986486486,3.121621622,balsa
1564,0.644557823,0.268707483,7.56,1.56,balsa
1656,0.719101124,0.151685393,1.307228916,0.078313253,balsa
1681,0.609257266,-0.320775027,1.133531157,0.350148368,balsa
1716,0.560509554,0.184713376,0.294491525,0.218220339,balsa
1744,0.611922141,-0.093673966,0.071342926,0.00059952,balsa
1751,0.654569892,0.143817204,1.101941748,0.815533981,balsa
1817,0.778511405,-0.097839136,10,1.59375,balsa
1822,0.630511464,-0.267195767,0.175202156,0.102425876,balsa
1841,0.700392927,0.158153242,8.185185185,4.703703704,balsa
1881,0.635011442,-0.143020595,0.096982759,0.016522989,balsa
1891,0.679069767,0.148837209,0.424050633,0.32278481,balsa
1922,0.636764706,0.166176471,1.571428571,1.160714286,balsa
1971,0.568965517,0.224137931,1.894067797,1.665254237,balsa
1991,0.810769231,-0.046153846,8.130434783,0.15942029,balsa
200,0.657989228,-0.081687612,0.266363636,0.155454545,balsa
2022,0.748786408,0.212378641,6.245901639,4.442622951,balsa
2072,0.62238806,0.126865672,1.763157895,1.394736842,balsa
2112,0.643863179,0.241448692,0.123251748,0.021853147,balsa
2131,0.742045455,0.160227273,5.915662651,2.180722892,balsa
2151,0.672544081,-0.14861461,0.158482143,0.091517857,balsa
2171,0.685582822,0.154907975,0.766666667,0.166666667,balsa
2203,0.567518248,0.23540146,1.166666667,0.761904762,balsa
2231,0.7090301,-0.240802676,0.349753695,0.23316913,balsa
2251,0.719190141,0.217429577,8.521126761,3.169014085,balsa
2271,0.75093985,-0.098684211,0.322891566,0.257831325,balsa
2282,0.507204611,0.259365994,0.056742739,0.038692946,balsa
2313,0.669172932,-0.131578947,1.72826087,0.206521739,balsa
2342,0.691371681,0.193584071,6.851851852,5.277777778,balsa
2361,0.62375,0.24875,0.078625954,0.016030534,balsa
2381,0.508595989,0.184813754,1.379032258,0.927419355,balsa
2401,0.715789474,0.161403509,0.418128655,0.236842105,balsa
243,0.527962716,-0.270972037,4.85042735,0.576923077,balsa
2472,0.835205993,0.009363296,0.804577465,0.184859155,balsa
248,0.705099778,-0.044345898,0.248220641,0.134341637,balsa
2492,0.555369128,0.196308725,0.08372093,0.065116279,balsa
2533,0.829881657,0.131656805,5.265625,1.578125,balsa
2552,0.669230769,0.176923077,0.119863014,0.039954338,balsa
2571,0.721818182,0.136363636,1.035714286,0.435714286,balsa
2602,0.795833333,-0.074166667,0.449,0.395,balsa
2612,0.551963048,0.256351039,0.545023697,0.454976303,balsa
2671,0.566455696,0.294303797,2.815217391,0.25,balsa
2702,0.663793103,0.228927203,13.88888889,5.962962963,balsa
2721,0.667381974,-0.165236052,0.199626866,0.065298507,balsa
2752,0.735824742,0.207474227,5.652777778,2.319444444,balsa
280,0.55794702,0.23013245,1.0390625,0.8046875,balsa
2833,0.685941043,-0.218820862,0.183238636,0.095170455,balsa
2841,0.616985377,-0.356017998,9.126666667,0.26,balsa
2861,0.626566416,0.228070175,8.774193548,4.709677419,balsa
2883,0.656891496,-0.211143695,0.094497608,0.005980861,balsa
2901,0.722972973,0.114864865,1.486486486,0.027027027,balsa
293,0.713717694,-0.190854871,0.531521739,0.448913043,balsa
2941,0.712927757,-0.16539924,0.083148559,0.05210643,balsa
2972,0.686147186,-0.136363636,1.75,1.107142857,balsa
3001,0.607692308,0.056043956,10.59210526,5.960526316,balsa
3032,0.791779584,-0.172990063,3.324137931,2.827586207,balsa
304,0.66,-0.136065574,0.36038961,0.025974026,balsa
3061,0.699360341,-0.191897655,0.335,0.210454545,balsa
3082,0.740430622,0.15430622,7.00729927,3.631386861,balsa
3093,0.697959184,0.057142857,0.108918919,0.062432432,balsa
315,0.69,0.193333333,1.566231343,1.512126866,balsa
3192,0.734413965,0.043640898,1.060416667,0.252083333,balsa
3211,0.717948718,0.166666667,0.072380952,0.045714286,balsa
3231,0.545289855,0.255434783,1.162634409,0.84811828,balsa
3262,0.573643411,-0.189922481,0.480375,0.294625,balsa
3321,0.736886633,0.25465313,7.940780619,0.538358008,balsa
3331,0.494736842,-0.101754386,0.035,0.001909091,balsa
3361,0.773037543,-0.134812287,0.472063492,0.385079365,balsa
3372,0.669172932,0.172932331,8.71350365,5.79379562,balsa
3383,0.717977528,-0.005617978,0.187328767,0.131164384,balsa
3391,0.517379679,0.102941176,0.206666667,0.08962963,balsa
346,0.70979021,0.143356643,0.733005733,0.325962326,balsa
3491,0.703416149,0.079192547,5.152439024,0.396341463,balsa
3541,0.684210526,-0.289473684,3.041666667,2.291666667,balsa
3641,0.511041009,0.27444795,0.261827957,0.125268817,balsa
3672,0.66020025,-0.103254068,0.655462185,0.571428571,balsa
369,0.699088146,0.015197568,1.42,0.13,balsa
3711,0.655555556,0.095555556,2.615384615,0.653846154,balsa
3722,0.598039216,0.051820728,1.5,0.7,balsa
3782,0.692622951,-0.200819672,14.55,0.55,balsa
3833,0.558181818,-0.051515152,1.854545455,0.090909091,balsa
3941,0.652439024,0.008536585,0.901639344,0.032786885,balsa
4001,0.531055901,0.083850932,6.681818182,1.136363636,balsa
4013,0.507371007,-0.065110565,0.119375,0.005625,balsa
4022,0.751072961,-0.072961373,1.346153846,0.027472527,balsa
4051,0.65,-0.261111111,0.69,0.07,balsa
4111,0.596969697,0.142424242,3.613636364,0.295454545,balsa
4131,0.856481481,-0.189814815,2.052348993,0.095302013,balsa
4142,0.683628319,0.223451327,1.165980796,0.411522634,balsa
4152,0.738780488,-0.285609756,1.63826087,1.292173913,balsa
4161,0.6,0.280952381,10.23869347,5.087939698,balsa
4181,0.652702703,-0.293243243,3.361111111,2.527777778,balsa
4191,0.586071429,0.371071429,7.533333333,2.6,balsa
4211,0.722972973,0.069256757,7.425149701,2.634730539,balsa
4232,0.640191898,-0.212686567,0.200238095,0.08547619,balsa
424,0.793125,-0.206875,2.79253112,1.771784232,balsa
425,0.58375,0.30375,4.700203252,2.515243902,balsa
4263,0.753521127,0.133802817,0.097253521,0.050633803,balsa
4273,0.694444444,0.051587302,5.880952381,1.738095238,balsa
4291,0.766578249,-0.114058355,0.822599532,0.192622951,balsa
4303,0.646084337,0.245481928,1.685873606,1.288104089,balsa
4401,0.659509202,-0.098159509,1.545718433,0.820029028,balsa
4432,0.748863636,-0.157954545,2.060422961,0.818731118,balsa
4462,0.753132832,0.174185464,6.857664234,5.064476886,balsa
4512,0.735785953,-0.030100334,2.849184783,0.085597826,balsa
4552,0.636091127,0.215227818,5.433333333,1.3,balsa
459,0.560121766,-0.249619482,0.879518072,0.313253012,balsa
4611,0.668233083,-0.264097744,0.361702128,0.212765957,balsa
4631,0.848790323,0.02016129,6,0.571428571,balsa
4643,0.450121655,-0.165450122,0.171052632,0.013157895,balsa
4691,0.576811594,0.226086957,0.086133333,0.038133333,balsa
471,0.684115523,0.099277978,1.353004292,0.192060086,balsa
4742,0.573085847,-0.238979118,0.166956522,0.050434783,balsa
4761,0.645714286,0.022857143,5.205223881,2.779850746,balsa
4801,0.775297619,0.019345238,1.244897959,0.020408163,balsa
4882,0.728960396,-0.184405941,0.242168675,0.095180723,balsa
4901,0.674796748,0.2899729,5.204918033,2.5,balsa
4921,0.924157303,0.115168539,0.114893617,0.008510638,balsa
4943,0.600694444,0.197916667,0.936,0.564,balsa
4981,0.778357236,0.177314211,0.861538462,0.169230769,balsa
4991,0.722342733,0.04989154,0.566666667,0.233333333,balsa
5002,0.758064516,0.048387097,2.083333333,0.25,balsa
5012,0.613764045,-0.242977528,0.119166667,0.0225,balsa
5021,0.613114754,0.160655738,6.17816092,2.155172414,balsa
5082,0.683098592,-0.366197183,0.336782178,0.227574257,balsa
5102,0.805147059,-0.125,3.128712871,2.514851485,balsa
5121,0.579192547,0.144409938,0.125729167,0.0721875,balsa
5131,0.643280632,0.218379447,6.798387097,5.620967742,balsa
5201,0.627516779,0.218120805,6.754306437,0.861287398,balsa
5231,0.695522388,0.158208955,2.257142857,1.242857143,balsa
5292,0.645901639,0.2,0.515384615,0.315384615,balsa
5313,0.64957265,0.108262108,0.685483871,0.266129032,balsa
5372,0.65,0.138888889,0.145925926,0.055555556,balsa
5451,0.629139073,0.215231788,7,3,balsa
5471,0.645098039,0.147058824,0.255714286,0.072857143,balsa
5512,0.603383459,0.084586466,0.271186441,0.093220339,balsa
5532,0.788296041,-0.070567986,0.307142857,0.207142857,balsa
5541,0.746492986,-0.19739479,9.571428571,1.5,balsa
5551,0.663069544,-0.28177458,0.208333333,0.125,balsa
5571,0.708121827,-0.149746193,14,3.333333333,balsa
5591,0.610946746,-0.300295858,0.171875,0.03125,balsa
5614,0.642857143,0.094155844,7.194444444,3.194444444,balsa
5682,0.736918605,-0.1875,0.148809524,0.083333333,balsa
5691,0.602201258,0.193396226,6.909090909,5.090909091,balsa
5742,0.541208791,0.18956044,0.083838384,0.017171717,balsa
5761,0.586466165,0.19924812,1.07,0.47,balsa
5792,0.727469671,-0.045493934,0.316831683,0.02970297,balsa
5801,0.74523507,0.089580686,3.6,1.142857143,balsa
5812,0.680493274,0.085201794,4.186206897,0.35862069,balsa
5831,0.838041431,0.048964218,0.810810811,0.027027027,balsa
5841,0.754212454,0.22014652,0.33775,0.28725,balsa
5861,0.588323353,0.154191617,0.058289474,0.019342105,balsa
5892,0.57337884,0.116040956,0.134821429,0.054464286,balsa
5922,0.677165354,0.207349081,6.059063136,2.800407332,balsa
5942,0.65727003,0.191394659,0.110804598,0.013103448,balsa
5952,0.564661654,0.303007519,3.46,0.58,balsa
5971,0.624125874,0.243006993,1.32096475,0.53432282,balsa
6003,0.680190931,0.186157518,0.706896552,0.028735632,balsa
6021,0.555096419,0.163911846,0.778125,0.6125,balsa
6051,0.652131783,-0.183139535,1.261627907,0.122093023,balsa
6062,0.70545977,0.219827586,1.159722222,0.3125,balsa
6081,0.733178654,-0.185614849,0.290102041,0.199693878,balsa
6102,0.792929293,-0.101010101,9.593679458,2.37020316,balsa
6112,0.642335766,0.182481752,0.081037736,0.008018868,balsa
6141,0.622881356,-0.176553672,0.18921875,0.09203125,balsa
6162,0.756183746,0.173144876,8.360128617,2.572347267,balsa
819,0.356097561,0.07804878,0.243902439,0.158536585,pinon
1017,1.466292135,0.511235955,1.863636364,0.893939394,pinon
1231,1.223529412,0.305882353,1.296875,0.359375,pinon
1410,1.429487179,0.66025641,1.5,0.733333333,pinon
2211,0.554298643,0.382352941,0.256410256,0.153846154,pinon
2610,0.69140625,0.21484375,0.722222222,0.305555556,pinon
3710,0.671232877,-0.054794521,1.115384615,0.064102564,pinon
3812,0.933333333,0.044444444,0.630434783,0.195652174,pinon
4014,0.7625,0.2125,1.725,0.075,pinon
466,0.686046512,0.034883721,1.76,0.28,pinon
497,0.755208333,-0.276041667,0.853658537,0.56097561,pinon
5710,2.241666667,0.825,2.851851852,0.888888889,pinon
6110,1.057692308,0.211538462,0.6,0.3,pinon
6210,2.034090909,0.761363636,4.777777778,0.333333333,pinon
662,0.697674419,0.186046512,0.568181818,0.174242424,pinon
7013,0.279411765,-0.053921569,0.5,0.315789474,pinon
737,0.866197183,0.190140845,0.735294118,0.205882353,pinon
749,0.916666667,0.0625,1.259259259,0.481481481,pinon
7612,0.573170732,0.06097561,1.357142857,0.071428571,pinon
7910,0.38,0.06,0.604166667,0.020833333,pinon
8210,0.577464789,0.352112676,1.6,1.066666667,pinon
848,0.643939394,-0.25,0.5875,0.0375,pinon
945,0.651428571,0.154285714,0.88028169,0.401408451,pinon
9610,1.005747126,0.201149425,0.985294118,0.485294118,pinon
1002,0.231527094,-0.004926108,0.427631579,0.059210526,pinon
10311,0.734042553,-0.106382979,0.625,0.028846154,pinon
10510,2.006329114,0.120253165,2.161290323,1.35483871,pinon
11010,0.08988764,0.039325843,0.186746988,0.042168675,pinon
1133,1.862903226,0.040322581,2.185185185,0.111111111,pinon
1145,0.269911504,0.128318584,0.419642857,0.1875,pinon
12111,1.314516129,0.556451613,1.189655172,0.672413793,pinon
12410,0.276243094,0.195211786,0.161290323,0.064516129,pinon
13110,0.402777778,0.125,0.387323944,0.021126761,pinon
13312,1.110526316,-0.552631579,1.810344828,0.913793103,pinon
1454,0.453488372,0.058139535,0.162162162,0.013513514,pinon
1491,0.741116751,0.558375635,0.706666667,0.626666667,pinon
1538,0.551020408,0.362244898,0.388888889,0.203703704,pinon
1551,1.117318436,0.843575419,2.90625,0.40625,pinon
1565,1.428571429,0.775510204,0.825,0.475,pinon
1682,0.274390244,0.079268293,0.25,0.038461538,pinon
1718,0.582089552,0.179104478,0.425675676,0.128378378,pinon
1737,1,0.117647059,1.487804878,0.536585366,pinon
1826,0.767045455,-0.244318182,0.878378378,0.202702703,pinon
1842,0.904494382,0.174157303,2.24,0.84,pinon
1856,0.411458333,0.057291667,0.292207792,0.045454545,pinon
1912,0.823076923,0.084615385,0.942857143,0.457142857,pinon
1941,0.597560976,0.036585366,1.4375,0.1875,pinon
2001,1.051282051,0.128205128,0.292134831,0.08988764,pinon
2081,0.728571429,0.042857143,0.441666667,0.075,pinon
2191,1.166666667,0.083333333,2.25,0.25,pinon
2221,0.909793814,0.203608247,1.607142857,0.607142857,pinon
2303,0.672566372,0.168141593,1,0.086956522,pinon
2314,0.754385965,0.140350877,0.333333333,0.238095238,pinon
2331,0.68627451,-0.039215686,0.458333333,0.083333333,pinon
2362,1.494736842,-0.189473684,0.77,0.19,pinon
2372,0.237903226,-0.004032258,0.34375,0.177083333,pinon
2392,1.733333333,0.433333333,2.75,0.75,pinon
2422,0.415625,0.003125,1.413793103,0.75862069,pinon
2431,0.410447761,0.02238806,0.214285714,0.007936508,pinon
2461,1.242424242,0.621212121,1.552631579,0.921052632,pinon
2473,1.329268293,0.548780488,2.041666667,0.125,pinon
2481,0.467532468,0.077922078,0.173076923,0.019230769,pinon
2521,0.386178862,0.182926829,0.574468085,0.212765957,pinon
2553,0.467592593,-0.009259259,0.494623656,0.129032258,pinon
2561,0.878787879,0.494949495,0.698275862,0.629310345,pinon
2592,0.577669903,0.286407767,0.926470588,0.191176471,pinon
2613,0.938202247,-0.016853933,1.315789474,0.684210526,pinon
2621,0.292682927,-0.036585366,0.328947368,0.026315789,pinon
2651,1.417647059,0.5,1.9375,0.5625,pinon
269,0.389423077,0.024038462,0.348484848,0.075757576,pinon
2762,0.552884615,0.418269231,1.048780488,0.890243902,pinon
279,1.016666667,0.15,2.166666667,0.80952381,pinon
2862,0.305084746,-0.059322034,0.172727273,0.009090909,pinon
2884,0.604651163,0.093023256,1.055555556,0.111111111,pinon
2913,0.576923077,-0.239316239,0.263157895,0.01754386,pinon
2931,0.688481675,-0.452879581,2.285714286,2,pinon
2973,0.308724832,-0.067114094,0.464285714,0.083333333,pinon
3052,0.293859649,-0.188596491,0.333333333,0.192982456,pinon
307,0.777272727,-0.086363636,9.25,0.75,pinon
3094,0.731578947,-0.321052632,0.625,0.404411765,pinon
3142,0.538235294,0.132352941,0.405882353,0.123529412,pinon
3162,0.717391304,-0.442028986,0.229166667,0.145833333,pinon
3212,2.137254902,0.705882353,1.75,1.057692308,pinon
3243,1.052083333,0.182291667,1.924528302,0.830188679,pinon
3332,0.8,0.1,1.733333333,0.066666667,pinon
3373,0.893617021,0.021276596,0.516129032,0.129032258,pinon
3392,1.682926829,0.731707317,4.5,0.75,pinon
3502,0.696261682,0.528037383,0.524390244,0.280487805,pinon
3522,0.744274809,-0.019083969,1.575757576,0.696969697,pinon
3552,0.801886792,0.122641509,0.8125,0.28125,pinon
3612,0.427184466,0.087378641,0.602272727,0.193181818,pinon
3631,0.7,-0.185714286,1.777777778,0.055555556,pinon
3681,0.632352941,-0.014705882,0.886363636,0.068181818,pinon
380,1.142578125,-0.654296875,1.4875,0.5125,pinon
3823,0.601086957,0.140217391,1.948717949,0.435897436,pinon
3834,0.394428152,0.183284457,0.344086022,0.150537634,pinon
3961,0.914634146,-0.024390244,1.0625,0.375,pinon
3981,0.931506849,0.04109589,1.239130435,0.456521739,pinon
4023,0.405325444,0.097633136,0.393939394,0.333333333,pinon
4062,0.638297872,0.085106383,0.869565217,0,pinon
4091,2.5,-0.308080808,1.264150943,0.094339623,pinon
4121,0.254672897,-0.002336449,0.594594595,0.027027027,pinon
4264,0.670967742,0.232258065,0.4,0.04,pinon
4274,2.044117647,1.073529412,1.972222222,1.083333333,pinon
4292,0.727272727,0.212121212,0.65625,0.03125,pinon
4353,0.592857143,-0.378571429,0.431818182,0.295454545,pinon
439,1.276119403,0.067164179,1.211111111,0.166666667,pinon
4402,0.391975309,0.132716049,0.531914894,0.212765957,pinon
4451,1.048913043,0.711956522,1.921052632,0.868421053,pinon
4482,0.375,0.054487179,0.509433962,0.056603774,pinon
4502,0.73,0.15,0.791666667,0.041666667,pinon
4543,0.926829268,-0.012195122,0.92,0.12,pinon
4762,0.974576271,-0.008474576,3.375,1.5,pinon
4781,0.775862069,0,1.133333333,0.2,pinon
4802,0.755555556,0.022222222,0.821428571,0.035714286,pinon
4832,0.724691358,-0.330864198,1.309859155,0.971830986,pinon
4862,0.613989637,-0.375647668,0.449152542,0.330508475,pinon
4911,0.546153846,0.346153846,0.736111111,0.125,pinon
4951,1.5,1.013513514,1.730769231,0.807692308,pinon
4982,0.666666667,0.380952381,0.40625,0.3125,pinon
5003,0.715909091,0.215909091,0.782608696,0,pinon
5013,0.695121951,0.207317073,0.527777778,0.138888889,pinon
5043,0.636363636,0.090909091,1.055555556,0.333333333,pinon
5072,0.548076923,0.426282051,0.115384615,0.019230769,pinon
5141,0.199186992,-0.044715447,0.139534884,0.046511628,pinon
5191,1.217105263,0.519736842,0.465909091,0.125,pinon
5213,0.950757576,0.465909091,1.211538462,0.711538462,pinon
5232,0.320855615,0.064171123,0.58,0.18,pinon
5293,1.221428571,0.45,1.125,0.446428571,pinon
5322,0.175,0.01,0.27,0.07,pinon
5342,0.970588235,0.147058824,0.88,0.2,pinon
5361,0.702380952,-0.107142857,1.441176471,0.029411765,pinon
5411,1.38028169,0.718309859,1.295454545,0.931818182,pinon
5431,1.478723404,0.5,2.3125,0.5625,pinon
5452,0.956521739,0.304347826,0.821428571,0.321428571,pinon
550,1.484126984,1.055555556,2.45,1.05,pinon
5521,0.453125,-0.009375,0.9,0.1,pinon
5552,1.453125,0.557291667,0.776595745,0.585106383,pinon
5572,0.674418605,-0.360465116,0.388888889,0.277777778,pinon
5683,1.577380952,0.577380952,1.16,0.4,pinon
5832,0.321705426,0.158914729,0.3125,0.15625,pinon
585,0.951612903,-0.064516129,0.966666667,0.166666667,pinon
5873,1.03968254,-0.087301587,2.041666667,0.125,pinon
5932,0.640939597,0.231543624,0.461538462,0.211538462,pinon
5953,1.442622951,0.442622951,1.384615385,0.076923077,pinon
5972,1.532786885,0.155737705,2.382352941,0.264705882,pinon
5981,0.369047619,0.047619048,0.291666667,0.069444444,pinon
6011,0.359223301,-0.019417476,0.777777778,0.044444444,pinon
6092,0.575862069,0.14137931,1.25,0.194444444,pinon
6142,0.739583333,-0.114583333,1.868421053,0.131578947,pinon
6171,1.702290076,-0.267175573,2.777777778,1.166666667,pinon
626,0.777777778,0.111111111,0.714285714,0.2,pinon
629,0.815789474,0.105263158,0.6,0.2,pinon
6321,0.991935484,0.379032258,1,0.225,pinon
6352,1.475,0.041666667,1.231707317,0.182926829,pinon
6382,0.577464789,0.042253521,2.7,0.45,pinon
6411,0.965384615,-0.034615385,0.59,0.55,pinon
6462,0.685840708,-0.340707965,0.166666667,0.111111111,pinon
6501,0.453020134,0.177852349,0.243243243,0.108108108,pinon
6521,1.585365854,0.341463415,5.7,1.7,pinon
6541,0.341772152,0.012658228,0.472972973,0.040540541,pinon
6593,0.977443609,0.172932331,1.482142857,0.196428571,pinon
6643,0.480392157,0.009803922,1.02,0.38,pinon
6672,0.607142857,0.261904762,0.72,0.56,pinon
6742,1.041139241,0.193037975,0.564935065,0.188311688,pinon
6772,1,0.679389313,0.508333333,0.241666667,pinon
6821,1.236702128,0.215425532,0.586538462,0.528846154,pinon
6851,0.482926829,0.009756098,0.614035088,0,pinon
6901,0.301310044,-0.008733624,0.294117647,0.058823529,pinon
6922,1.208955224,0.208955224,2.361111111,0.25,pinon
6983,0.803921569,0.098039216,1.642857143,0.035714286,pinon
7021,2.036458333,0.484375,2.074074074,0.222222222,pinon
7061,0.732142857,0.053571429,1.777777778,0.5,pinon
7092,0.533557047,0.318791946,0.74,0.34,pinon
7151,1.135359116,0.168508287,1.065217391,0.434782609,pinon
