,beta.ave,beta.diff,gamma.ave,gamma.diff,group
1018,1.289248707,0.17998324,0.717222948,0.209285434,hht
1019,1.022165886,0.055908663,3.650486131,0.651523515,hht
1021,0.897847081,0.022480919,0.676082576,0.362874565,hht
1024,0.653917396,-0.030982557,0.735750736,0.069562759,hht
1027,0.758841218,0.224745259,3.003604917,2.302485131,hht
1029,0.639291014,0.09628237,0.306092905,0.173957985,hht
1032,0.859507793,-0.10197543,0.164329014,0.120177072,hht
1036,0.795162742,-0.08203455,1.416035741,0.621407983,hht
1037,0.709762695,0.320703303,0.39448724,0.144825201,hht
1039,0.729380258,-0.373622489,1.038429608,0.124686294,hht
1041,0.649253798,0.122126154,1.304153103,0.038788826,hht
1043,0.662511791,0.167702058,2.521026692,1.027318204,hht
1046,0.583048273,-0.142544816,6.316486474,3.406585859,hht
1049,0.651509673,-0.124111349,0.31349898,0.252791714,hht
1050,0.650890102,-0.090197818,2.365109347,2.200754587,hht
1051,0.814940471,0.230390534,5.763424517,5.074823302,hht
1052,0.571947334,0.070317657,0.154029709,0.094813684,hht
1056,0.645514386,0.093835101,0.069630221,0.004807729,hht
1057,0.793432195,0.037028325,1.607323953,0.018411514,hht
1058,1.098617915,0.275759249,0.461620952,0.067782852,hht
1061,0.957270484,0.052015678,0.112576271,0.046615412,hht
1063,1.013034683,0.104342323,5.010695696,3.799635434,hht
1064,0.799121171,-0.01411586,0.400658353,0.263199245,hht
1065,1.535928617,0.271654105,2.694899005,1.130823063,hht
1066,0.794491324,-0.034545282,1.081973557,0.441788687,hht
1071,1.215975841,-0.115493384,1.520622084,0.956546142,hht
1075,0.815563889,0.009391304,2.523965193,1.020536657,hht
1076,0.689435503,-0.037026977,8.541259376,7.445802773,hht
1077,0.87629617,0.046314293,0.139419324,0.021087075,hht
1078,0.895491631,0.05317815,1.060202125,0.041602039,hht
1079,0.724704907,0.293797891,3.404663402,1.031357648,hht
1081,0.648348283,0.020833036,0.228887723,0.013753258,hht
1082,0.814982561,-0.041376702,0.378262237,0.216478419,hht
1083,0.964172693,-0.068035868,1.982677194,0.507787303,hht
1087,1.007707837,0.082316669,0.810756135,0.049181339,hht
1088,0.743957005,0.08318826,0.732896461,0.635434842,hht
1089,1.144103717,-0.026069366,1.365148255,0.634851745,hht
1091,0.848625148,0.004451141,3.876659835,1.070154808,hht
1093,1.022588062,-0.055374369,0.353294549,0.181178037,hht
1098,0.688738713,0.054876874,1.054233534,0.649060071,hht
1099,0.747884756,-0.074138961,0.463185311,0.243941224,hht
1101,0.791005676,0.046587729,1.31420704,0.111180924,hht
1102,1.163748498,-0.021194887,1.591412689,1.472711924,hht
1104,0.977563281,-0.094743171,0.218600785,0.182363872,hht
1110,0.792972494,0.089976399,2.934198517,2.387317779,hht
1111,0.758936426,-0.140215201,0.82820767,0.086068296,hht
1112,0.748535242,0.166141036,2.13819576,1.646819031,hht
1114,1.248205988,-0.074669669,4.812112074,2.812112074,hht
1118,1.044486141,-0.035035494,1.558771115,1.030494812,hht
1119,0.563469291,-0.011819475,0.219026648,0.059156805,hht
1126,0.679960576,-0.105737851,0.242460141,0.124467507,hht
1127,0.734963821,0.279465296,4.387388927,3.897241867,hht
1130,0.670745989,0.083915902,0.134032652,0.045139034,hht
1131,1.03261198,-0.100849334,1.978359048,1.822685154,hht
1132,1.101837344,-0.074693996,0.352201857,0.30841853,hht
1140,1.012532577,0.013273333,1.719938014,0.655861713,hht
1144,0.732309284,-0.041330323,0.179297444,0.02017417,hht
1147,0.669660525,0.128423471,1.248894366,0.044057772,hht
1150,0.680328611,-0.199927851,0.297325302,0.223562524,hht
1151,0.629687146,-0.159491902,2.678719563,2.115302188,hht
1152,0.673971153,-0.155479399,0.417989643,0.229479525,hht
1153,0.848884481,-0.33452091,2.739337923,0.841447661,hht
1155,0.68871158,0.165869289,4.296024776,3.607863194,hht
1160,0.433173312,0.301138064,1.55058447,1.261609957,hht
1161,0.531052615,0.126182358,0.548985233,0.285506864,hht
1163,0.627788201,0.160567918,0.667109825,0.244901207,hht
1165,0.587185004,0.025294402,0.709954756,0.091933789,hht
1166,1.403027057,-0.126553286,0.705996078,0.139952806,hht
1167,1.030972477,0.141241186,1.67392434,0.152894048,hht
1173,0.842613909,0.013716727,0.228787409,0.040222648,hht
1174,0.711411423,0.233655399,1.76788896,1.579918814,hht
1175,1.092421887,-0.211301134,6.797886599,2.3174503,hht
1177,0.666514161,0.131742429,0.910790576,0.769508223,hht
1178,1.242167561,-0.089301663,2.210093346,1.92805528,hht
1179,1.16939493,0.014473766,0.374610115,0.3064545,hht
1180,0.901538333,-0.074010027,1.475543761,1.375471589,hht
1181,1.087895309,-0.09097477,0.37339656,0.338296023,hht
1187,0.923955353,-0.0007657,0.116060585,0.016768498,hht
1190,0.660133898,-0.000185271,0.160837531,0.00388967,hht
1191,0.816828807,-0.012849465,1.621224143,0.97309092,hht
1192,0.710543275,-0.033340659,1.194552371,0.384458265,hht
1196,0.90631564,0.181581083,0.804323463,0.435828688,hht
1197,0.707250983,0.169937931,0.975701289,0.252502343,hht
1200,0.736623912,-0.073866123,0.980593339,0.726873603,hht
1203,0.493463113,0.110468246,1.104252747,0.590383397,hht
1206,1.142106203,-0.020582474,2.514953133,1.50862023,hht
1207,0.594553188,-0.124979085,0.948715334,0.134305676,hht
1210,0.681640252,-0.063508404,1.831681859,1.058533379,hht
1211,0.870373525,0.038268967,0.22211972,0.052901781,hht
1212,0.595576681,-0.168679692,0.502109981,0.050866682,hht
1214,0.75571321,0.047046151,4.569489946,0.177124651,hht
1216,0.688436173,0.056445513,0.923854817,0.081270581,hht
1219,0.662201722,0.245730723,2.797667622,1.78295641,hht
1220,0.431831093,-0.061394213,0.012074169,0.003365195,hht
1222,0.963655193,-0.018552475,1.012421554,0.666901763,hht
1226,1.583334137,0.075337247,3.576370311,0.058419743,hht
1228,0.723630176,0.06422729,2.674855127,0.949973995,hht
1230,0.855939146,0.172666065,0.634263605,0.205872349,hht
1233,0.978841984,-0.061117014,0.54722233,0.505193718,hht
1236,0.393473436,0.139961161,0.253945,0.181236034,hht
1239,0.895425422,-0.205646023,1.512994771,0.417564508,hht
1240,0.360254447,-0.024599711,0.064424859,0.041421067,hht
1245,0.468168527,-0.067024089,0.836643761,0.685715432,hht
1246,0.636699044,-0.160914972,2.112762753,1.899884158,hht
1247,0.722278818,0.220832314,4.386097705,3.904042361,hht
1250,0.725905553,0.059933596,0.079953288,0.066370765,hht
1254,0.737830064,-0.118605811,0.350776965,0.121825956,hht
1255,0.650630989,0.066153302,0.140300034,0.002365235,hht
1258,0.669980796,0.274311753,1.828206057,1.719941888,hht
1260,0.602255179,0.101678653,0.077115181,0.012977366,hht
1261,0.778038794,-0.155719617,1.141641834,0.407618023,hht
1263,0.707142301,-0.021670258,0.567868014,0.097206399,hht
1264,0.898659207,0.140884006,4.980280016,1.497310297,hht
1265,1.003499604,-0.140470603,0.36294174,0.308360739,hht
1271,0.919427279,-0.198388433,4.502528079,1.480939603,hht
1272,0.598946195,0.06645358,1.173427966,0.48169765,hht
1273,0.271882557,0.032662898,0.217367137,0.079772262,hht
1276,0.483071018,0.081236883,0.269133315,0.190822564,hht
1278,0.387134326,0.14885408,0.101530996,0.064914357,hht
1283,0.499468018,0.319838507,0.906263622,0.762783706,hht
1289,1.515670693,0.145852568,2.56842733,1.033771851,hht
1292,2.06336803,0.329068177,3.12259544,1.879448398,hht
1293,1.115573521,0.188817224,4.212065139,0.04220968,hht
1294,0.680676655,-0.044023215,0.530489695,0.08229023,hht
1295,0.861120296,0.010511039,0.826744588,0.226245517,hht
1296,0.68172083,-0.016966464,0.391185253,0.037997156,hht
1297,0.591310912,-0.067393684,1.263939502,1.054419366,hht
1299,0.920448437,-0.079551563,1.20710683,0.20710683,hht
1305,0.686658376,-0.111582413,0.722998645,0.068769123,hht
1306,0.330929977,0.052369179,0.680517548,0.008483913,hht
1309,0.448309796,0.081483408,0.501521173,0.315374494,hht
1310,1.914559276,-0.213864829,3.246870573,1.141340851,hht
1311,0.713874924,-0.135673607,1.003775696,0.37397808,hht
1312,0.666641318,-0.098551132,2.552070803,0.753099694,hht
1314,0.5677595,0.111838113,0.828305832,0.70651264,hht
1316,1.10514112,0.191691953,4.169213681,2.371489779,hht
1319,0.732012016,-0.163817568,0.351110349,0.137963349,hht
1321,0.61086797,-0.002840066,1.75326162,0.119370929,hht
1324,0.616620412,0.351470901,1.095667666,0.866249932,hht
1325,0.476262058,-0.024048448,1.183880746,0.360343376,hht
1327,0.672081753,-0.249767265,0.740078447,0.214300501,hht
1328,0.585427069,0.034097978,2.647481059,0.454235895,hht
1333,0.612018084,-0.127726281,0.916315109,0.571018989,hht
1335,0.701076797,-0.254351547,2.965648309,1.120188573,hht
1337,0.551049201,0.084051842,0.396468828,0.124279743,hht
1338,0.836150931,-0.307425374,1.798429134,0.767797928,hht
1340,0.696756974,-0.01249982,2.509009437,0.040175429,hht
1343,1.4234742,0.050023628,2.635157114,0.270008859,hht
1344,0.459464435,0.015899328,1.665254016,0.115682512,hht
1350,0.425737238,-0.004609527,0.631971524,0.479869553,hht
1355,0.779026245,-0.138772152,1.319514872,0.112006896,hht
1356,0.344851688,0.00428165,0.095749321,0.009139887,hht
1359,0.625084381,-0.161831907,0.540698338,0.038704166,hht
1360,0.542371429,0.012681733,0.700041242,0.053660084,hht
1363,0.55875638,0.083768943,0.490655517,0.131274717,hht
1366,2.460015987,0.164439295,8.657333567,5.715976795,hht
1367,0.766835602,-0.103423169,4.025793552,2.790588084,hht
1368,0.798115244,-0.051148139,4.05443355,2.620136463,hht
1369,0.686560317,0.086044758,1.122650132,0.105881199,hht
1379,0.56813803,0.042407237,0.312185555,0.051563906,hht
1380,0.633124111,-0.029677773,1.624912281,0.152003019,hht
1383,0.621714829,0.049796002,2.202821207,0.292038659,hht
1387,0.702164465,-0.141710175,0.879717305,0.089627506,hht
1388,0.538324394,-0.082685895,1.319206144,0.325397924,hht
1390,0.646822288,-0.111304826,0.468135659,0.014257039,hht
1391,0.718883656,0.229205822,0.368671752,0.052731097,hht
1393,0.601940948,-0.009176765,1.740951458,0.991216007,hht
1400,0.613844162,-0.007979537,1.392222687,0.749909323,hht
1401,0.732493151,0.008058242,0.477721386,0.341102953,hht
1404,0.592254548,0.20825543,0.980311819,0.751392785,hht
1407,0.795744144,-0.000900476,0.869964825,0.313839362,hht
1408,0.563556204,-0.040519936,0.11293531,0.051352931,hht
1412,0.856525137,0.048101403,0.260655584,0.10928622,hht
1413,0.626272238,0.174851796,0.425187352,0.306940436,hht
1415,0.648278781,0.026649813,2.925160956,1.465351093,hht
1416,1.010515482,-0.067456512,0.626873266,0.548639974,hht
1420,0.670681324,0.204374281,1.704979585,1.523919806,hht
1421,0.597579206,-0.004699488,0.147949859,0.051374045,hht
1423,0.858402715,0.040932464,0.805975013,0.26181873,hht
1425,0.927571416,-0.084598633,0.792034179,0.68928719,hht
1429,0.512274473,0.182815405,0.307292341,0.103916549,hht
1430,1.722280373,-0.315971154,2.224484421,0.202567817,hht
1431,0.980585041,0.06052449,2.150391838,0.265907158,hht
1432,0.926007729,0.048573349,0.771660399,0.405611048,hht
1433,1.188370661,-0.024446056,0.331524942,0.085564931,hht
1434,0.537169713,0.291488314,1.634262992,1.26196151,hht
1435,0.269230732,0,0.155886423,0,hht
1440,0.960104809,-0.039663995,2.392075288,0.038045457,hht
1443,0.410424562,0.101336314,0.720838494,0.570229737,hht
1445,1.651346439,0.135398979,3.371952099,0.543524513,hht
1447,1.201033491,0.260155629,1.317165002,0.448223235,hht
1450,0.710906128,0.05411582,1.970296502,0.923378469,hht
1455,0.968512166,-0.206968721,9.925119391,5.07621537,hht
1456,0.746124273,0.096910507,0.19537755,0.074171998,hht
1457,0.590987801,0.177856931,1.956317137,1.878196857,hht
1462,0.619815843,0.083345869,2.362187181,2.188455154,hht
1464,1.085620967,0.092547636,8.558608383,0.446625186,hht
1465,0.992196917,-0.103566663,0.134622854,0.06799496,hht
1466,1.192108655,0.14028299,4.958297097,4.054414954,hht
1471,0.70848487,-0.006685778,1.558780759,0.936244795,hht
1472,0.662268756,0.035850696,0.689126954,0.579073466,hht
1473,0.555077297,-0.057247581,0.085112822,0.073466182,hht
1475,0.835033897,0.012934547,0.47592145,0.064915759,hht
1477,1.284981676,-0.165530559,0.238893046,0.103096594,hht
1480,0.755635199,-0.004303521,0.548600276,0.115705333,hht
1482,1.012634036,-0.099639398,3.616074218,0.382842928,hht
1483,0.950831621,0.077088054,0.21654263,0.020060905,hht
1485,0.926623432,-0.158658195,2.035917156,0.337890265,hht
1488,0.818216109,-0.100783285,1.711102585,0.798399846,hht
1489,0.69631264,0.015043221,1.427240963,0.495530306,hht
1490,1.126149931,-0.140282727,1.099996032,1.02205864,hht
1493,1.16373696,-0.04913256,0.085960476,0.048194623,hht
1497,0.477299786,-0.091479472,2.676324428,2.467031639,hht
1499,0.792603935,0.05508867,1.586574457,1.303731835,hht
1501,0.730045085,0.001424256,6.11862426,3.945194575,hht
1503,0.87948518,-0.031218716,0.537631847,0.038120861,hht
1508,0.731413048,-0.010499044,0.675405908,0.069235551,hht
1509,0.779347553,0.380176989,0.812970498,0.521063502,hht
1510,0.63753345,0.067072794,0.384792764,0.046126278,hht
1511,0.739656526,0.056351513,2.200316394,0.334388386,hht
1513,0.636799222,-0.201115419,0.39027147,0.007324066,hht
1515,0.593206569,-0.013364165,4.161412408,0.013000644,hht
1518,0.611367174,0.082030944,1.597797445,0.023272915,hht
1519,0.509842026,0.052305535,0.597638466,0.417376983,hht
1520,1.35637483,-0.238340479,1.983045859,0.016954141,hht
1524,0.881702058,-0.320883838,0.964521463,0.41948749,hht
1526,1.259534475,-0.029979589,2.051317513,0.327965928,hht
1527,0.589332541,-0.108340034,1.42884029,0.10200417,hht
1530,0.342913502,0.068327495,0.398526851,0.288460129,hht
1531,1.720323927,0.61984147,2.832345069,2.006622327,hht
1533,0.845711787,0.033164594,0.735360544,0.363850725,hht
1534,1.201001508,0.327647776,3.512409168,1.29370389,hht
1535,0.776109943,0.026312524,0.381678088,0.150198408,hht
1537,0.618491454,0.049109004,0.996311958,0.184588362,hht
1546,1.601946856,-0.02733303,6.984123804,4.888667589,hht
1547,0.469991578,-0.015234841,1.243744607,0.76652156,hht
1548,0.775454787,-0.034006742,2.007128363,0.175703891,hht
1553,1.210647647,0.126192868,1.378036184,0.425433756,hht
1554,0.828710559,0.25320496,1.479648998,0.412437915,hht
1555,0.698395014,-0.02177087,0.680137429,0.356835914,hht
1556,0.623472674,0.022097979,0.326539961,0.020615001,hht
1557,0.666199486,0.032880928,0.930167337,0.210977548,hht
1558,1.056770817,-0.033853146,1.077847344,0.068985616,hht
1559,0.865702598,0.063505751,0.601885499,0.170231224,hht
1560,0.778362201,0.026895764,0.468853856,0.173712887,hht
1569,0.503880999,-0.13811501,2.58337581,2.351316195,hht
1572,0.867501309,-0.131476972,0.141574839,0.016590618,hht
1573,0.624740231,0.160871341,5.162381509,4.798672415,hht
1574,0.473341067,0.047287741,0.044284468,0.013116211,hht
1575,0.828696612,0.080985342,1.502908094,0.364660647,hht
1580,0.721384766,0.195195583,0.181322798,0.089886285,hht
1581,0.705357502,0.127006082,5.988044312,0.507073377,hht
1582,0.667610679,0.03733514,0.649229919,0.120902321,hht
1587,1.535523655,0.169334855,2.391340646,0.197234935,hht
1588,0.826661342,-0.059359112,2.070691518,0.111567195,hht
1591,0.90530215,0.080136187,3.761984411,1.183314262,hht
1593,0.729650735,0.04159921,2.231467931,0.149842459,hht
1594,0.86480857,-0.112202713,0.259089338,0.015541783,hht
1596,0.780495539,0.108279979,2.625833111,2.056309211,hht
1597,0.627565138,0.072855636,0.137553769,0.008333281,hht
1598,1.028062758,-0.216612186,1.989520949,1.731325884,hht
1599,0.678850443,-0.00220473,4.905465246,3.558009453,hht
1603,0.736286094,0.073909478,0.592114166,0.33886528,hht
1605,0.852316921,-0.010326003,1.175519423,0.74794285,hht
1608,0.740273487,0.060909625,1.794760007,0.742371806,hht
1609,0.898885348,0.042850538,1.738455073,1.577909632,hht
1610,1.067210145,0.160792378,2.570698606,0.744975864,hht
1616,0.342387457,0.005554521,0.101683815,0.005963234,hht
1618,0.848479851,-0.10471665,0.576955292,0.082916876,hht
1619,0.616096436,-0.006281642,1.114063284,0.354764593,hht
1620,0.571089839,-0.149184066,0.428172145,0.03277847,hht
1622,0.647130709,-0.013523458,1.626431984,0.366304751,hht
1625,0.47589392,0.011464543,0.954452958,0.689528586,hht
1628,1.034839882,0.29624974,1.649854632,0.292754448,hht
1629,0.723178372,-0.097285624,1.988078792,0.274008464,hht
1631,0.488659246,0.154232609,0.069007228,0.021320502,hht
1632,1.091863315,-0.110223357,7.437601297,5.01548159,hht
1636,0.486724804,0.129285175,0.192964149,0.068644039,hht
1637,2.439495506,-0.094529172,5.275833166,0.285916587,hht
1638,0.350939266,0.147567309,0.546868777,0.483987508,hht
1641,0.395980315,0.064824733,0.240603763,0.047500682,hht
1642,0.411403873,0.016068834,1.088010714,0.595828443,hht
1645,1.451046602,0.55482286,3.591926188,1.516935446,hht
1649,0.719920304,-0.081540215,0.52039934,0.081353264,hht
1650,0.823590184,-0.045497849,0.67965769,0.046462869,hht
1651,0.840979924,-0.146517322,2.298136829,0.298963692,hht
1652,0.65996805,0.139682638,0.52034169,0.23323038,hht
1653,0.883146417,-0.051665339,1.198949304,0.054616824,hht
1654,0.641173263,-0.113565825,1.420676259,0.016259691,hht
1658,0.293047006,0.021039768,0.435991209,0,hht
1662,0.93337064,0.012178391,1.42522295,0.47989778,hht
1666,1.05083243,0.12785062,1.00295105,0.642969421,hht
1667,0.674239097,-0.180679736,0.572444273,0.013994872,hht
1669,0.300849992,0.021857514,0.606656766,0.147821298,hht
1672,1.154116578,0.433100905,2.815414907,1.602721652,hht
1673,1.543630811,-0.032167384,5.761120682,3.56701497,hht
1678,0.528200493,0.08871808,0.697824714,0.488380478,hht
1680,0.579899446,-0.115124296,0.618760171,0.121925273,hht
1683,0.842239985,-0.053531737,2.013162129,0.869143491,hht
1684,0.58658712,-0.093669693,0.858210775,0.30646655,hht
1685,0.723945601,-0.054031644,1.771469403,0.642457263,hht
1686,0.565061272,0.192019149,0.762900942,0.237099058,hht
1687,0.829605746,0.184452324,0.890310114,0.123536712,hht
1691,0.499418625,0.092777986,0.798913836,0.473277535,hht
1694,0.585176275,0.175733521,0.83935232,0.615102627,hht
1695,0.915202335,-0.034232817,0.608414502,0.164673447,hht
1698,0.647953292,0.098565403,0.300111759,0.004294827,hht
1703,1.173273905,0.031308674,2.358268017,0.534161587,hht
1704,0.788703506,0.066120917,0.79049809,0.229342902,hht
1705,0.574522325,-0.045691186,1.444899661,0.03203815,hht
1712,0.748025825,0.115779307,0.529488951,0.099873784,hht
1713,0.476462917,0.023714065,0.519319389,0.140407443,hht
1714,0.412028911,0.124527129,2.093750325,1.856531709,hht
1715,1.552100835,-0.334758261,3.274660878,1.448938135,hht
1717,0.552503918,0.104405665,1.657478162,0.125085996,hht
1721,1.293715551,-0.192954449,1.824246619,0.221819058,hht
1722,0.52618308,-0.02857181,1.68377602,0.318500312,hht
1725,0.618144696,0.046922485,1.131898719,0.410789645,hht
1726,0.832170391,-0.153175297,1.592294997,0.819821131,hht
1727,0.447784538,0.089010267,1.405667806,1.22707315,hht
1728,0.659695927,-0.022985927,0.349422263,0.024320509,hht
1731,2.029421818,-0.128803389,3.042299826,1.110116392,hht
1732,0.622284401,0.051813648,2.26066648,1.407113114,hht
1734,1.526104289,-0.153677879,4.780136256,1.803173314,hht
1735,0.632698728,0.040890786,0.483133068,0.298925833,hht
1736,0.978437177,-0.084563353,0.097114989,0.016662301,hht
1740,0.685387897,0.15239817,2.465408585,0.621514524,hht
1743,0.605789104,0.128159641,1.95699292,0.641953016,hht
1747,0.804222459,-0.123802233,2.793583504,0.500352074,hht
1749,0.629364016,0.031518949,1.027199691,0.566795335,hht
1752,0.499920031,-0.184715093,2.107705969,1.276983181,hht
1754,0.637891511,-0.279399545,2.475038516,1.327091753,hht
1755,0.440907881,-0.035917124,1.079494506,0.355073635,hht
1759,0.656426877,0.098223264,0.228842903,0.094974013,hht
1760,1.895124774,-0.174216405,8.223711013,1.906207659,hht
1761,0.718212609,0.267884863,4.43818639,1.747195428,hht
1762,0.510763106,0.085302282,1.318087055,1.170377087,hht
1766,0.442331386,0.021286446,1.013303362,0.859912273,hht
1767,0.792903777,0.275605597,0.449322604,0.359766032,hht
1768,0.730822404,-0.114707256,0.205087179,0.043438296,hht
1769,0.844087064,0.072069444,3.564861331,1.784317365,hht
1770,0.790618285,0.182573316,1.423662864,0.870416702,hht
1771,0.70314719,0.046822601,0.431330593,0.121801362,hht
1774,0.644470368,-0.057356268,0.05461674,0.012143736,hht
1775,0.931065355,-0.031277146,9.617082937,5.945786655,hht
1776,0.694869305,0.09304088,0.686916956,0.118490962,hht
1777,0.863416829,0.033452831,1.298164481,1.041978738,hht
1783,0.690496035,0.083094885,0.816909563,0.243534506,hht
1789,0.621470316,0.128413277,0.770750359,0.353557791,hht
1790,0.552632906,-0.063025859,0.108808028,0.08507539,hht
1791,1.058697268,0.037310863,3.722973093,1.965613731,hht
1793,0.618785012,-0.003370751,0.573347554,0.006246519,hht
1797,0.650975577,0.049738414,0.543187418,0.465625996,hht
1800,0.426479598,0.070189381,2.884466698,2.837153948,hht
1804,0.591950694,-0.046637788,0.221155199,0.204807133,hht
1807,1.196642395,-0.274989079,2.111512317,0.29201892,hht
1808,0.634100879,0.174893165,1.121677538,0.226243133,hht
1810,0.60586867,0.079350287,0.789970382,0.12905833,hht
1812,0.606929389,4.12E-05,0.818654532,0.49543086,hht
1813,1.054684004,0.183654507,1.38629523,0.243980107,hht
1816,0.55706149,0.073444047,0.509247013,0.088696814,hht
1820,0.826465871,-0.099683587,2.424844803,1.367819073,hht
1821,0.536140203,0.176946766,0.126102007,0.069111353,hht
1823,1.73622487,-0.022277089,2.07648216,0.136196543,hht
1824,0.740165352,-0.049646716,1.219223779,0.232717465,hht
1825,1.066639605,-0.240304617,3.587058731,0.440297781,hht
1829,0.620156866,0.179689959,0.508128898,0.156696148,hht
1831,0.964619313,0.029281755,0.175930028,0.106125845,hht
1835,0.824800976,0.256135133,1.077888089,0.562500049,hht
1836,0.477732531,0,0.381007448,0,hht
1839,1.205660198,0.297572699,1.712678703,0.5,hht
1840,0.79298991,0.188900218,1.570564812,1.02250571,hht
1843,1.839978401,-0.197697683,3.549242034,0.899999937,hht
1846,0.665419857,0.13244514,0.452764314,0.417619342,hht
1847,0.545488515,0.016493686,0.083879179,0.030222504,hht
1850,0.811660398,0.004410864,1.768325697,0.23376028,hht
1853,0.696758093,-0.211369666,0.875503756,0.502950588,hht
1854,0.403115543,0.048540046,1.712618965,1.655396278,hht
1859,0.548250475,-0.032747467,5.132347494,4.783161527,hht
1860,0.727710274,0.327671701,0.098279328,0.035160259,hht
1861,0.683551116,-0.010957185,4.550670282,3.604638232,hht
1862,0.579506459,0.101277268,1.402610352,1.030484879,hht
1863,0.901644533,-0.077926414,0.116990662,0.077664409,hht
1867,0.533526274,-0.035234255,0.116097096,0.042882003,hht
1871,1.384507399,-0.111784793,6.323595562,4.868381907,hht
1872,0.866334059,0.10325127,3.898330133,0.735702354,hht
1874,0.650155129,0.13971949,0.181607009,0.033316224,hht
1875,0.463369621,0.160458316,1.381670855,0.273343543,hht
1879,0.733078145,-0.094873011,0.464865196,0.028787679,hht
1880,0.89686213,0.137358546,2.171921626,1.542929,hht
1882,0.576727016,0.083843421,0.841633264,0.337404401,hht
1885,0.426408883,0.085521899,3.844242372,3.741795356,hht
1887,1.060812298,0.1527248,3.662015661,2.449336959,hht
11,0.776606178,-0.090943269,4.34389331,1.837972305,ml
25,0.551382553,-0.008585735,0.328757473,0.026242585,ml
31,1.022951562,0.384252316,1.305385519,0.666745639,ml
4,0.485138384,0.357218073,0.379264452,0.296903192,ml
5,0.255049054,0.103188983,0.164871064,0.043065088,ml
6,1.443086617,-0.009423167,3.238100531,1.217436809,ml
8,0.689774153,-0.023238793,2.120078839,1.270141865,ml
9,0.85354059,0.4442277,1.341081237,1,ml
12,0.269076231,0.099031489,0.141425234,0.036940928,ml
132,1.262335463,-0.077053345,3.434875934,1.414212213,ml
171,0.677949966,-0.040338564,0.384674606,0.087761948,ml
194,0.4565285,0.260431207,0.764012325,0.5,ml
21,0.772979697,0.044834384,0.967239979,0.401414313,ml
23,1.218336654,0.010333998,1.593093707,0.275254966,ml
241,0.551030038,0.104707893,1.815002511,1.039187138,ml
271,0.994063955,-0.156228887,2.543935198,1.102951843,ml
284,0.394955788,0.175307947,1.83297124,1.543074105,ml
321,0.634007734,-0.012677734,1.949603293,0.589920659,ml
354,1.12937473,0.070923018,0.516211239,0.139330336,ml
381,1.041152816,-0.028231129,1.585705095,0.800942964,ml
39,0.459660717,0.127521932,0.495426056,0.400505575,ml
402,1.097895613,-0.431110054,1.158738544,0.709249009,ml
41,0.379151612,-0.032373112,0.735703199,0.069036532,ml
42,0.849721613,-0.04924042,1.310660442,0.25,ml
47,1.81153927,0.459672108,6.926483906,0.633973592,ml
48,0.675630071,0.233059814,1.059759254,0.601573429,ml
503,0.459809213,0.052361069,0.466015187,0.353422915,ml
522,1.343645332,0.343645332,1.46592643,0.46592643,ml
53,1.055564813,0.093691157,6.406728542,1.543022824,ml
568,1.153324247,0.315171447,2.035275534,1,ml
581,1.194018947,-0.206414667,2.142703829,0.676777399,ml
592,1.126085712,0.170754987,0.848632651,0.151367349,ml
60,0.566207588,0.048681644,0.437302146,0.134567448,ml
63,0.78686682,0.056236887,0.954088116,0.151261501,ml
661,0.690863427,0.112084778,2.993985488,0.917327081,ml
71,0.425189964,0.203066052,0.239387796,0.079796275,ml
731,0.636770224,-0.0302253,0.307467608,0.158632393,ml
74,0.575558864,0.30820128,1.803222281,1.085785471,ml
763,0.351340393,-0.001239969,0.473057007,0.070842839,ml
79,0.766177723,-0.127641149,0.519498906,0.002669903,ml
807,0.945955802,-0.058414979,2.020310604,0.161592199,ml
821,0.573778546,-0.108628272,0.293195268,0.052365758,ml
834,0.654766455,0.019541354,4.424541758,0.707104949,ml
863,0.961388501,-0.082751966,2.340767302,0.735598165,ml
895,1.018137508,0.136218775,2.042583775,1.042583775,ml
93,0.669659067,-0.11346282,0.540783784,0.078788894,ml
953,0.956430272,-0.061327022,1.32946073,0.506015861,ml
961,0.978971132,-0.087262072,0.916472502,0.089635988,ml
973,0.505985658,0.070849014,0.304204179,0.079459544,ml
981,1.040589293,0.358955665,3.37937981,2.661943001,ml
100,1.697377642,0.283166747,3.485608608,1.485602153,ml
1011,0.70189577,0.127010065,1.444629188,0.048106501,ml
103,0.776617016,0.062782234,0.349128138,0.0056902,ml
1067,1.064411178,0.133810163,3.044891056,2.178867089,ml
1092,1.106963723,-0.05425672,2.46592643,0.241183167,ml
111,1.128928336,-0.056431708,2.852496358,0.480121531,ml
114,0.857485326,0.173995786,0.836056071,0.033341608,ml
1154,0.798062537,0.044738169,1.265838326,0.218092834,ml
1202,0.582060079,0.023915905,0.735711222,0.241869949,ml
124,0.764020534,0.086866798,1.428824044,0,ml
125,1.210935752,0.26251798,2.479545298,1.404863292,ml
1262,0.463945593,0.055730308,0.339140319,0.173105357,ml
1275,1.025813737,-0.256822107,1.158921147,0.290572474,ml
129,0.897300713,0.06382582,1.441830154,0.290219019,ml
130,0.687138827,0.00835125,1.317840517,0.232672968,ml
1334,0.749641668,0.058292291,3.061462928,0.576991686,ml
1341,0.894369673,0.125131721,0.313727909,0.09136896,ml
138,0.808248628,0.181972825,0.218540838,0.072846946,ml
142,0.435363952,0.07941816,3.605508112,1.705407533,ml
