"","nodeid","parent","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"223","B24","B13",0.3,2,0.709030100334448,-0.240802675585284,0.349753694581281,0.233169129720854
"224","B25","B24",0,NA,NA,NA,NA,NA
"225","B26","B24",0.3,2,0.71919014084507,0.217429577464789,8.52112676056338,3.16901408450704
"226","B27","B26",0,NA,NA,NA,NA,NA
"227","B28","B26",0.3,2,0.75093984962406,-0.0986842105263157,0.32289156626506,0.257831325301205
"228","B29","B28",0.2,2,0.507204610951009,0.259365994236311,0.0567427385892116,0.0386929460580913
"229","B3","B1",0,NA,NA,NA,NA,NA
"230","B30","B29",0,NA,NA,NA,NA,NA
"231","B31","B29",0.1,2,0.669172932330827,-0.131578947368421,1.72826086956522,0.206521739130435
"232","B32","B31",0,NA,NA,NA,NA,NA
"233","B33","B31",0,NA,NA,NA,NA,NA
"234","B34","B28",0.2,2,0.691371681415929,0.19358407079646,6.85185185185185,5.27777777777778
"235","B35","B34",0,NA,NA,NA,NA,NA
"236","B36","B34",0.2,2,0.62375,0.24875,0.0786259541984733,0.016030534351145
"237","B37","B36",0,NA,NA,NA,NA,NA
"238","B38","B36",0.1,2,0.508595988538682,0.184813753581662,1.37903225806452,0.92741935483871
"239","B39","B38",0,NA,NA,NA,NA,NA
"240","B4","B1",0.1,2,0.715789473684211,0.16140350877193,0.41812865497076,0.236842105263158
"241","B40","B38",0,NA,NA,NA,NA,NA
"242","B41","A20",0.4,3,0.644324324324324,NA,0.530092592592593,NA
"243","B42","B41",0.3,2,0.527962716378162,-0.270972037283622,4.85042735042735,0.576923076923077
"244","B43","B42",0.1,2,0.981865284974093,-0.178756476683938,0.0574803149606299,0.0275590551181102
"245","B44","B43",0,NA,NA,NA,NA,NA
"246","B45","B43",0,NA,NA,NA,NA,NA
"247","B46","B41",0.3,2,0.835205992509363,0.00936329588014982,0.804577464788732,0.184859154929578
"248","B47","B46",0.3,2,0.70509977827051,-0.0443458980044346,0.248220640569395,0.134341637010676
"249","B48","B47",0.1,2,0.555369127516778,0.196308724832215,0.0837209302325582,0.0651162790697674
"250","B49","B48",0,NA,NA,NA,NA,NA
"251","B5","B4",0,NA,NA,NA,NA,NA
"252","B50","B48",0,NA,NA,NA,NA,NA
"253","B51","B47",0.2,2,0.829881656804734,0.131656804733728,5.265625,1.578125
"254","B52","B51",0,NA,NA,NA,NA,NA
"255","B53","B51",0.2,2,0.669230769230769,0.176923076923077,0.11986301369863,0.0399543378995434
"256","B54","B53",0,NA,NA,NA,NA,NA
"257","B55","B53",0.1,2,0.721818181818182,0.136363636363636,1.03571428571429,0.435714285714286
"258","B56","B55",0,NA,NA,NA,NA,NA
"259","B57","B55",0,NA,NA,NA,NA,NA
"260","B58","B42",0.3,2,0.795833333333333,-0.0741666666666667,0.449,0.395
"261","B59","B58",0.2,2,0.551963048498845,0.25635103926097,0.545023696682464,0.454976303317536
"262","B6","B4",0,NA,NA,NA,NA,NA
"263","B60","B59",0,NA,NA,NA,NA,NA
"264","B61","B59",0.2,3,0.542857142857143,NA,0.116903633491311,NA
"265","B62","B61",0,NA,NA,NA,NA,NA
"266","B63","B61",0,NA,NA,NA,NA,NA
"267","B64","B61",0.1,2,0.566455696202532,0.294303797468354,2.81521739130435,0.25
"268","B65","B64",0,NA,NA,NA,NA,NA
"269","B66","B64",0,NA,NA,NA,NA,NA
"270","B67","B58",0.3,2,0.663793103448276,0.228927203065134,13.8888888888889,5.96296296296296
"271","B68","B67",0,NA,NA,NA,NA,NA
"272","B69","B67",0.3,2,0.667381974248927,-0.165236051502146,0.199626865671642,0.0652985074626866
"273","B7","A21",0,NA,NA,NA,NA,NA
"274","B70","B69",0,NA,NA,NA,NA,NA
"275","B71","B69",0.2,2,0.735824742268041,0.207474226804124,5.65277777777778,2.31944444444444
"276","B72","B71",0,NA,NA,NA,NA,NA
"277","B73","B71",0.2,3,0.467213114754098,NA,0.0789779326364692,NA
"278","B74","B73",0,NA,NA,NA,NA,NA
"279","B75","B73",0,NA,NA,NA,NA,NA
"280","B76","B73",0.1,2,0.55794701986755,0.230132450331126,1.0390625,0.8046875
"281","B77","B76",0,NA,NA,NA,NA,NA
"282","B78","B76",0,NA,NA,NA,NA,NA
"283","B79","B46",0.3,2,0.6859410430839,-0.218820861678005,0.183238636363636,0.0951704545454546
"284","B8","A21",0.5,2,0.616985376827896,-0.356017997750281,9.12666666666667,0.26
"285","B80","B79",0,NA,NA,NA,NA,NA
"286","B81","B79",0.2,2,0.6265664160401,0.228070175438596,8.7741935483871,4.70967741935484
"287","B82","B81",0,NA,NA,NA,NA,NA
"288","B83","B81",0.2,2,0.656891495601173,-0.211143695014663,0.0944976076555024,0.00598086124401914
"289","B84","B83",0,NA,NA,NA,NA,NA
"290","B85","B83",0.1,2,0.722972972972973,0.114864864864865,1.48648648648649,0.0270270270270271
"291","B86","B85",0,NA,NA,NA,NA,NA
"292","B87","B85",0,NA,NA,NA,NA,NA
"293","B88","B41",0.2,2,0.713717693836978,-0.190854870775348,0.531521739130435,0.448913043478261
"294","B89","B88",0.2,2,0.712927756653992,-0.165399239543726,0.0831485587583149,0.0521064301552106
"295","B9","B8",0,NA,NA,NA,NA,NA
"296","B90","B89",0,NA,NA,NA,NA,NA
"297","B91","B89",0.1,2,0.686147186147186,-0.136363636363636,1.75,1.10714285714286
"298","B92","B91",0,NA,NA,NA,NA,NA
"299","B93","B91",0,NA,NA,NA,NA,NA
"300","B94","B88",0.1,2,0.607692307692308,0.056043956043956,10.5921052631579,5.96052631578947
"301","B95","B94",0,NA,NA,NA,NA,NA
"302","B97","B94",0,NA,NA,NA,NA,NA
"303","B99","A20",0.5,2,0.791779584462511,-0.172990063233966,3.32413793103448,2.82758620689655
"304","C1","A1",0.3,2,0.66,-0.136065573770492,0.36038961038961,0.025974025974026
"305","C10","C6",0,NA,NA,NA,NA,NA
"306","C100","C71",0.3,2,0.699360341151386,-0.191897654584222,0.335,0.210454545454545
"307","C101","C100",0,NA,NA,NA,NA,NA
"308","C102","C100",0.2,2,0.740430622009569,0.154306220095694,7.00729927007299,3.63138686131387
"309","C103","C102",0.1,2,0.697959183673469,0.0571428571428571,0.108918918918919,0.0624324324324324
"310","C104","C103",0,NA,NA,NA,NA,NA
"311","C105","C103",0,NA,NA,NA,NA,NA
"312","C106","C102",0.2,3,0.546345811051693,NA,0.0771297884505432,NA
"313","C107","C106",0,NA,NA,NA,NA,NA
"314","C108","C106",0,NA,NA,NA,NA,NA
"315","C109","C106",0.1,2,0.69,0.193333333333333,1.56623134328358,1.51212686567164
"316","C11","C4",0,NA,NA,NA,NA,NA
"317","C110","C109",0,NA,NA,NA,NA,NA
"318","C111","C109",0,NA,NA,NA,NA,NA
"319","C112","C70",0.2,2,0.734413965087282,0.043640897755611,1.06041666666667,0.252083333333333
"320","C113","C112",0,NA,NA,NA,NA,NA
"321","C114","C112",0.2,2,0.717948717948718,0.166666666666667,0.0723809523809524,0.0457142857142857
"322","C115","C114",0,NA,NA,NA,NA,NA
"323","C116","C114",0.1,2,0.545289855072464,0.255434782608696,1.16263440860215,0.848118279569893
"324","C117","C116",0,NA,NA,NA,NA,NA
"325","C118","C116",0,NA,NA,NA,NA,NA
"326","C119","C69",0.3,2,0.573643410852713,-0.189922480620155,0.480375,0.294625
"327","C12","C3",0,NA,NA,NA,NA,NA
"328","C120","C119",0.1,3,0.531986531986532,NA,0.163118279569892,NA
"329","C121","C120",0,NA,NA,NA,NA,NA
"330","C122","C120",0,NA,NA,NA,NA,NA
"331","C123","C120",0,NA,NA,NA,NA,NA
"332","C124","C119",0.3,2,0.736886632825719,0.254653130287648,7.94078061911171,0.53835800807537
"333","C125","C124",0.1,2,0.494736842105263,-0.101754385964912,0.035,0.00190909090909091
"334","C126","C125",0,NA,NA,NA,NA,NA
"335","C127","C125",0,NA,NA,NA,NA,NA
"336","C128","C124",0.3,2,0.773037542662116,-0.13481228668942,0.472063492063492,0.385079365079365
"337","C129","C128",0.2,2,0.669172932330827,0.172932330827068,8.71350364963504,5.79379562043796
"338","C13","C2",0.2,2,0.717977528089888,-0.00561797752808989,0.187328767123288,0.131164383561644
"339","C130","C128",0.1,2,0.517379679144385,0.102941176470588,0.206666666666667,0.0896296296296296
"340","C131","C130",0,NA,NA,NA,NA,NA
"341","C132","C130",0,NA,NA,NA,NA,NA
"342","C133","C129",0,NA,NA,NA,NA,NA
"343","C134","C129",0.2,3,0.462797619047619,NA,0.115471698113208,NA
"344","C140","C134",0,NA,NA,NA,NA,NA
"345","C136","C134",0,NA,NA,NA,NA,NA
"346","C137","C134",0.1,2,0.70979020979021,0.143356643356643,0.733005733005733,0.325962325962326
"347","C138","C137",0,NA,NA,NA,NA,NA
"348","C139","C137",0,NA,NA,NA,NA,NA
"349","C14","C13",0.1,2,0.703416149068323,0.0791925465838509,5.15243902439024,0.396341463414634
"350","C141","C68",0,NA,NA,NA,NA,NA
"351","C142","C68",0,NA,NA,NA,NA,NA
"352","C143","C67",0,NA,NA,NA,NA,NA
"353","C144","C66",0,NA,NA,NA,NA,NA
"354","C145","C65",0.7,2,0.684210526315789,-0.289473684210526,3.04166666666667,2.29166666666667
"355","C146","C145",0,NA,NA,NA,NA,NA
"356","C147","C65",0,NA,NA,NA,NA,NA
"357","C148","C65",0,NA,NA,NA,NA,NA
"358","C149","C64",0,NA,NA,NA,NA,NA
"359","C15","C14",0,NA,NA,NA,NA,NA
"360","C150","C62",0,NA,NA,NA,NA,NA
"361","C151","C61",0,NA,NA,NA,NA,NA
"362","C152","A11",0,NA,NA,NA,NA,NA
"363","C16","C14",0,NA,NA,NA,NA,NA
"364","C17","C13",0.1,2,0.511041009463722,0.274447949526814,0.261827956989247,0.125268817204301
"365","C18","C17",0,NA,NA,NA,NA,NA
"366","C19","C17",0,NA,NA,NA,NA,NA
"367","C2","C1",0.3,2,0.660200250312891,-0.103254067584481,0.65546218487395,0.571428571428571
"368","C20","C1",0.3,3,0.666117517847337,NA,1.11650485436893,NA
"369","C21","C20",0.2,2,0.699088145896657,0.0151975683890578,1.42,0.13
"370","C22","C21",0.2,3,0.626241134751773,NA,0.210752688172043,NA
"371","C23","C22",0.1,2,0.655555555555556,0.0955555555555555,2.61538461538461,0.653846153846154
"372","C24","C22",0.1,2,0.598039215686274,0.0518207282913165,1.5,0.7
"373","C25","C22",0,NA,NA,NA,NA,NA
"374","C26","C23",0,NA,NA,NA,NA,NA
"375","C27","C23",0,NA,NA,NA,NA,NA
"376","C28","C24",0,NA,NA,NA,NA,NA
"377","C29","C24",0,NA,NA,NA,NA,NA
"378","C3","C2",0.2,2,0.692622950819672,-0.200819672131148,14.55,0.55
"379","C30","C21",0.1,3,0.578518518518519,NA,0.423772609819121,NA
"380","C31","C30",0,NA,NA,NA,NA,NA
"381","C32","C30",0,NA,NA,NA,NA,NA
"382","C33","C30",0,NA,NA,NA,NA,NA
"383","C34","C20",0.2,2,0.558181818181818,-0.0515151515151515,1.85454545454545,0.090909090909091
"384","C35","C34",0,NA,NA,NA,NA,NA
"385","C36","C34",0.2,3,0.540755467196819,NA,0.257731958762887,NA
"386","C37","C36",0,NA,NA,NA,NA,NA
"387","C38","C36",0,NA,NA,NA,NA,NA
"388","C39","C36",0.1,3,0.608124253285544,NA,0.45045045045045,NA
"389","C4","C3",0.2,3,0.674617737003058,NA,0.192857142857143,NA
"390","C40","C39",0,NA,NA,NA,NA,NA
"391","C41","C39",0,NA,NA,NA,NA,NA
"392","C42","C39",0,NA,NA,NA,NA,NA
"393","C43","C20",0.3,3,0.545422410745847,NA,0.787654320987654,NA
"394","C44","C43",0.1,2,0.652439024390244,0.00853658536585365,0.901639344262295,0.0327868852459016
"395","C45","C44",0,NA,NA,NA,NA,NA
"396","C46","C44",0,NA,NA,NA,NA,NA
"397","C47","C43",0.2,3,0.52526973310619,NA,0.5875,NA
"398","C48","C47",0,NA,NA,NA,NA,NA
"399","C49","C47",0,NA,NA,NA,NA,NA
"400","C5","C4",0.1,2,0.531055900621118,0.0838509316770186,6.68181818181818,1.13636363636364
"401","C50","C47",0.2,2,0.507371007371007,-0.0651105651105651,0.119375,0.005625
"402","C51","C50",0.1,2,0.751072961373391,-0.0729613733905579,1.34615384615385,0.0274725274725275
"403","C52","C51",0,NA,NA,NA,NA,NA
"404","C53","C51",0,NA,NA,NA,NA,NA
"405","C54","C50",0.1,2,0.65,-0.261111111111111,0.69,0.07
"406","C55","C54",0,NA,NA,NA,NA,NA
"407","C56","C54",0,NA,NA,NA,NA,NA
"408","C57","C43",0.1,3,0.474969474969475,NA,0.524154589371981,NA
"409","C58","C57",0,NA,NA,NA,NA,NA
"410","C59","C57",0,NA,NA,NA,NA,NA
"411","C6","C4",0.1,2,0.596969696969697,0.142424242424242,3.61363636363636,0.295454545454545
"412","C60","C57",0,NA,NA,NA,NA,NA
"413","C61","A11",0.9,2,0.856481481481482,-0.189814814814815,2.05234899328859,0.0953020134228187
"414","C62","C61",0.8,2,0.683628318584071,0.223451327433628,1.16598079561043,0.411522633744856
"415","C63","C62",0.8,2,0.738780487804878,-0.285609756097561,1.63826086956522,1.29217391304348
"416","C64","C63",0.8,2,0.6,0.280952380952381,10.2386934673367,5.08793969849246
"417","C65","C64",0.8,3,0.598198198198198,NA,0.245901639344262,NA
"418","C66","C145",0.6,2,0.652702702702703,-0.293243243243243,3.36111111111111,2.52777777777778
"419","C67","C66",0.6,2,0.586071428571428,0.371071428571429,7.53333333333333,2.6
"420","C68","C67",0.5,3,0.660199004975124,NA,0.466447368421053,NA
"421","C69","C68",0.5,2,0.722972972972973,0.0692567567567567,7.4251497005988,2.63473053892216
"422","C7","C5",0,NA,NA,NA,NA,NA
"423","C70","C69",0.5,2,0.640191897654584,-0.212686567164179,0.200238095238095,0.0854761904761905
"424","C71","C70",0.4,2,0.793125,-0.206875,2.79253112033195,1.77178423236515
"425","C72","C71",0.4,2,0.58375,0.30375,4.70020325203252,2.51524390243902
"426","C73","C72",0.3,2,0.753521126760563,0.133802816901408,0.0972535211267606,0.0506338028169014
"427","C74","C73",0.3,2,0.694444444444444,0.0515873015873016,5.88095238095238,1.73809523809524
"428","C75","C74",0.2,3,0.561702127659575,NA,0.098875,NA
"429","C76","C75",0.2,2,0.76657824933687,-0.114058355437666,0.822599531615925,0.192622950819672
"430","C77","C76",0.1,2,0.646084337349398,0.245481927710843,1.68587360594796,1.28810408921933
"431","C78","C77",0,NA,NA,NA,NA,NA
"432","C79","C76",0,NA,NA,NA,NA,NA
"433","C8","C5",0,NA,NA,NA,NA,NA
"434","C80","C77",0,NA,NA,NA,NA,NA
"435","C81","C75",0,NA,NA,NA,NA,NA
"436","C82","C75",0,NA,NA,NA,NA,NA
"437","C83","C74",0.2,3,0.469135802469136,NA,0.0920306513409962,NA
"438","C84","C83",0,NA,NA,NA,NA,NA
"439","C85","C83",0,NA,NA,NA,NA,NA
"440","C86","C83",0.1,2,0.659509202453988,-0.098159509202454,1.54571843251089,0.820029027576197
"441","C87","C86",0,NA,NA,NA,NA,NA
"442","C88","C86",0,NA,NA,NA,NA,NA
"443","C89","C73",0.3,2,0.748863636363636,-0.157954545454545,2.06042296072508,0.818731117824773
"444","C9","C6",0,NA,NA,NA,NA,NA
"445","C90","C89",0,NA,NA,NA,NA,NA
"446","C91","C89",0.2,2,0.753132832080201,0.174185463659148,6.85766423357664,5.06447688564477
"447","C92","C91",0,NA,NA,NA,NA,NA
"448","C93","C91",0.2,3,0.567567567567568,NA,0.0889795918367347,NA
"449","C94","C93",0,NA,NA,NA,NA,NA
"450","C95","C93",0,NA,NA,NA,NA,NA
"451","C96","C93",0.1,2,0.735785953177257,-0.0301003344481605,2.8491847826087,0.0855978260869565
"452","C97","C96",0,NA,NA,NA,NA,NA
"453","C98","C96",0,NA,NA,NA,NA,NA
"454","C99","C72",0,NA,NA,NA,NA,NA
"455","D1","A23",0.4,2,0.636091127098321,0.215227817745803,5.43333333333333,1.3
"456","D10","D9",0,NA,NA,NA,NA,NA
"457","D100","D99",0,NA,NA,NA,NA,NA
"458","D101","D99",0,NA,NA,NA,NA,NA
"459","D102","D66",0.4,2,0.560121765601218,-0.249619482496195,0.879518072289157,0.313253012048193
"460","D103","D102",0,NA,NA,NA,NA,NA
"461","D104","D102",0.3,2,0.668233082706767,-0.264097744360902,0.361702127659574,0.212765957446809
"462","D105","D104",0,NA,NA,NA,NA,NA
"463","D106","D104",0.3,2,0.848790322580645,0.0201612903225807,6,0.571428571428572
"464","D107","D106",0.3,2,0.450121654501217,-0.165450121654501,0.171052631578947,0.0131578947368421
"465","D108","D107",0,NA,NA,NA,NA,NA
"466","D109","D107",0.2,2,1.09090909090909,0.272727272727273,4.29166666666667,1.95833333333333
"467","D11","D9",0.1,3,0.595238095238095,NA,0.611635220125786,NA
"468","D110","D109",0,NA,NA,NA,NA,NA
"469","D111","D109",0.2,2,0.576811594202899,0.226086956521739,0.0861333333333333,0.0381333333333333
"470","D112","D111",0,NA,NA,NA,NA,NA
"471","D113","D111",0.1,2,0.684115523465704,0.0992779783393502,1.35300429184549,0.19206008583691
"472","D114","D113",0,NA,NA,NA,NA,NA
"473","D115","D113",0,NA,NA,NA,NA,NA
"474","D116","D106",0.2,2,0.573085846867749,-0.238979118329466,0.16695652173913,0.0504347826086957
"475","D117","D116",0,NA,NA,NA,NA,NA
"476","D118","D116",0.1,2,0.645714285714286,0.0228571428571429,5.20522388059702,2.77985074626866
"477","D119","D118",0,NA,NA,NA,NA,NA
"478","D12","D11",0,NA,NA,NA,NA,NA
"479","D121","D118",0,NA,NA,NA,NA,NA
"480","D124","D123",0.2,2,0.775297619047619,0.0193452380952381,1.24489795918367,0.0204081632653061
