"","nodeid","parent","indv","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"450","(84, 316, 23)-(84, 317, 22)","(84, 316, 23)-(89, 313, 34)","hht04",0,NA,NA,NA,NA,NA
"451","(84, 315, 22)-(84, 316, 23)","(84, 316, 23)-(89, 313, 34)","hht04",0.1,2,1.31426803487602,-0.16754546187583,2.73575478977257,0.686364916778595
"452","(84, 315, 22)-(86, 316, 19)","(84, 315, 22)-(84, 316, 23)","hht04",0,NA,NA,NA,NA,NA
"453","(84, 312, 22)-(84, 315, 22)","(84, 315, 22)-(84, 316, 23)","hht04",0,NA,NA,NA,NA,NA
"454","(81, 310, 37)-(89, 313, 34)","(89, 313, 34)-(90, 312, 34)","hht04",0.3,2,0.539176250272268,-0.080101457550094,1.04092130264605,0.794495480865485
"455","(79, 311, 38)-(81, 310, 37)","(81, 310, 37)-(89, 313, 34)","hht04",0.3,2,0.766891800487833,0.113911626000017,4.32305983016509,1.43232833311781
"456","(75, 317, 39)-(79, 311, 38)","(79, 311, 38)-(81, 310, 37)","hht04",0,NA,NA,NA,NA,NA
"457","(69, 314, 42)-(79, 311, 38)","(79, 311, 38)-(81, 310, 37)","hht04",0.2,2,0.701129911464277,-0.134884067114189,0.539268569887863,0.159217303871914
"458","(65, 311, 40)-(69, 314, 42)","(69, 314, 42)-(79, 311, 38)","hht04",0.2,2,0.71077633352835,-0.210104375990978,1.26604657560594,0.0637097943881621
"459","(65, 311, 40)-(66, 317, 38)","(65, 311, 40)-(69, 314, 42)","hht04",0,NA,NA,NA,NA,NA
"460","(59, 313, 41)-(65, 311, 40)","(65, 311, 40)-(69, 314, 42)","hht04",0.1,2,0.611194106006861,0.014211692996126,2.09315306916377,0.90602675853121
"461","(52, 309, 41)-(59, 313, 41)","(59, 313, 41)-(65, 311, 40)","hht04",0,NA,NA,NA,NA,NA
"462","(41, 317, 42)-(59, 313, 41)","(59, 313, 41)-(65, 311, 40)","hht04",0,NA,NA,NA,NA,NA
"463","(61, 317, 43)-(69, 314, 42)","(69, 314, 42)-(79, 311, 38)","hht04",0,NA,NA,NA,NA,NA
"464","(69, 298, 44)-(81, 310, 37)","(81, 310, 37)-(89, 313, 34)","hht04",0.2,2,0.652297075734435,0.103418942592759,0.673796713298701,0.032567023975856
"465","(64, 289, 51)-(69, 298, 44)","(69, 298, 44)-(81, 310, 37)","hht04",0.1,2,0.732580893825693,0.0574796604502564,0.582746256012277,0.0264878144501109
"466","(61, 283, 55)-(64, 289, 51)","(64, 289, 51)-(69, 298, 44)","hht04",0,NA,NA,NA,NA,NA
"467","(58, 291, 52)-(64, 289, 51)","(64, 289, 51)-(69, 298, 44)","hht04",0,NA,NA,NA,NA,NA
"468","(63, 301, 52)-(69, 298, 44)","(69, 298, 44)-(81, 310, 37)","hht04",0,NA,NA,NA,NA,NA
"469","(88, 224, 26)-(103, 259, 26)","(103, 259, 26)-(105, 253, 31)","hht04",0.5,2,0.59575273924944,0.20547148421795,0.23802314788175,0.188287133158569
"470","(88, 224, 26)-(89, 222, 25)","(88, 224, 26)-(103, 259, 26)","hht04",0.4,2,1.32747691509701,0.546455087725647,14.488565239881,12.8492105263158
"471","(89, 222, 25)-(91, 219, 23)","(88, 224, 26)-(89, 222, 25)","hht04",0,NA,NA,NA,NA,NA
"472","(77, 154, 28)-(89, 222, 25)","(88, 224, 26)-(89, 222, 25)","hht04",0.4,2,0.801935501728678,0.0909154109529521,0.26202441037345,0.0662801868519507
"473","(77, 154, 28)-(81, 142, 27)","(77, 154, 28)-(89, 222, 25)","hht04",0.2,2,0.517837726751339,-0.084022365284559,0.301924010711539,0.0476554573138216
"474","(81, 142, 27)-(84, 141, 26)","(77, 154, 28)-(81, 142, 27)","hht04",0,NA,NA,NA,NA,NA
"475","(80, 139, 26)-(81, 142, 27)","(77, 154, 28)-(81, 142, 27)","hht04",0.2,2,0.937682386777297,-0.100559419731767,0.744095946219936,0.479041583242517
"476","(80, 138, 26)-(80, 139, 26)","(80, 139, 26)-(81, 142, 27)","hht04",0,NA,NA,NA,NA,NA
"477","(78, 137, 23)-(80, 139, 26)","(80, 139, 26)-(81, 142, 27)","hht04",0.1,2,1.02919682452975,0.0041085970574071,2.65613960657431,2.33892269355361
"478","(77, 137, 22)-(78, 137, 23)","(78, 137, 23)-(80, 139, 26)","hht04",0,NA,NA,NA,NA,NA
"479","(72, 146, 13)-(78, 137, 23)","(78, 137, 23)-(80, 139, 26)","hht04",0,NA,NA,NA,NA,NA
"480","(75, 137, 30)-(77, 154, 28)","(77, 154, 28)-(89, 222, 25)","hht04",0.3,2,0.663175186349666,0.135043758556872,3.11114165130785,1.48798035672476
"481","(66, 118, 23)-(75, 137, 30)","(75, 137, 30)-(77, 154, 28)","hht04",0,NA,NA,NA,NA,NA
"482","(66, 72, 34)-(75, 137, 30)","(75, 137, 30)-(77, 154, 28)","hht04",0.2,2,0.511385395478899,-0.00981561900495317,0.120112752872169,0.00136442606480005
"483","(63, 69, 44)-(66, 72, 34)","(66, 72, 34)-(75, 137, 30)","hht04",0.2,2,0.975288317404753,0.161021046520696,0.261737112012695,0.0235959774327487
"484","(63, 69, 44)-(64, 67, 46)","(63, 69, 44)-(66, 72, 34)","hht04",0,NA,NA,NA,NA,NA
"485","(62, 66, 43)-(63, 69, 44)","(63, 69, 44)-(66, 72, 34)","hht04",0.1,3,0.968076988967226,NA,1.02459814772408,NA
"486","(62, 66, 43)-(64, 63, 46)","(62, 66, 43)-(63, 69, 44)","hht04",0,NA,NA,NA,NA,NA
"487","(62, 66, 41)-(62, 66, 43)","(62, 66, 43)-(63, 69, 44)","hht04",0,NA,NA,NA,NA,NA
"488","(58, 65, 44)-(62, 66, 43)","(62, 66, 43)-(63, 69, 44)","hht04",0,NA,NA,NA,NA,NA
"489","(62, 66, 39)-(66, 72, 34)","(66, 72, 34)-(75, 137, 30)","hht04",0,NA,NA,NA,NA,NA
"490","(79, 212, 34)-(88, 224, 26)","(88, 224, 26)-(103, 259, 26)","hht04",0.1,2,0.610770151912747,0.074689846277509,2.26210116092432,2.009252207111
"491","(76, 215, 33)-(79, 212, 34)","(79, 212, 34)-(88, 224, 26)","hht04",0,NA,NA,NA,NA,NA
"492","(0, 243, 42)-(79, 212, 34)","(79, 212, 34)-(88, 224, 26)","hht04",0,NA,NA,NA,NA,NA
"493","(114, 241, 35)-(120, 254, 47)","0","hht05",1,2,0.670064134153601,0.145723712680405,1.91699870718811,1.34867820765066
"494","(120, 254, 47)-(127, 260, 40)","(114, 241, 35)-(120, 254, 47)","hht05",1,2,1.0057925227128,0.201331482286203,0.43441285657294,0.0674235073866236
"495","(127, 260, 40)-(130, 259, 40)","(120, 254, 47)-(127, 260, 40)","hht05",1,2,0.595391658274413,0.324053699256527,1.45500392197499,1.09757042385043
"496","(130, 259, 40)-(139, 259, 35)","(127, 260, 40)-(130, 259, 40)","hht05",0.1,2,0.45893556447054,0.0366886353298687,0.434672815097232,0.161074420776018
"497","(139, 259, 35)-(143, 259, 40)","(130, 259, 40)-(139, 259, 35)","hht05",0,NA,NA,NA,NA,NA
"498","(139, 259, 35)-(142, 259, 34)","(130, 259, 40)-(139, 259, 35)","hht05",0,NA,NA,NA,NA,NA
"499","(130, 259, 40)-(131, 260, 41)","(127, 260, 40)-(130, 259, 40)","hht05",1,2,3.00616525427816,2.00616525427816,3.37579892667404,2.37579892667404
"500","(131, 260, 41)-(135, 267, 45)","(130, 259, 40)-(131, 260, 41)","hht05",1,2,0.706260003994863,-0.299972828774712,1.2494852889462,0.196903528308522
"501","(135, 267, 45)-(145, 259, 45)","(131, 260, 41)-(135, 267, 45)","hht05",0,NA,NA,NA,NA,NA
"502","(135, 267, 45)-(139, 275, 42)","(131, 260, 41)-(135, 267, 45)","hht05",1,2,0.295261637646814,0.0732704744099518,0.532041716896401,0.400274233468733
"503","(139, 275, 42)-(145, 273, 36)","(135, 267, 45)-(139, 275, 42)","hht05",0,NA,NA,NA,NA,NA
"504","(138, 276, 42)-(139, 275, 42)","(135, 267, 45)-(139, 275, 42)","hht05",0.9,2,2.28026733149208,-0.022653225431295,9.1379891752647,0.181545043339509
"505","(138, 276, 42)-(144, 285, 39)","(138, 276, 42)-(139, 275, 42)","hht05",0,NA,NA,NA,NA,NA
"506","(136, 284, 47)-(138, 276, 42)","(138, 276, 42)-(139, 275, 42)","hht05",0.8,3,0.797649083764905,NA,0.954178804274324,NA
"507","(136, 284, 47)-(141, 284, 50)","(136, 284, 47)-(138, 276, 42)","hht05",0,NA,NA,NA,NA,NA
"508","(136, 284, 47)-(138, 295, 49)","(136, 284, 47)-(138, 276, 42)","hht05",0,NA,NA,NA,NA,NA
"509","(125, 290, 40)-(136, 284, 47)","(136, 284, 47)-(138, 276, 42)","hht05",0.7,2,1.2559659299508,0.11456291381396,0.896417280779478,0.418157884692081
"510","(125, 290, 40)-(130, 293, 39)","(125, 290, 40)-(136, 284, 47)","hht05",0.3,2,0.69531792177952,0.0477383016273623,1.11575594496073,0.762483108135368
"511","(130, 293, 39)-(132, 305, 43)","(125, 290, 40)-(130, 293, 39)","hht05",0.2,2,0.561238481766276,0.0403943811745035,0.646937545348081,0.339749753971162
"512","(132, 305, 43)-(133, 308, 46)","(130, 293, 39)-(132, 305, 43)","hht05",0.1,2,0.911143870300474,-0.04668968018375,0.729218819806806,0.417795123945738
"513","(133, 308, 46)-(133, 312, 49)","(132, 305, 43)-(133, 308, 46)","hht05",0,NA,NA,NA,NA,NA
"514","(132, 308, 47)-(133, 308, 46)","(132, 305, 43)-(133, 308, 46)","hht05",0,NA,NA,NA,NA,NA
"515","(131, 317, 43)-(132, 305, 43)","(130, 293, 39)-(132, 305, 43)","hht05",0,NA,NA,NA,NA,NA
"516","(130, 293, 39)-(132, 294, 40)","(125, 290, 40)-(130, 293, 39)","hht05",0.2,2,0.952825711106272,0.0127154742063114,5.04490915758187,3.53628588669003
"517","(132, 294, 40)-(149, 308, 37)","(130, 293, 39)-(132, 294, 40)","hht05",0,NA,NA,NA,NA,NA
"518","(132, 294, 40)-(135, 295, 42)","(130, 293, 39)-(132, 294, 40)","hht05",0.1,2,0.60205188195915,0.058025650659198,2.80709228877867,0.0618354471845504
"519","(135, 295, 42)-(144, 294, 43)","(132, 294, 40)-(135, 295, 42)","hht05",0,NA,NA,NA,NA,NA
"520","(135, 295, 42)-(141, 303, 46)","(132, 294, 40)-(135, 295, 42)","hht05",0,NA,NA,NA,NA,NA
"521","(118, 281, 38)-(125, 290, 40)","(125, 290, 40)-(136, 284, 47)","hht05",0.7,2,1.26834854193342,-0.0204182356003545,0.989928301197951,0.290319861096581
"522","(118, 281, 38)-(136, 274, 30)","(118, 281, 38)-(125, 290, 40)","hht05",0,NA,NA,NA,NA,NA
"523","(110, 289, 35)-(118, 281, 38)","(118, 281, 38)-(125, 290, 40)","hht05",0.7,2,0.774314516569261,0.190416333187484,0.392617545158501,0.235347080593021
"524","(110, 289, 35)-(115, 295, 32)","(110, 289, 35)-(118, 281, 38)","hht05",0,NA,NA,NA,NA,NA
"525","(108, 289, 34)-(110, 289, 35)","(110, 289, 35)-(118, 281, 38)","hht05",0.6,2,1.50844103215395,0.680876846149919,3.22847669429346,2.06036028825
"526","(107, 287, 33)-(108, 289, 34)","(108, 289, 34)-(110, 289, 35)","hht05",0.6,2,1.84844128013681,-0.151222418036206,5.97307078478431,0.0804616436894119
"527","(107, 287, 33)-(116, 284, 32)","(107, 287, 33)-(108, 289, 34)","hht05",0,NA,NA,NA,NA,NA
"528","(107, 287, 33)-(111, 279, 27)","(107, 287, 33)-(108, 289, 34)","hht05",0.5,2,0.562446194608966,0.081719660495316,0.505808724722716,0.127038235420768
"529","(111, 279, 27)-(115, 285, 26)","(107, 287, 33)-(111, 279, 27)","hht05",0.5,2,1.33903539159725,0.0387859820643716,1.38703084500102,0.640201735605527
"530","(115, 285, 26)-(121, 283, 25)","(111, 279, 27)-(115, 285, 26)","hht05",0,NA,NA,NA,NA,NA
"531","(115, 285, 26)-(118, 295, 23)","(111, 279, 27)-(115, 285, 26)","hht05",0.5,2,0.696394244657859,0.124262979926026,0.363177388185152,0.170737472029705
"532","(118, 295, 23)-(122, 290, 21)","(115, 285, 26)-(118, 295, 23)","hht05",0.4,2,0.37998831788247,0.0706991848769679,0.291919751988303,0.139310782070041
"533","(122, 290, 21)-(123, 289, 20)","(118, 295, 23)-(122, 290, 21)","hht05",0.4,2,2.50037712991595,0.376846345119206,3.57069793155524,0.355177179687711
"534","(123, 289, 20)-(126, 294, 22)","(122, 290, 21)-(123, 289, 20)","hht05",0.3,2,0.587488878802243,0.205008176217432,0.913524780547534,0.703196454070615
"535","(126, 294, 22)-(129, 302, 23)","(123, 289, 20)-(126, 294, 22)","hht05",0,NA,NA,NA,NA,NA
"536","(126, 294, 22)-(127, 294, 21)","(123, 289, 20)-(126, 294, 22)","hht05",0.3,2,1.16446909433843,0.255776734598004,2.58857598928757,1.37751572776374
"537","(127, 294, 21)-(131, 295, 18)","(126, 294, 22)-(127, 294, 21)","hht05",0.2,2,0.710228345669504,0.00612488722184987,0.36965653384872,0.117519147388208
"538","(131, 295, 18)-(132, 295, 17)","(127, 294, 21)-(131, 295, 18)","hht05",0,NA,NA,NA,NA,NA
"539","(131, 295, 18)-(131, 297, 18)","(127, 294, 21)-(131, 295, 18)","hht05",0.1,2,0.86747139487563,0.0876322141684312,3.28866474929345,1.64433226900245
"540","(131, 297, 18)-(133, 306, 16)","(131, 295, 18)-(131, 297, 18)","hht05",0,NA,NA,NA,NA,NA
"541","(128, 297, 18)-(131, 297, 18)","(131, 295, 18)-(131, 297, 18)","hht05",0,NA,NA,NA,NA,NA
"542","(126, 293, 20)-(127, 294, 21)","(126, 294, 22)-(127, 294, 21)","hht05",0.2,2,1.47279552613964,0.188582319455081,4.77654526576953,1.74477764893072
"543","(126, 293, 20)-(130, 285, 17)","(126, 293, 20)-(127, 294, 21)","hht05",0.1,2,0.648046421438856,0.0227282755097301,0.384373287381262,0.171257221493883
"544","(130, 285, 17)-(133, 287, 18)","(126, 293, 20)-(130, 285, 17)","hht05",0,NA,NA,NA,NA,NA
"545","(130, 283, 18)-(130, 285, 17)","(126, 293, 20)-(130, 285, 17)","hht05",0,NA,NA,NA,NA,NA
"546","(124, 294, 16)-(126, 293, 20)","(126, 293, 20)-(127, 294, 21)","hht05",0,NA,NA,NA,NA,NA
"547","(123, 289, 20)-(124, 285, 19)","(122, 290, 21)-(123, 289, 20)","hht05",0,NA,NA,NA,NA,NA
"548","(120, 293, 18)-(122, 290, 21)","(118, 295, 23)-(122, 290, 21)","hht05",0.1,2,0.783523435824523,0.0652550630012365,0.959253907689019,0.313145515486645
"549","(120, 293, 18)-(121, 293, 16)","(120, 293, 18)-(122, 290, 21)","hht05",0,NA,NA,NA,NA,NA
"550","(116, 289, 18)-(120, 293, 18)","(120, 293, 18)-(122, 290, 21)","hht05",0,NA,NA,NA,NA,NA
"551","(118, 295, 23)-(119, 297, 24)","(115, 285, 26)-(118, 295, 23)","hht05",0.3,2,0.809792552781795,0.366152470282159,1.73332241924047,1.3099165143261
"552","(119, 297, 24)-(120, 298, 23)","(118, 295, 23)-(119, 297, 24)","hht05",0.3,2,2.19359303534604,0.29132273254255,5.16634428683153,0.744777986030582
"553","(120, 298, 23)-(122, 306, 21)","(119, 297, 24)-(120, 298, 23)","hht05",0.2,2,0.586172605272821,0.183744477558178,0.304125649706482,0.134953036818573
"554","(122, 306, 21)-(125, 303, 22)","(120, 298, 23)-(122, 306, 21)","hht05",0.1,3,0.906869294087715,NA,1.71756303740509,NA
"555","(125, 303, 22)-(130, 302, 19)","(122, 306, 21)-(125, 303, 22)","hht05",0,NA,NA,NA,NA,NA
"556","(125, 303, 22)-(127, 299, 19)","(122, 306, 21)-(125, 303, 22)","hht05",0,NA,NA,NA,NA,NA
"557","(125, 303, 22)-(125, 310, 24)","(122, 306, 21)-(125, 303, 22)","hht05",0,NA,NA,NA,NA,NA
"558","(121, 307, 22)-(122, 306, 21)","(120, 298, 23)-(122, 306, 21)","hht05",0.1,2,1.32113914454203,0.203104232535798,2.3988612766646,0.398861950864324
"559","(121, 307, 22)-(124, 310, 22)","(121, 307, 22)-(122, 306, 21)","hht05",0,NA,NA,NA,NA,NA
"560","(121, 305, 24)-(121, 307, 22)","(121, 307, 22)-(122, 306, 21)","hht05",0,NA,NA,NA,NA,NA
"561","(120, 298, 23)-(122, 297, 18)","(119, 297, 24)-(120, 298, 23)","hht05",0,NA,NA,NA,NA,NA
"562","(119, 297, 24)-(119, 301, 28)","(118, 295, 23)-(119, 297, 24)","hht05",0,NA,NA,NA,NA,NA
"563","(111, 279, 27)-(115, 276, 30)","(107, 287, 33)-(111, 279, 27)","hht05",0,NA,NA,NA,NA,NA
"564","(99, 285, 34)-(108, 289, 34)","(108, 289, 34)-(110, 289, 35)","hht05",0.3,2,0.813427180543374,-0.106840466312563,1.2140990063229,0.69008102318427
"565","(93, 283, 34)-(99, 285, 34)","(99, 285, 34)-(108, 289, 34)","hht05",0.2,2,0.525430471376866,-0.0896438795251251,4.39390340258271,1.43342102112489
"566","(81, 274, 26)-(93, 283, 34)","(93, 283, 34)-(99, 285, 34)","hht05",0.1,2,0.449482642556204,0.00419776227672095,0.253571373881223,0.0934629891277645
"567","(79, 275, 26)-(81, 274, 26)","(81, 274, 26)-(93, 283, 34)","hht05",0,NA,NA,NA,NA,NA
"568","(77, 269, 25)-(81, 274, 26)","(81, 274, 26)-(93, 283, 34)","hht05",0,NA,NA,NA,NA,NA
"569","(67, 277, 51)-(93, 283, 34)","(93, 283, 34)-(99, 285, 34)","hht05",0,NA,NA,NA,NA,NA
"570","(84, 293, 38)-(99, 285, 34)","(99, 285, 34)-(108, 289, 34)","hht05",0.2,2,0.536473957832129,-0.135054012679277,1.15215663395134,0.0709896374307394
"571","(78, 317, 43)-(84, 293, 38)","(84, 293, 38)-(99, 285, 34)","hht05",0,NA,NA,NA,NA,NA
"572","(61, 296, 40)-(84, 293, 38)","(84, 293, 38)-(99, 285, 34)","hht05",0.2,2,0.607546678684641,0.135172443394025,0.41709162681338,0.169176233430675
"573","(56, 294, 42)-(61, 296, 40)","(61, 296, 40)-(84, 293, 38)","hht05",0,NA,NA,NA,NA,NA
"574","(49, 305, 40)-(61, 296, 40)","(61, 296, 40)-(84, 293, 38)","hht05",0.1,2,0.592850884551572,-0.160895177376359,0.349997613786659,0.00259952865447052
"575","(49, 305, 40)-(49, 309, 42)","(49, 305, 40)-(61, 296, 40)","hht05",0,NA,NA,NA,NA,NA
"576","(44, 305, 39)-(49, 305, 40)","(49, 305, 40)-(61, 296, 40)","hht05",0,NA,NA,NA,NA,NA
"577","(131, 260, 41)-(132, 259, 42)","(130, 259, 40)-(131, 260, 41)","hht05",0.3,2,2.19459132041768,-0.267251041206507,9.46782078422912,1.30039474393894
"578","(132, 259, 42)-(141, 248, 48)","(131, 260, 41)-(132, 259, 42)","hht05",0,NA,NA,NA,NA,NA
"579","(132, 259, 42)-(136, 247, 44)","(131, 260, 41)-(132, 259, 42)","hht05",0.2,2,0.697646200571701,-0.0432344819588275,0.320098812530991,0.0808711028240866
"580","(136, 247, 44)-(137, 243, 47)","(132, 259, 42)-(136, 247, 44)","hht05",0.1,2,0.756421263118822,0.0971747759397956,2.10380856132157,0.479618425384013
"581","(137, 243, 47)-(141, 234, 47)","(136, 247, 44)-(137, 243, 47)","hht05",0,NA,NA,NA,NA,NA
"582","(132, 236, 48)-(137, 243, 47)","(136, 247, 44)-(137, 243, 47)","hht05",0,NA,NA,NA,NA,NA
"583","(136, 244, 43)-(136, 247, 44)","(132, 259, 42)-(136, 247, 44)","hht05",0.1,2,0.577629861682528,-0.0175932252148585,3.23663703195063,0.196974015420634
"584","(136, 244, 43)-(141, 235, 41)","(136, 244, 43)-(136, 247, 44)","hht05",0,NA,NA,NA,NA,NA
"585","(133, 236, 40)-(136, 244, 43)","(136, 244, 43)-(136, 247, 44)","hht05",0,NA,NA,NA,NA,NA
"586","(123, 257, 36)-(127, 260, 40)","(120, 254, 47)-(127, 260, 40)","hht05",0.5,2,0.692666472487281,0.0597712055226012,1.78234948710574,1.25957253407547
"587","(123, 257, 36)-(126, 257, 22)","(123, 257, 36)-(127, 260, 40)","hht05",0.1,2,0.330673388154814,0.0423817210631868,0.264755817312937,0.145332150106855
"588","(126, 257, 22)-(126, 263, 18)","(123, 257, 36)-(126, 257, 22)","hht05",0,NA,NA,NA,NA,NA
"589","(126, 255, 21)-(126, 257, 22)","(123, 257, 36)-(126, 257, 22)","hht05",0,NA,NA,NA,NA,NA
"590","(121, 259, 34)-(123, 257, 36)","(123, 257, 36)-(127, 260, 40)","hht05",0.5,2,1.23079765779927,-0.119687526524475,2.82392863728346,0.283832786276255
"591","(121, 259, 34)-(123, 266, 28)","(121, 259, 34)-(123, 257, 36)","hht05",0.1,2,0.431460805692188,0.0248819914720361,0.454623543338082,0.132848521478594
"592","(123, 266, 28)-(126, 263, 26)","(121, 259, 34)-(123, 266, 28)","hht05",0,NA,NA,NA,NA,NA
"593","(121, 268, 26)-(123, 266, 28)","(121, 259, 34)-(123, 266, 28)","hht05",0,NA,NA,NA,NA,NA
"594","(118, 257, 28)-(121, 259, 34)","(121, 259, 34)-(123, 257, 36)","hht05",0.5,2,1.0432536182762,0.100795055563287,1.87102205519445,0.0508358105044086
"595","(118, 257, 28)-(119, 260, 18)","(118, 257, 28)-(121, 259, 34)","hht05",0.3,2,0.55395656505877,0.121163573267523,0.373993075288627,0.186996520380873
"596","(119, 260, 18)-(120, 264, 22)","(118, 257, 28)-(119, 260, 18)","hht05",0.1,2,0.69965759848667,0.109490545649572,0.939184047570924,0.211573206839921
"597","(120, 264, 22)-(125, 267, 20)","(119, 260, 18)-(120, 264, 22)","hht05",0,NA,NA,NA,NA,NA
"598","(118, 268, 29)-(120, 264, 22)","(119, 260, 18)-(120, 264, 22)","hht05",0,NA,NA,NA,NA,NA
"599","(119, 260, 18)-(120, 262, 16)","(118, 257, 28)-(119, 260, 18)","hht05",0.2,2,1.26450379445722,0.12432854139037,1.87387171642384,0.873871716423835
"600","(119, 262, 14)-(120, 262, 16)","(119, 260, 18)-(120, 262, 16)","hht05",0.2,2,1.20133812387947,0.231312532531375,2.82159188474087,0.082951161103182
"601","(116, 267, 11)-(119, 262, 14)","(119, 262, 14)-(120, 262, 16)","hht05",0,NA,NA,NA,NA,NA
"602","(116, 263, 8)-(119, 262, 14)","(119, 262, 14)-(120, 262, 16)","hht05",0.1,2,0.545679919384667,-0.033317909309769,0.343611351861347,0.0741837189666871
"603","(116, 263, 8)-(116, 266, 6)","(116, 263, 8)-(119, 262, 14)","hht05",0,NA,NA,NA,NA,NA
"604","(116, 262, 6)-(116, 263, 8)","(116, 263, 8)-(119, 262, 14)","hht05",0,NA,NA,NA,NA,NA
"605","(117, 268, 18)-(120, 262, 16)","(119, 260, 18)-(120, 262, 16)","hht05",0,NA,NA,NA,NA,NA
"606","(110, 263, 28)-(118, 257, 28)","(118, 257, 28)-(121, 259, 34)","hht05",0.4,2,0.884489820840029,0.217718792505187,1.46894634920265,0.98476554753211
"607","(110, 263, 28)-(111, 267, 23)","(110, 263, 28)-(118, 257, 28)","hht05",0,NA,NA,NA,NA,NA
"608","(82, 268, 33)-(110, 263, 28)","(110, 263, 28)-(118, 257, 28)","hht05",0.4,2,0.518500926215129,-0.127519491770142,0.185177075863218,0.0121487806543513
"609","(82, 268, 33)-(83, 272, 32)","(82, 268, 33)-(110, 263, 28)","hht05",0,NA,NA,NA,NA,NA
"610","(77, 267, 33)-(82, 268, 33)","(82, 268, 33)-(110, 263, 28)","hht05",0.3,2,0.909710950247488,-0.279190959904982,1.85868592129679,0.784048126271356
"611","(73, 272, 35)-(77, 267, 33)","(77, 267, 33)-(82, 268, 33)","hht05",0.2,2,0.731927011346675,-0.0300107318201024,1.51546048089757,0.395830723187302
"612","(68, 273, 43)-(73, 272, 35)","(73, 272, 35)-(77, 267, 33)","hht05",0.1,2,0.513787348782976,0.0269749307681096,0.639678224959756,0.116890020758089
"613","(68, 273, 43)-(73, 271, 47)","(68, 273, 43)-(73, 272, 35)","hht05",0,NA,NA,NA,NA,NA
"614","(61, 276, 49)-(68, 273, 43)","(68, 273, 43)-(73, 272, 35)","hht05",0,NA,NA,NA,NA,NA
"615","(67, 276, 35)-(73, 272, 35)","(73, 272, 35)-(77, 267, 33)","hht05",0.2,2,0.745186762606929,0.289386373492989,1.56532763478681,1.00993615540224
"616","(66, 292, 45)-(67, 276, 35)","(67, 276, 35)-(73, 272, 35)","hht05",0.1,2,0.484507175692197,0.0372574034610483,0.970712429542202,0.156891054001152
"617","(66, 292, 45)-(74, 311, 48)","(66, 292, 45)-(67, 276, 35)","hht05",0,NA,NA,NA,NA,NA
"618","(57, 305, 47)-(66, 292, 45)","(66, 292, 45)-(67, 276, 35)","hht05",0,NA,NA,NA,NA,NA
"619","(64, 278, 33)-(67, 276, 35)","(67, 276, 35)-(73, 272, 35)","hht05",0,NA,NA,NA,NA,NA
"620","(65, 259, 41)-(77, 267, 33)","(77, 267, 33)-(82, 268, 33)","hht05",0.1,2,0.512232632699831,0.041931429739886,0.293108440749954,0.0207508376286985
"621","(62, 257, 44)-(65, 259, 41)","(65, 259, 41)-(77, 267, 33)","hht05",0,NA,NA,NA,NA,NA
"622","(60, 260, 40)-(65, 259, 41)","(65, 259, 41)-(77, 267, 33)","hht05",0,NA,NA,NA,NA,NA
"623","(114, 317, 37)-(120, 254, 47)","(114, 241, 35)-(120, 254, 47)","hht05",0,NA,NA,NA,NA,NA
"624","(96, 242, 31)-(96, 259, 48)","0","hht06",1,3,0.339861087554622,NA,1.11340895364507,NA
"625","(96, 242, 31)-(157, 226, 26)","(96, 242, 31)-(96, 259, 48)","hht06",0,NA,NA,NA,NA,NA
"626","(96, 242, 31)-(97, 244, 26)","(96, 242, 31)-(96, 259, 48)","hht06",0,NA,NA,NA,NA,NA
"627","(93, 243, 28)-(96, 242, 31)","(96, 242, 31)-(96, 259, 48)","hht06",0.9,2,0.687351211665123,-0.0114794282291555,0.941528261927023,0.402672927628626
"628","(93, 242, 26)-(93, 243, 28)","(93, 243, 28)-(96, 242, 31)","hht06",0.9,2,0.8768891459671,0.191659804699143,2.76673271447528,0.211032186155725
"629","(91, 246, 22)-(93, 242, 26)","(93, 242, 26)-(93, 243, 28)","hht06",0,NA,NA,NA,NA,NA
"630","(91, 240, 21)-(93, 242, 26)","(93, 242, 26)-(93, 243, 28)","hht06",0.8,2,0.896072245221499,0.0663411397801,8.26772273879484,6.44493966781166
"631","(91, 240, 21)-(106, 144, 25)","(91, 240, 21)-(93, 242, 26)","hht06",0.8,2,0.746208102045161,0.158810646624421,0.599695338544885,0.145149572622415
"632","(106, 144, 25)-(115, 108, 26)","(91, 240, 21)-(106, 144, 25)","hht06",0,NA,NA,NA,NA,NA
"633","(95, 84, 27)-(106, 144, 25)","(91, 240, 21)-(106, 144, 25)","hht06",0.6,2,0.951824122857805,-0.00747144945576657,0.164472285337914,0.113214597939261
"634","(95, 84, 27)-(97, 73, 25)","(95, 84, 27)-(106, 144, 25)","hht06",0.6,2,0.6313326531883,-0.127575091364553,0.537776933928192,0.0251588280394298
"635","(97, 73, 25)-(105, 71, 20)","(95, 84, 27)-(97, 73, 25)","hht06",0.3,2,0.839353967332307,0.15448486531519,0.51312983006776,0.238034506165603
"636","(105, 71, 20)-(111, 69, 19)","(97, 73, 25)-(105, 71, 20)","hht06",0.3,2,0.781257501533647,-0.137428096410822,1.07186100783358,0.711252129338265
