,beta,gamma,group
3596,1.140175253,1,hht
3597,0.970025591,2.738640724,hht
3598,0.578997829,0.269427633,hht
3599,0.666771028,0.484180802,hht
3600,0.646020418,0.173028295,hht
3601,1.18890191,1.074637795,hht
3602,0.761937743,1.119629758,hht
3603,0.486812418,0.522788204,hht
3604,0.455800389,0.555391479,hht
3605,0.447249772,0.813821376,hht
3606,0.470301203,0.272357603,hht
3607,0.69883064,0.538855334,hht
3608,0.685229341,2.555700528,hht
3609,0.829731105,1.822783071,hht
3610,0.587397455,0.454545766,hht
3611,0.959295572,0.051257687,hht
3612,0.758907745,0.512618106,hht
3613,0.684869102,0.275095324,hht
3614,0.918685598,0.360608878,hht
3615,1.062411227,0.156345872,hht
3616,1.246289007,0.214605734,hht
3617,0.997466488,0.402034697,hht
3618,1.051442495,0.226135896,hht
3619,0.845237125,0.164673694,hht
3620,0.45128869,0.280577688,hht
3621,0.4759246,0.116859963,hht
3622,0.86002864,0.192617679,hht
3623,0.999345771,1.239717733,hht
3624,0.493577883,2.336559213,hht
3625,0.414069169,0.016337538,hht
3626,0.604482575,0.11094867,hht
3627,0.988574909,1.242514099,hht
3628,0.907628765,0.094836074,hht
3629,0.586859156,0.402032628,hht
3630,1.70873586,0.158694822,hht
3631,0.988002205,0.738801313,hht
3632,0.582716899,0.295594414,hht
3633,0.375368309,0.01217353,hht
3634,1.003446296,2.464466053,hht
3635,0.692750167,0.497613297,hht
3636,0.819027539,0.454210534,hht
3637,1.192989389,3.557064339,hht
3638,0.935147203,1.143511228,hht
3639,0.913351272,0.636366641,hht
3640,0.663525235,0.423096154,hht
3641,0.639413599,0.236698692,hht
3642,1.17708884,0.288696078,hht
3643,0.885842281,0.032261965,hht
3644,0.539951098,0.957201083,hht
3645,0.702787037,0.149974954,hht
3646,0.51140353,0.041361042,hht
3647,0.69751509,0.568511019,hht
3648,0.676749252,0.774774217,hht
3649,0.596028919,0.078191979,hht
3650,1.331469225,0.564075942,hht
3651,0.743940805,2.084835938,hht
3652,0.816726723,0.545146254,hht
3653,0.929142383,0.308890107,hht
3654,0.894426902,0.5,hht
3655,0.921925122,2.941356772,hht
3656,0.986685715,0.256792851,hht
3657,0.889885324,1.894190219,hht
3658,0.899706388,1.544219214,hht
3659,0.618156757,0.490687015,hht
3660,0.433060943,0.140319619,hht
3661,0.334250702,0.113299634,hht
3662,0.800567097,0.35550832,hht
3663,1.003420625,0.331064419,hht
3664,0.714511582,0.15031254,hht
3665,0.830067944,0.532163534,hht
3666,0.844888465,0.14008774,hht
3667,0.663392929,0.319536811,hht
3668,0.658378759,0.170889024,hht
3669,1.331469225,0.564075942,hht
3670,0.755723994,0.617982378,hht
3671,0.811487302,1.290790437,hht
3672,0.816500496,2.583309569,hht
3673,0.620778435,0.086497885,hht
3674,0.903294673,2.174412247,hht
3675,0.447205342,0.454562914,hht
3676,0.640251371,0.566309418,hht
3677,0.741392831,0.094333948,hht
3678,0.932162782,0.047951768,hht
3679,0.805397003,0.033513738,hht
3680,0.709437519,1.717472072,hht
3681,0.427568414,0.341630883,hht
3682,0.816292022,1.190250311,hht
3683,1.161446323,0.390324064,hht
3684,0.496649375,0.398082357,hht
3685,0.730818086,0.784875528,hht
3686,0.272502391,0.975843165,hht
3687,0.353224888,0.058933048,hht
3688,0.98495726,1.030776078,hht
3689,1,1,hht
3690,0.908087498,1.212678703,hht
3691,0.492945464,0.144035857,hht
3692,0.305789348,0.01834371,hht
3693,1.123433829,1.296535261,hht
3694,0.721973036,0.088206018,hht
3695,0.628679942,1.686744498,hht
3696,0.632548403,0.188731775,hht
3697,0.867145041,0.402997501,hht
3698,0.782367294,0.085985601,hht
3699,1.575443522,3.424620479,hht
3700,0.843935693,0.165181878,hht
3701,0.610951137,0.47521932,hht
3702,0.519984352,0.372326657,hht
3703,0.421548866,0.200977108,hht
3704,0.754715173,0.205394637,hht
3705,0.562296018,0.150608757,hht
3706,0.925132249,7.010408899,hht
3707,0.753557766,0.454459231,hht
3708,1.09495243,8.549363098,hht
3709,0.328671707,0.055934168,hht
3710,0.494044133,0.023648064,hht
3711,0.76374073,0.237376456,hht
3712,1.314717759,3.181981313,hht
3713,0.572078039,0.555555595,hht
3714,1.696653889,3.473862829,hht
3715,0.495175095,1.398282791,hht
3716,0.619198793,0.547812184,hht
3717,0.426118414,0.734306663,hht
3718,0.775720465,0.271320851,hht
3719,0.281380609,0.487864345,hht
3720,0.311132161,0.146528303,hht
3721,1.369665932,3.731370234,hht
3722,0.556669189,0.124991313,hht
3723,0.5606233,0.077497159,hht
3724,1.054092338,1,hht
3725,0.820523522,0.133731801,hht
3726,0.649055279,0.443100919,hht
3727,0.914345295,0.439394978,hht
3728,0.661719144,0.10380789,hht
3729,0.655455787,1.80391072,hht
3730,0.555498523,0.209075127,hht
3731,0.565771284,0.312404824,hht
3732,1.18884801,0.101076314,hht
3733,0.86710345,1.125401336,hht
3734,0.811157249,0.151462386,hht
3735,0.780115144,0.514910344,hht
3736,0.750705473,2.191954327,hht
3737,0.680093475,0.257385199,hht
3738,0.829767097,0.038730795,hht
3739,1.425184355,0.984664243,hht
3740,0.609346183,0.1265535,hht
3741,0.728266044,0.765973638,hht
3742,0.802517242,0.264291535,hht
3743,0.783504832,0.271497314,hht
3744,0.798635272,0.332573174,hht
3745,1.072728704,0.248285593,hht
3746,0.668538968,0.223741643,hht
3747,0.807510315,3.345970794,hht
3748,0.360842036,0.315620325,hht
3749,1.02763154,0.082343109,hht
3750,0.78178438,6.142490845,hht
3751,0.625137147,0.722818205,hht
3752,0.316456802,0.05066656,hht
3753,1.436231017,2.504735496,hht
3754,0.371044418,0.169659417,hht
3755,1.686634941,1.990091677,hht
3756,0.637398807,0.855519655,hht
3757,0.39862282,0.089265986,hht
3758,1.357867813,2.756979016,hht
3759,0.429796748,0.324323665,hht
3760,0.294278732,0.245688365,hht
3761,0.744828877,1.501547494,hht
3762,0.662376947,0.348282585,hht
3763,0.573587937,0.909777478,hht
3764,0.464206263,0.632815546,hht
3765,0.917140995,0.704505269,hht
3766,0.964716054,0.637975972,hht
3767,0.830773812,1.372628283,hht
3768,1.02223451,1.435458165,hht
3769,0.675749603,0.567755752,hht
3770,0.494519742,0.325273422,hht
3771,0.784374009,0.398050928,hht
3772,0.55162202,0.547728292,hht
3773,0.810092063,0.789443669,hht
3774,0.490447491,0.386729538,hht
3775,0.908080557,0.606346627,hht
3776,0.622019194,0.630389193,hht
3777,1.23965808,1.905895048,hht
3778,0.47206312,0.565187767,hht
3779,0.649485707,0.468468635,hht
3780,0.643625091,0.915648019,hht
3781,0.405835099,0.275980381,hht
3782,0.540559645,0.159174796,hht
3783,0.516127597,1.999849613,hht
3784,0.902808128,0.126775,hht
3785,0.74297054,0.322058006,hht
3786,0.811963935,0.947996104,hht
3787,0.482676127,0.064063816,hht
3788,0.777439051,1.654501449,hht
3789,0.974628286,0.042109625,hht
3790,0.854574434,1.36930683,hht
3791,1.109265467,0.507937514,hht
3792,0.966257223,2.998962616,hht
3793,0.875366161,0.313208011,hht
3794,0.684899954,0.666187976,hht
3795,0.534095959,0.701119786,hht
3796,0.543008644,0.13213492,hht
3797,0.961483223,0.044151942,hht
3798,0.877197292,0.794627758,hht
3799,0.389059392,0.249662039,hht
3800,1.103002747,0.913743314,hht
3801,0.527127644,1.265364277,hht
3802,0.494809733,1.493708488,hht
3803,0.725593088,2.909900615,hht
3804,0.775621022,0.060707267,hht
3805,0.74108792,0.164354761,hht
3806,0.584549937,0.688601215,hht
3807,0.501629677,0.059216026,hht
3808,0.551679286,0.064822492,hht
3809,0.75640387,1.588912439,hht
3810,0.822858666,0.393838099,hht
3811,0.905254806,0.065960859,hht
3812,0.90869236,1.211060262,hht
3813,0.813237031,0.137459108,hht
3814,1.264274512,1.564075942,hht
3815,0.829036606,0.64018487,hht
3816,1.331469225,0.564075942,hht
3817,0.806172585,1.503428536,hht
3818,0.72646248,1.095456603,hht
3819,0.829981877,0.118332249,hht
3820,0.842313481,1.018600087,hht
3821,0.430907016,2.373305754,hht
3822,0.627515247,0.215134464,hht
3823,0.856359262,0.161783817,hht
3824,1.032208561,1.474889891,hht
3825,0.925391168,0.761574796,hht
3826,0.660768745,0.097461619,hht
3827,1.170173083,0.730296511,hht
3828,0.844174007,2.806505028,hht
3829,1.077962431,0.172116513,hht
3830,0.633861839,0.405173463,hht
3831,0.822023717,0.219244087,hht
3832,0.744417947,1.203026117,hht
3833,1.184943385,0.118700765,hht
3834,1.072306452,0.036236914,hht
3835,0.702996095,0.546880739,hht
3836,0.899151627,0.742139375,hht
3837,0.582394206,0.491376729,hht
3838,1.322875657,2,hht
3839,1.079521635,0.528276303,hht
3840,0.575288766,0.159869843,hht
3841,0.785698427,0.117992635,hht
3842,0.455498525,0.49014706,hht
3843,0.586830087,0.088893618,hht
3844,1.133461314,0.155673893,hht
3845,1.176531341,0.043783327,hht
3846,0.999259244,1.064076301,hht
3847,0.773639606,0.159123274,hht
3848,0.541237054,1.204836594,hht
3849,0.880256462,0.073762779,hht
3850,0.789179048,0.563417375,hht
3851,0.829450552,0.188510118,hht
3852,1.183405391,1.897890262,hht
3853,0.522842291,0.688161582,hht
3854,0.132035248,0.288974513,hht
3855,0.404870257,0.263478369,hht
3856,0.467220283,0.422208618,hht
3857,0.561890602,0.618020966,hht
3858,1.529580344,0.566043273,hht
3859,0.889731292,1.521030292,hht
3860,0.828897181,0.188564762,hht
3861,0.477756024,0.187970145,hht
3862,1.303723021,4.480436299,hht
3863,0.534771732,0.141282353,hht
3864,1.331469225,0.282038066,hht
3865,1.154921164,0.068155615,hht
3866,0.97554836,0.100072172,hht
3867,1.178870078,0.035100538,hht
3868,0.924721053,0.099292088,hht
3869,0.66031917,0.156947861,hht
3870,0.829678271,0.648133223,hht
3871,0.743883934,0.810094106,hht
3872,0.724734557,0.368494775,hht
3873,0.537313051,0.723198946,hht
3874,0.810490035,0.253719736,hht
3875,0.382994867,0.51386935,hht
3876,1.162688677,1.006332903,hht
3877,0.719532274,0.814409658,hht
3878,0.745148656,0.77314848,hht
3879,0.832104559,0.169217939,hht
3880,0.764256373,0.451243299,hht
3881,0.70866706,4.392365295,hht
3882,0.63199066,0.842584236,hht
3883,0.416470999,1.014711212,hht
3884,0.493225306,0.008708974,hht
3885,0.982207668,0.345519791,hht
3886,1.50799689,3.517950568,hht
3887,0.659402887,1.724881132,hht
3888,0.683273081,0.428391256,hht
3889,1.039958997,0.042028613,hht
3890,0.253512276,0.072708966,hht
3891,1.101071445,1.095430264,hht
3892,0.384854159,0.023003792,hht
3893,0.535192617,0.150928329,hht
3894,0.797614016,0.212878595,hht
3895,0.501446504,0.482055344,hht
3896,0.665971956,0.013582523,hht
3897,0.856435875,0.228951009,hht
3898,0.584477687,0.137934799,hht
3899,0.395669043,0.10826417,hht
3900,0.500576526,0.064137814,hht
3901,0.933758411,0.73402381,hht
3902,0.728812559,0.470661614,hht
3903,0.757775201,3.48296972,hht
3904,1.143970207,0.054581001,hht
3905,1.117815712,3.021588475,hht
3906,0.532492616,0.691730316,hht
3907,0.239219659,0.137594875,hht
3908,0.401834135,0.07831075,hht
3909,0.238280245,0.036616639,hht
3910,0.179629511,0.143479917,hht
3911,1.369818125,1.534655479,hht
3912,1.734299853,1.243147042,hht
3913,0.926756296,4.169855459,hht
3914,0.72469987,0.448199465,hht
3915,0.850609257,0.60049907,hht
3916,0.698687294,0.353188097,hht
3917,0.658704596,0.209520137,hht
3918,1,1,hht
3919,0.798240789,0.654229522,hht
3920,0.278560798,0.672033635,hht
3921,0.366826388,0.186146679,hht
3922,2.128424105,2.105529723,hht
3923,0.849548531,0.629797616,hht
3924,0.76519245,1.798971109,hht
3925,0.455921387,0.121793192,hht
3926,0.913449167,1.797723902,hht
3927,0.895829584,0.213147,hht
3928,0.613708035,1.633890691,hht
3929,0.265149511,0.229417734,hht
3930,0.500310507,0.82353737,hht
3931,0.921849018,0.525777947,hht
3932,0.551329091,2.193245163,hht
3933,0.739744365,0.34529612,hht
3934,0.955428343,1.845459736,hht
3935,0.466997359,0.272189085,hht
3936,1.143576306,1.030631206,hht
3937,0.709256794,2.468834008,hht
3938,1.373450572,2.365148255,hht
3939,0.443565108,1.549571504,hht
3940,0.430346765,0.152101972,hht
3941,0.917798396,1.207507977,hht
3942,0.340570037,0.086609434,hht
3943,0.786916288,0.501994172,hht
3944,0.529689696,0.646381158,hht
3945,0.474987437,0.3593808,hht
3946,2.295576692,2.941356772,hht
3947,0.870258771,1.235205468,hht
3948,0.849263383,1.434297087,hht
3949,0.60051556,1.016768933,hht
3950,0.525730794,0.26062165,hht
3951,0.662801885,1.472909262,hht
3952,0.571918827,1.910782548,hht
3953,0.84387464,0.790089799,hht
3954,0.621010288,0.993808219,hht
3955,0.758127114,0.45387862,hht
3956,0.489677835,0.315940655,hht
3957,0.611117714,0.749735451,hht
3958,0.621823699,0.642313364,hht
3959,0.724434909,0.136618433,hht
3960,0.383999118,0.228919034,hht
3961,0.79664462,0.556125462,hht
3962,0.60407614,0.061582379,hht
3963,0.808423734,0.151369364,hht
3964,0.451420443,0.118246915,hht
3965,0.621628969,1.459809864,hht
3966,1.077971994,0.078233292,hht
3967,0.466307043,0.181059779,hht
3968,0.602278694,0.096575814,hht
3969,0.817470251,0.544156283,hht
3970,1.012170049,0.102746989,hht
3971,0.329459068,0.203375792,hht
3972,2.038251527,2.021916604,hht
3973,0.920060551,1.884484679,hht
3974,0.87743438,0.366049351,hht
3975,1.212816717,0.24596001,hht
3976,0.245681399,0.372301482,hht
3977,0.269230732,0.155886423,hht
3978,0.999768804,2.354029831,hht
3979,0.309088248,0.150608757,hht
3980,1.51594746,2.828427585,hht
3981,0.940877861,0.868941767,hht
3982,0.656790309,1.046918033,hht
3983,1.175480887,4.848904021,hht
3984,0.649213766,0.121205552,hht
3985,0.41313087,0.07812028,hht
3986,0.536469974,0.173732027,hht
3987,0.993073332,8.111983197,hht
3988,1.09576358,0.066627894,hht
3989,1.051825665,0.903882143,hht
3990,0.715170648,0.622535964,hht
3991,0.626418059,0.110053487,hht
3992,0.612324878,0.011646641,hht
3993,0.82209935,0.41100569,hht
3994,1.450512235,0.135796452,hht
3995,0.75993872,0.432894943,hht
3996,1.112273434,3.23323129,hht
3997,0.873743567,0.196481725,hht
3998,1.085281628,1.698026891,hht
3999,0.918999394,0.912702739,hht
4000,0.681269419,0.931710656,hht
4001,1.266432658,0.077937392,hht
4002,1.21286952,0.037765854,hht
4003,0.568779258,0.209292789,hht
4004,0.737515265,0.282842622,hht
4005,0.72862083,2.173429685,hht
4006,0.910703897,0.499510986,hht
4007,0.741912092,0.606170357,hht
4008,0.399170563,0.291906995,hht
4009,0.570460656,0.338666487,hht
4010,0.683305013,1.865928008,hht
4011,0.837914641,0.382947404,hht
4012,0.606570734,4.148411764,hht
4013,0.52933623,1.57452453,hht
4014,0.45753649,0.180261482,hht
4015,1.594715309,1.966091717,hht
4016,1.202585896,0.545033973,hht
4017,1.289514064,1.723351584,hht
4018,0.697672575,1.32683612,hht
4019,0.274586007,0.110066722,hht
4020,1.100482456,0.825722742,hht
4021,0.812547193,0.371509819,hht
4022,0.873353731,2.218705278,hht
4023,0.74979742,0.23147968,hht
4024,0.56938245,0.811723596,hht
4025,1.629279886,2.095456216,hht
4026,0.485226419,0.477223047,hht
4027,0.809461529,1.831424472,hht
4028,1.084454779,0.952602428,hht
4029,0.575505599,1.067211083,hht
4030,0.720165884,0.323301516,hht
4031,0.601374695,0.30592496,hht
4032,0.633318558,0.719189789,hht
4033,1.090623963,1.008861728,hht
4034,0.802196847,0.431654275,hht
4035,0.751466437,0.295140968,hht
4036,0.641996009,0.232059615,hht
4037,0.99897828,0.124984221,hht
4038,0.46386889,0.363709094,hht
4039,0.426053326,0.031168258,hht
4040,0.747711269,1.138247447,hht
4041,0.526189183,0.091436513,hht
4042,0.57835142,5.480970935,hht
4043,0.630275539,0.528327598,hht
4044,1.3661888,2.194105712,hht
4045,0.886020453,1.959124322,hht
4046,0.825165963,2.57867015,hht
4047,0.688051525,2.081625471,hht
4048,0.977011283,0.243547555,hht
4049,0.672215561,0.5695239,hht
4050,0.554709501,0.129220487,hht
4051,1.244674944,0.258195065,hht
4052,0.681055174,1.347455794,hht
4053,0.662376617,0.253248886,hht
4054,0.862642925,0.427576572,hht
4055,0.679363861,1.052388201,hht
4056,0.85603481,0.160545441,hht
4057,0.906417767,1.825722742,hht
4058,0.336832936,0.095720581,hht
4059,0.953196501,0.494038416,hht
4060,0.622378078,0.759298691,hht
4061,0.720273904,0.395393675,hht
4062,0.660654168,1.260127233,hht
4063,0.464429377,0.264924372,hht
4064,0.738590142,1.357100185,hht
4065,0.820463995,1.714070328,hht
4066,0.334426637,0.047686726,hht
4067,1.202086671,2.422119707,hht
4068,0.357439629,0.12432011,hht
4069,2.534024678,4.989916578,hht
4070,0.203371957,0.062881269,hht
4071,0.331155582,0.193103082,hht
4072,0.395335039,0.492182271,hht
4073,0.896223742,2.074990742,hht
4074,0.801460519,0.439046076,hht
4075,0.869088033,0.633194822,hht
4076,0.987497246,1.999173137,hht
4077,0.520285412,0.28711131,hht
4078,0.934811757,1.14433248,hht
4079,0.754739087,1.404416568,hht
4080,0.272007238,0.435991209,hht
4081,0.921192249,0.945325169,hht
4082,0.92298181,0.359981629,hht
4083,0.854918833,0.558449401,hht
4084,0.278992478,0.458835469,hht
4085,0.721015673,1.212693254,hht
4086,1.575798195,2.194105712,hht
4087,0.439482413,0.209444236,hht
4088,0.695023742,0.496834898,hht
4089,0.895771722,1.144018638,hht
4090,0.680256812,0.551744224,hht
4091,0.777977245,1.12901214,hht
4092,0.373042123,0.525801883,hht
4093,0.645153423,0.766773402,hht
4094,0.406640639,0.325636301,hht
4095,0.409442754,0.224249693,hht
4096,0.949435151,0.443741056,hht
4097,0.549387889,0.295816932,hht
4098,1.141965231,1.82410643,hht
4099,0.722582589,0.561155188,hht
4100,0.620213511,1.41286151,hht
4101,0.632246518,0.429615168,hht
4102,0.452748853,0.378911946,hht
4103,0.287501782,0.237218616,hht
4104,1.886859096,1.825722742,hht
4105,0.448098253,1.532392166,hht
4106,1.48667,1.602427561,hht
4107,0.55475489,1.365275708,hht
4108,0.571222211,0.721109074,hht
4109,0.985345688,0.772473866,hht
4110,0.358774272,0.178594656,hht
4111,0.682681854,0.325101754,hht
4112,2.158225208,1.932183434,hht
4113,0.570470753,0.853553366,hht
4114,1.679782168,2.976962942,hht
4115,0.591807942,0.184207235,hht
4116,1.06300053,0.080452687,hht
4117,0.532989727,1.843894061,hht
4118,0.477629464,1.315039903,hht
4119,0.928024692,2.29323143,hht
4120,0.597845067,0.460404356,hht
4121,0.684635125,0.830722789,hht
4122,0.917291056,1.147946763,hht
4123,0.476825005,0.724420871,hht
4124,0.558203612,0.13386889,hht
4125,2.069341179,6.317503353,hht
4126,0.450327746,2.690990962,hht
4127,0.425460824,0.147709968,hht
4128,0.421044941,0.153391088,hht
4129,0.51729818,0.089556572,hht
4130,0.845529659,0.161648883,hht
4131,0.77201762,1.780543966,hht
4132,0.608044969,0.553246162,hht
4133,0.656324589,0.309529232,hht
4134,0.701826636,0.042473003,hht
4135,0.962342501,3.671296282,hht
4136,0.601828425,0.568425994,hht
4137,0.829963998,0.256185744,hht
4138,0.60740115,0.573375057,hht
4139,0.493057039,0.417192568,hht
4140,0.615658764,0.023732638,hht
4141,1.021386406,1.757359363,hht
4142,0.622155762,0.567101035,hht
4143,0.601237163,0.077561422,hht
4144,0.356290217,0.04731275,hht
4145,0.638588483,0.016348065,hht
4146,1.471631474,1.819493397,hht
4147,0.459207713,0.895434405,hht
4148,0.526518383,0.660912052,hht
4149,0.606888232,0.323223672,hht
4150,0.871029497,1.142315123,hht
4151,0.483617443,0.420550199,hht
4152,0.926149457,1.05702573,hht
4153,0.359193437,0.056990654,hht
4154,1.75850196,1.940285618,hht
4155,0.789812067,0.986506314,hht
4156,1.306944222,3.146760949,hht
4157,0.440466907,0.35143275,hht
4158,0.935337559,0.069804184,hht
4159,0.568665843,0.515388039,hht
4160,0.477732531,0.381007448,hht
4161,0.908087498,1.212678703,hht
4162,0.604089693,0.548059102,hht
4163,2.037676084,2.649242097,hht
4164,0.532974717,0.035144972,hht
4165,0.528994829,0.053656675,hht
4166,0.807249534,1.534565416,hht
4167,0.90812776,0.372553168,hht
4168,0.354575497,0.057222687,hht
4169,0.580997943,0.349185968,hht
4170,0.400038573,0.06311907,hht
4171,0.6945083,0.94603205,hht
4172,0.478229191,0.372125473,hht
4173,0.979570947,0.039326252,hht
4174,0.568760528,0.073215093,hht
4175,1.496292192,1.455213655,hht
4176,0.763082789,3.162627779,hht
4177,0.510435639,0.148290785,hht
4178,0.302911306,1.108327312,hht
4179,0.827951156,0.436077517,hht
4180,0.759503584,0.628992625,hht
4181,0.492883595,0.504228862,hht
4182,0.340886984,0.102447016,hht
4183,0.908087498,1.212678703,hht
4184,0.867549447,2.505921005,ml
4185,0.559968287,0.302514888,ml
4186,0.638699246,0.63863988,ml
4187,0.127920312,0.08236126,ml
4188,0.151860071,0.121805977,ml
4189,1.452509783,2.020663721,ml
4190,0.713012946,0.849936974,ml
4191,0.40931289,0.341081237,ml
4192,0.170044742,0.104484306,ml
4193,1.339388808,2.020663721,ml
4194,0.71828853,0.296912657,ml
4195,0.196097293,0.264012325,ml
4196,0.728145313,0.565825666,ml
4197,1.208002657,1.317838741,ml
4198,0.446322145,0.775815372,ml
4199,1.150292842,1.440983355,ml
4200,0.219647841,0.289897136,ml
4201,0.646685468,1.359682634,ml
4202,1.058451712,0.376880903,ml
4203,1.069383945,0.784762132,ml
4204,0.332138785,0.094920481,ml
4205,1.529005667,0.449489535,ml
4206,0.411524724,0.666666667,ml
4207,0.898962034,1.060660442,ml
4208,1.351867162,6.292510314,ml
4209,0.442570256,0.458185824,ml
4210,0.407448145,0.112592272,ml
4211,1,1,ml
4212,0.961873656,4.863705718,ml
4213,0.838152801,1.035275534,ml
4214,1.400433615,1.46592643,ml
4215,0.955330724,0.697265302,ml
4216,0.517525944,0.302734698,ml
4217,0.730629933,0.802826615,ml
4218,0.578778649,2.076658406,ml
4219,0.222123912,0.159591521,ml
4220,0.666995524,0.148835215,ml
4221,0.267357584,0.717436809,ml
4222,0.352580362,0.402214168,ml
4223,0.893818872,0.516829003,ml
4224,1.004370782,1.858718405,ml
4225,0.682406818,0.24082951,ml
4226,0.635225101,3.717436809,ml
4227,1.044140467,1.605169136,ml
4228,0.881918733,1,ml
4229,0.783121887,0.46199489,ml
4230,1.017757294,0.823444869,ml
4231,1.066233204,0.826836513,ml
4232,0.435136644,0.224744635,ml
4233,0.681633628,0.717436809,ml
4234,1.414210895,2.000006455,ml
4235,0.574885704,1.396522688,ml
4236,0.713834782,0.343437937,ml
4237,0.930601015,0.866023967,ml
4238,1.161220443,2.224743262,ml
4239,1.185360044,2.372374827,ml
4240,0.68348954,0.802714463,ml
4241,0.753324367,1.047745492,ml
4242,0.558144174,0.493841273,ml
4243,0.677153736,1.428824044,ml
4244,0.948417772,1.074682007,ml
4245,0.408215285,0.166034962,ml
4246,1.282635844,0.868348673,ml
4247,0.833474892,1.151611134,ml
4248,0.678787578,1.085167549,ml
4249,0.691349377,2.484471243,ml
4250,0.769237952,0.22235895,ml
4251,0.626275803,0.145693892,ml
4252,0.355945792,1.900100579,ml
4253,0.640130989,0.06422268,ml
4254,0.836654898,1,ml
4255,1.015418336,2.078298061,ml
4256,0.505632557,0.269751939,ml
4257,1.346003233,1.931852859,ml
4258,0.671321572,0.633973367,ml
4259,0.544497886,0.355050077,ml
4260,0.872346688,1.212987485,ml
4261,0.965645191,1.494886898,ml
4262,0.544173459,1.541664111,ml
4263,0.479179452,1.286752106,ml
4264,0.617116678,1.325918696,ml
4265,0.954235159,0.581412986,ml
4266,0.74677613,0.582775568,ml
4267,0.668636983,0.414214191,ml
4268,1.778540396,0.569036532,ml
4269,0.6222391,1.43487825,ml
4270,0.681518891,0.473752046,ml
4271,0.478476694,0.302734324,ml
4272,1.939634788,3.151615227,ml
4273,0.821916846,0.481542846,ml
4274,0.883702329,0.758818184,ml
4275,0.949269313,1.317838741,ml
4276,0.528142713,0.762175368,ml
4277,0.649686434,0.350989491,ml
4278,0.606976228,1,ml
4279,0.353556363,0.499998386,ml
4280,2.768856268,3.000006455,ml
4281,0.587235103,0.423223284,ml
4282,0.939215409,1.38553204,ml
4283,0.526723507,0.128500559,ml
4284,0.375383133,0.202763551,ml
4285,1.470313776,3.931852859,ml
4286,0.391652798,0.098777801,ml
4287,1,2,ml
4288,0.787601917,0.424222264,ml
4289,1.081584409,1.92334429,ml
4290,1.275919314,0.73712073,ml
4291,0.354541116,0.294650533,ml
4292,1.499981559,2.000006455,ml
4293,0.448165751,0.722718955,ml
4294,0.919410362,0.788674118,ml
4295,1.085714668,5.231431237,ml
4296,1.106063587,0.908245895,ml
4297,0.779136331,1.317838741,ml
4298,0.445664753,0.34374073,ml
4299,1.111556436,1.289897555,ml
4300,0.596803608,0.550510731,ml
4301,0.576721613,0.912701586,ml
4302,1.028507878,0.778514636,ml
4303,0.399767037,0.16252893,ml
4304,0.903608778,1.224747215,ml
4305,1.133365985,0.908245895,ml
4306,0.764110176,1.101023418,ml
4307,0.712876809,0.983867678,ml
4308,0.634156237,1.10517075,ml
4309,0.825662393,0.431435738,ml
4310,1.174542245,1.530291663,ml
4311,0.820723885,0.468825089,ml
4312,0.80140968,0.908245895,ml
4313,0.830596519,1.449493621,ml
4314,1.67189756,0.96592643,ml
4315,0.378288935,0.517637767,ml
4316,1.106680442,2.44949443,ml
4317,1.540681592,5.265997069,ml
4318,0.757598731,0.696923241,ml
4319,0.909032675,1.011621856,ml
4320,0.355130398,0.115754641,ml
4321,2.296012398,3.224751168,ml
4322,0.871068178,0.620202892,ml
4323,1.137155938,0.665058472,ml
4324,0.957599087,3.612375584,ml
4325,0.862672442,0.456868637,ml
4326,0.86927961,2.964355534,ml
4327,0.515840162,0.205924885,ml
4328,0.473905022,0.238536265,ml
4329,0.482919641,0.929561202,ml
4330,0.60392074,0.233350029,ml
4331,0.618631837,0.16858139,ml
4332,1.069525692,0.852366397,ml
4333,0.723011003,0.429813913,ml
4334,0.358419969,0.219275708,ml
4335,1.672864111,0.808406817,ml
4336,0.384360757,0.11875492,ml
4337,2.74517759,4.843343941,ml
4338,0.920941983,0.611367468,ml
4339,0.585600481,1.666308944,ml
4340,1.013339018,1.48078421,ml
4341,0.344532095,0.089148009,ml
4342,0.610140187,1.074493711,ml
4343,2.587444826,5.97467661,ml
4344,0.677534762,0.45383248,ml
4345,0.324993366,0.236700331,ml
4346,0.722700526,0.387226133,ml
4347,0.915245829,1.023243711,ml
4348,1.166735007,0.93050781,ml
4349,0.602586631,0.289897555,ml
4350,0.903601006,1.224743262,ml
4351,0.957863977,1.816498143,ml
4352,0.746740147,0.538004561,ml
4353,0.719190451,1,ml
4354,0.745970557,1.317837526,ml
4355,0.262233721,0.262019893,ml
4356,0.628260431,2.171570943,ml
4357,0.500032919,0.682842759,ml
4358,0.697350553,0.21876203,ml
4359,0.621592227,0.517637767,ml
4360,1.573931324,1.816497654,ml
4361,3.278748896,5.674237693,ml
4362,0.64576592,0.508666034,ml
4363,2.005999956,1.112371631,ml
4364,0.230635091,0.379794657,ml
4365,1.077921038,0.600128808,ml
4366,1.11988314,5.216825983,ml
4367,0.115402951,0.104434166,ml
4368,0.733201628,0.24014479,ml
4369,1.033060844,1.628622981,ml
4370,0.541518389,0.762999051,ml
4371,1.202791005,1.23066887,ml
4372,0.266364237,0.612797911,ml
4373,0.124090932,0.192992335,ml
4374,0.501318313,0.746631478,ml
4375,0.771931932,0.385028069,ml
